fen,target_ks,target_total,our_total_base,our_ks_base,tier,phase_bucket,split
r1r3k1/p4ppp/4p3/3p4/3B3P/6P1/P1q2PB1/R2Q2K1 w - - 0 1,0.0,1.43,-1.731,0.0,sts_guard,midgame,val
r1bq1rk1/1p2bppp/p1n1pn2/2P5/P1B5/2N1PN2/1P3PPP/R1BQ1RK1 w - - 0 1,0.0,0.34,0.787,0.0,sts_guard,opening,train
r1b2k1r/pp3ppp/4p3/1B6/1b6/2q5/P1Q2PPP/R1B2RK1 w - - 0 1,0.0,1.08,-1.39,0.0,sts_guard,opening,train
8/r1q2p1k/1Q1p1p1p/p3pP2/4P1R1/1P5P/2P3PK/8 w - - 0 1,0.0,0.78,3.172,0.0,sts_guard,endgame,train
6k1/ppp1rppp/7q/2Npr3/P4Q2/3B2P1/1PP4P/5RK1 b - - 0 1,0.0,-0.48,-0.421,0.0,sts_guard,midgame,train
6k1/1p3pp1/p1rpq2p/3Q4/P1P2P2/1P6/3R1KPP/8 w - - 0 1,-1.53,0.42,-2.629,-1.53,sts_guard,endgame,val
5r1r/4k2p/p3qp2/2b1pQ1N/1p1p4/8/PPP3P1/1K2RR2 w - - 0 1,1.98,0.48,1.902,1.98,sts_guard,midgame,train
4rk2/5pp1/p3n2p/1prNR3/2q2P1P/6P1/PP2Q3/1K2R3 w - - 0 1,-1.26,-0.06,-0.76,-1.26,sts_guard,midgame,train
4r1k1/3b1pp1/pB6/P2r3p/1q1P1P2/2Q5/1P2p1PP/2R1R2K b - - 0 1,0.0,-0.82,1.384,0.0,sts_guard,midgame,train
1b2r1k1/1bqn1pp1/p1p4p/Pp2p3/1P2B3/2B1PN1P/5PP1/1Q1R2K1 b - - 0 1,0.0,-0.97,-0.052,0.0,sts_guard,midgame,val
1q2rb2/3b1r1k/p1p4p/B3p1p1/1PPpN3/3P1P1P/3QR1P1/4R1K1 w - - 0 1,0.0,0.88,1.61,0.0,sts_guard,opening,train
1r1r3k/p4pp1/3nb2p/2p1q3/8/P1PBPP2/2Q3PP/R1B2RK1 b - - 0 1,0.0,-0.92,0.387,0.0,sts_guard,opening,train
1r4k1/p3pr1p/1qbp1pp1/2p5/2P5/1PN1Q2P/P2R1PP1/3R3K b - - 0 1,0.0,-0.68,-0.374,0.0,sts_guard,midgame,train
2r1n1k1/1p1R1r1p/2q1pp1B/p5p1/6P1/Q1P4P/PP6/1K1R4 b - - 0 1,1.44,-0.19,-3.952,1.44,sts_guard,midgame,train
2r2r1k/1bqnbppp/p3p3/1p1pP3/3B1P2/P1NB4/1PP2QPP/R4R1K w - - 0 1,0.0,0.93,0.646,0.0,sts_guard,opening,val
2r5/1r2nkp1/p3p2p/1p1b1p1P/8/PP3P2/1KPRB1P1/R5B1 w - - 0 1,0.0,0.78,-0.205,0.0,sts_guard,endgame,train
3b2rk/5pp1/2q2n1p/1p2BP2/7P/2NQ4/1PP5/1K4R1 b - - 0 1,0.0,-0.77,1.917,0.0,sts_guard,midgame,train
3r2k1/1p2bpp1/pNrppnqp/8/1PPBP3/P4Q1P/5PP1/3RR1K1 w - - 0 1,0.0,0.92,1.151,0.0,sts_guard,opening,train
3rr1k1/1q2bp1p/2b3pB/3npP2/1p6/5B2/NPP3PP/3RQR1K w - - 0 1,0.0,-0.22,-0.722,0.0,sts_guard,opening,train
4rk2/2p1rpp1/pbn3bp/1p2P3/PP6/1BP2NNP/5PP1/2R1R1K1 w - - 0 1,0.0,1.06,-0.165,0.0,sts_guard,midgame,train
5r2/5r1k/p2pN1p1/1p1Pn2p/2q1P2b/P4pR1/1PPQ1B1P/1K2R3 w - - 0 1,0.0,0.0,1.669,0.0,sts_guard,opening,train
6k1/1p1n1rbp/r2n1pp1/4p3/4P3/4B1P1/PP2N1BP/R4RK1 w - - 0 1,0.0,0.64,0.848,0.0,sts_guard,midgame,val
1b3rk1/5ppp/2p2rq1/1p1n4/3P2P1/1BPbBP2/1P1N2QP/R3R1K1 w - - 0 1,0.0,0.37,0.8,0.0,sts_guard,opening,train
1r1r2n1/1pb3pk/p1p3bp/4Np2/3P2P1/2N1RB1P/PP3PK1/4R3 w - - 0 1,0.0,0.78,-0.261,0.0,sts_guard,midgame,train
1r4k1/6pp/2b3n1/Nnq1p3/4Pp2/3B2PP/4QP1K/2B1R3 w - - 0 1,0.0,0.25,-1.243,0.0,sts_guard,midgame,train
2k5/1p1nbqpp/pPprp1b1/P1p1p3/2P1P2N/4BP1P/1Q1N2P1/3R2K1 w - - 0 1,1.26,0.83,0.528,1.26,sts_guard,midgame,train
2n2rk1/p2b2bp/3p2p1/q1pPp2n/P1P1P3/1QN5/3BBNPP/1R4K1 w - - 0 1,0.0,1.56,0.483,0.0,sts_guard,opening,val
2rq1rk1/1p1npp1p/p2pb1p1/3N4/3QP3/1BP2P2/PP4PP/R4R1K b - - 0 1,0.0,0.02,0.708,0.0,sts_guard,opening,train
2rqr1k1/1b3p1p/pn1p1bpB/2p5/3P4/1P3N1P/P2QBPP1/2RR2K1 b - - 0 1,0.0,0.52,-0.357,0.0,sts_guard,opening,train
3qr2k/p5r1/1pRp1n1b/1P1Pp2p/1P3p1P/2N1nP1Q/1R3BP1/5BK1 w - - 0 1,0.0,0.71,-0.192,0.0,sts_guard,opening,train
3rk2r/1p2bp2/p1n1q2p/3pPbp1/3B4/2P3Q1/BN3PPP/R3R1K1 b k - 0 1,0.0,-0.76,0.13,0.0,sts_guard,opening,train
4r1k1/p4p1p/1p2q1pB/1Q2Pn2/P3B2P/5P2/bR3P2/6K1 w - - 0 1,0.0,0.04,-0.085,0.0,sts_guard,midgame,train
6r1/r2Nbnk1/2R3pp/p4p2/PpB2PP1/1P6/6K1/3R4 w - - 0 1,0.0,0.8,0.658,0.0,sts_guard,endgame,train
1k1r4/4bp2/p1q1pnr1/6B1/NppP3P/6P1/1P3P2/2RQR1K1 w - - 0 1,0.0,1.24,-0.049,0.0,sts_guard,opening,val
1n1rr1k1/1pq2pp1/3b2p1/2p3N1/P1P5/P3B2P/2Q2PP1/R2R2K1 w - - 0 1,0.0,0.69,0.838,0.0,sts_guard,opening,train
1r3b2/3R2pk/6q1/3Q1p2/p6P/4B2P/1P3P1K/8 w - - 0 1,2.76,0.2,5.545,2.76,sts_guard,midgame,val
2b2q1k/2p4p/1rNn1p2/1p1P4/p3p3/P1P5/1P1Q2PP/1B1R2K1 w - - 0 1,0.0,1.16,0.797,0.0,sts_guard,midgame,train
2r1rbk1/pp2p2p/6p1/n4p2/1NbP4/4PBBP/P4PP1/2RR2K1 w - - 0 1,0.0,0.91,0.89,0.0,sts_guard,midgame,train
2r3k1/p2npp2/p2p1bp1/3P4/1qN1PQ1P/1P2B3/r5P1/1R3R1K b - - 0 1,0.0,0.26,-0.017,0.0,sts_guard,opening,train
2rq1k1r/pp3p2/7p/1BPp1bp1/1P6/P1N1P3/3Q1PPP/2R1K2n w - - 0 1,0.0,0.0,-3.358,0.0,sts_guard,midgame,train
3r1bk1/3q1p2/4bP1p/pp4pP/2pP4/2P3B1/P1Q3P1/4RRK1 w - - 0 1,2.34,0.75,4.921,2.34,sts_guard,midgame,train
3r2k1/3r1pp1/2QP4/pP5p/1qN5/4R1P1/4PK1P/8 w - - 0 1,0.0,0.04,-0.936,0.0,sts_guard,midgame,val
4k3/p1p3p1/1pbp2qp/n3p3/2P3PB/2PPQ2P/P3P1B1/6K1 w - - 0 1,0.0,0.0,-0.352,0.0,sts_guard,endgame,train
4r1k1/p5b1/P2p1pp1/q1pP3p/2Pn1BbP/2NP2P1/3Q2BK/1R6 w - - 0 1,0.0,0.1,-0.813,0.0,sts_guard,midgame,train
5n2/kbr3p1/5n1p/Pp2pP2/4P1PP/2p5/P1Br4/2RNRNK1 b - - 0 1,0.0,-0.04,0.369,0.0,sts_guard,midgame,train
5rqk/3b2pp/1pnNp3/3r4/6P1/PQ2B1RP/5PK1/3R4 b - - 0 1,0.0,-0.08,-2.066,0.0,sts_guard,opening,train
1k2r3/1p1bP3/2p2p1Q/Ppb5/4Rp1P/2q2N1P/5PB1/6K1 b - - 0 1,-3.06,-2.15,-6.902,-3.06,sts_guard,midgame,train
1r2rqk1/8/bn1p3p/B1p2p2/p1PnpP2/P3R2Q/1P3NPP/2R2BK1 b - - 0 1,1.62,-0.89,1.446,1.62,sts_guard,opening,train
2k2r1r/1b4p1/1nq1p3/1p5p/5P2/1Pp1B1KP/2B1QRP1/R7 w - - 0 1,-2.34,1.47,-4.026,-2.34,sts_guard,opening,val
2r1b3/p3kpp1/7p/3P4/7P/2p1KPP1/P7/1BR5 w - - 0 1,0.0,0.0,0.354,0.0,sts_guard,endgame,train
2r2k2/p4pp1/b3n2p/8/1pp1P2P/4NPP1/PPB3K1/3R4 w - - 0 1,0.0,0.11,0.418,0.0,sts_guard,endgame,val
3b4/3k1p2/4p1p1/p1rpP1Pp/R4P2/1P3K2/P2B1P2/8 b - - 0 1,0.0,-1.15,-1.519,0.0,sts_guard,endgame,train
3r1k2/4qp1p/6p1/p3p1P1/P2nQ2P/1B1R4/5PK1/8 b - - 0 1,0.0,-1.33,-4.341,0.0,sts_guard,midgame,train
3r2k1/1rq2p2/2bp2pP/p3p2n/4P3/1BN2P2/1PP5/R2RQK2 b - - 0 1,0.0,-1.49,1.018,0.0,sts_guard,opening,train
3R4/6pk/p4p1p/1r1p3P/2pP4/2P1PN2/4bPP1/6K1 w - - 0 1,0.0,0.29,0.531,0.0,sts_guard,endgame,train
3rr3/p1k4p/1p3p1b/2p2p1n/5P2/2P1BR2/PP1N3P/1K2R3 b - - 0 1,0.0,-1.14,-0.09,0.0,sts_guard,endgame,train
4r1k1/2q1p3/2p2pp1/1p1b4/p7/P1Q3R1/1P3PP1/4R1K1 b - - 0 1,1.62,0.37,1.652,1.62,sts_guard,midgame,val
4r3/2R1pk2/3p2pp/2bP1p2/8/1R4P1/5PK1/8 b - - 0 1,0.0,-0.01,0.246,0.0,sts_guard,endgame,train
4rbk1/p2R1p2/2p2p1p/5p2/8/PR2p3/2P3PP/5K2 w - - 0 1,0.0,0.84,-1.073,0.0,sts_guard,endgame,val
1k2r2r/1bq2p2/pn4p1/3pP3/pbpN1P1p/4QN1B/1P4PP/2RR3K b - - 0 1,0.0,-1.4,-2.221,0.0,sts_guard,opening,train
1r1r4/R3pk2/4n1p1/2p2p2/8/4B3/Pn2BPPP/5RK1 b - - 0 1,0.0,-0.66,0.383,0.0,sts_guard,endgame,train
1r6/1q2b1k1/pn1pb3/B1p1p1pp/2P1Pp2/NP3P1P/1R2Q1PN/6K1 b - - 0 1,0.0,-2.13,0.349,0.0,sts_guard,midgame,train
2b5/2p1r2k/1pP2q1p/p2Pp3/4R3/1PN1Q2P/P2KP3/8 w - - 0 1,0.0,2.42,1.677,0.0,sts_guard,midgame,train
2r3k1/p1r1qpb1/1p2p1p1/nR2P3/P2B4/2P5/3NQPP1/R5K1 w - - 0 1,0.0,0.4,0.707,0.0,sts_guard,opening,train
2rr4/Bp3k1p/5pp1/8/2n3b1/P1N5/1PP2PPP/R1R3K1 w - - 0 1,0.0,0.83,1.614,0.0,sts_guard,endgame,train
3r2k1/2q2ppp/p1p1bn2/1p2b1B1/4P3/1PN2B1P/P1Q2PP1/2R4K w - - 0 1,0.0,0.15,-1.175,0.0,sts_guard,midgame,train
3rb1k1/4qpbp/1p2p1p1/1P3n2/Q1P2p2/2N2B1P/6PK/1NR2R2 b - - 0 1,0.0,1.16,0.664,0.0,sts_guard,opening,train
4k2r/1r2np2/2q1p1p1/p2pP3/n1pP1PP1/1pP1NNK1/1P2Q3/R4R2 w k - 0 1,0.0,0.99,-2.04,0.0,sts_guard,opening,val
4r1k1/3q1pp1/3p1n2/rp2nP1p/3B1R2/2N5/2PQ2PP/4R1K1 w - - 0 1,0.0,-0.09,-0.446,0.0,sts_guard,opening,train
5r1k/2p3q1/1p1npr2/pPn1N1pp/P1PN4/R4PPP/4Q1K1/3R4 w - - 0 1,0.0,0.87,-0.798,0.0,sts_guard,opening,train
6k1/3pbpp1/p3p2n/r3P2p/2rBNP2/2P3PP/P3R3/3R3K b - - 0 1,0.0,-0.4,0.706,0.0,sts_guard,endgame,train
8/1q6/3pn1k1/2p1p1p1/2P1P1Pp/1rBP1p1P/2Q2P2/R5K1 b - - 0 1,0.0,-1.11,1.826,0.0,sts_guard,midgame,train
1R3b2/r4pk1/2qpn1p1/P1p1p2p/2P1P2P/5PP1/6K1/1Q1BB3 w - - 0 1,0.0,1.12,-0.97,0.0,sts_guard,midgame,val
1q1rb1k1/5p1p/p3pnpb/P1r5/2B1P3/1P3P2/2R1N1PP/R2NQ2K b - - 0 1,0.0,-0.74,0.024,0.0,sts_guard,opening,train
1r3rk1/1nqb1p1p/p3p1p1/1ppPb3/2P1N3/1P1Q2PP/P2B2BK/1RR5 w - - 0 1,0.0,1.12,-1.39,0.0,sts_guard,opening,train
1rb1r1k1/2q1bp1p/3p1np1/p1nPp3/4P3/1PRB1N1P/3BQPP1/1R3NK1 w - - 0 1,0.0,0.67,0.288,0.0,sts_guard,opening,val
2r1r1k1/1bq1bpp1/pp1pp1n1/2n3P1/2P1PP1p/BPN1QB1P/P1R5/3RN1K1 w - - 0 1,0.0,0.08,-0.039,0.0,sts_guard,opening,train
2r2n2/6k1/1pNBbb2/3p1p2/3P1P2/P4KP1/2R5/4N3 w - - 0 1,0.0,1.08,1.193,0.0,sts_guard,endgame,train
2r3k1/p2q1pp1/2p4p/1p1p1b1n/2PP4/P1QP1PP1/3B3P/4RBK1 b - - 0 1,0.0,-0.53,0.468,0.0,sts_guard,midgame,train
2rr2k1/1p3pp1/p3b2p/3pP2Q/3B4/bqP5/1P1RB1PP/1K3R2 b - - 0 1,-1.8,-1.18,-2.328,-1.8,sts_guard,opening,train
3r1rk1/4q1pp/1pb1p3/p1p1P3/P3pP2/1P2P3/4Q1PP/N2R1RK1 b - - 0 1,0.0,-1.47,-0.399,0.0,sts_guard,midgame,train
3r3k/p3bppp/4q3/2p1P1Bb/3p4/P6P/1P1Q1PP1/1B2R1K1 w - - 0 1,0.0,0.1,-0.415,0.0,sts_guard,midgame,train
4r1k1/2R3p1/p4qnp/8/2P2p2/1Pn2Q2/5BPP/5N1K b - - 0 1,0.0,-1.11,0.666,0.0,sts_guard,midgame,train
4r3/q4pkp/2p1bnp1/p3p3/PbP1P2P/4NNP1/1RQ2P2/5BK1 b - - 0 1,0.0,-0.92,1.019,0.0,sts_guard,midgame,val
5k2/4rpp1/pp6/4b2p/4N1q1/2NRB1P1/BP3P1P/6K1 b - - 0 1,0.0,-0.56,-0.168,0.0,sts_guard,midgame,train
1b1r4/3rkp2/p3p2p/4q3/P5P1/2RBP3/P1Q4P/1R3K2 b - - 0 1,-1.26,-1.99,-0.198,-1.26,sts_guard,midgame,train
1r3k2/8/R7/4pPP1/P1p5/1nP5/R5P1/3rB1K1 w - - 0 1,0.0,4.24,6.482,0.0,sts_guard,endgame,val
1r6/8/1r5p/p2pk3/4p3/2P4P/RP2B1n1/1RK5 b - - 0 1,0.0,-3.35,-3.883,0.0,sts_guard,endgame,train
2r3k1/1b1n1npp/1pq2p2/8/1P1QP3/6P1/1B1NBP1P/3R2K1 w - - 0 1,0.0,2.42,2.516,0.0,sts_guard,midgame,train
3b2k1/1p1b4/4p2B/1n1p1p2/pN6/P2P4/1PR3PP/7K w - - 0 1,0.0,2.28,2.28,0.0,sts_guard,endgame,train
3r1r2/p5k1/1pnpP2p/6p1/2P3P1/4P3/P1B1K1P1/3R3R w - - 0 1,0.0,2.8,3.031,0.0,sts_guard,endgame,train
3r4/3pkpp1/4p3/2p3q1/6r1/1P6/P5B1/2R1RQK1 b - - 0 1,0.9,-2.62,3.552,0.9,sts_guard,midgame,train
4b2k/1q2bprp/pr6/3pP3/2pP4/P4N2/1P3RPQ/3N1RK1 b - - 0 1,0.0,-1.24,-0.303,0.0,sts_guard,opening,train
4r1k1/R5p1/4b2p/1p2P3/7P/P1nP4/6PK/4R3 w - - 0 1,0.0,0.69,0.326,0.0,sts_guard,endgame,train
5r1k/6p1/p1n1pr1p/2P1p2q/P5RN/4Q2P/5PP1/2R4K w - - 0 1,0.0,0.91,0.024,0.0,sts_guard,midgame,val
6k1/1b3p2/p2q2p1/P2Pp2p/1p2Pb1P/1Br5/Q4PP1/3RN1K1 b - - 0 1,0.0,-1.22,-0.482,0.0,sts_guard,midgame,train
1k1r4/1p3p2/p1bq1p1p/4p3/3r1P1Q/P5P1/1PP1B2P/K2RR3 b - - 0 1,0.0,0.0,-0.078,0.0,sts_guard,midgame,train
1qr1r1k1/5pp1/1p2p2p/1Qbn3b/2R5/3P1NPP/3NPPB1/1R4K1 w - - 0 1,0.0,0.58,-0.883,0.0,sts_guard,opening,train
1r2r1k1/2qn1pb1/3p2pp/p1pP4/PpQ1PP2/1P4PP/1B4B1/3RR1K1 w - - 0 1,0.0,0.51,0.736,0.0,sts_guard,opening,val
1r3rk1/1p3ppp/pN2bn2/P1p5/4P3/2P5/1P2B1PP/R4RK1 w - - 0 1,0.0,0.58,-0.444,0.0,sts_guard,endgame,val
1rb2rk1/2q2pb1/3p1np1/1pnP2Bp/4P3/1pN2PN1/3QB1PP/1RR3K1 w - - 0 1,0.0,-0.62,0.977,0.0,sts_guard,opening,train
2b1r1k1/pp2rppp/2p3q1/3p4/1P1P4/P1N1PP2/5QPP/4RRK1 w - - 0 1,0.0,0.3,-0.037,0.0,sts_guard,midgame,train
2r1r1k1/5npp/3q4/1QpP1p2/1p6/4PP2/1B2R1PP/2R3K1 w - - 0 1,0.0,0.0,-0.592,0.0,sts_guard,midgame,train
2r3k1/4Qp1p/3p2p1/3q4/b1p5/P1b3P1/R3PP1P/1R3BK1 w - - 0 1,0.0,0.65,0.466,0.0,sts_guard,midgame,val
2rrb1k1/1p3pp1/p1p4p/P5q1/2BP4/1P1RPQP1/5P2/3R1K2 w - - 0 1,0.0,0.6,0.961,0.0,sts_guard,midgame,train
3r2k1/1pp1q2p/p5pb/2n1p2r/5PQ1/P1PP3P/1P5K/1BBR1R2 w - - 0 1,-1.26,0.66,-2.601,-1.26,sts_guard,opening,train
4r1k1/1p1r1ppb/1qpp1n1p/p7/P1PRPN2/2Q2P2/1P4PP/1B1R2K1 b - - 0 1,0.0,0.06,0.957,0.0,sts_guard,opening,train
5k2/4pp1p/r2p2p1/8/6P1/5P2/1R3B1P/2r2BK1 b - - 0 1,0.0,-0.16,0.516,0.0,sts_guard,endgame,train
r1b1kb1r/1p1ppppp/p2q2n1/2pN3Q/8/8/PPPP1PPP/R1B1RBK1 w kq - 0 1,0.0,0.62,-0.058,0.0,sts_guard,opening,train
1k1r1r2/p1p5/Bpnbb3/3p2pp/3P4/P1N1NPP1/1PP4P/2KR1R2 w - - 0 1,0.0,1.03,0.381,0.0,sts_guard,midgame,train
1r2r1k1/pb1n1pp1/1p1p2np/2P1p1q1/P1P1P3/2P2PP1/2QNBB1P/1R1R3K b - - 0 1,0.0,-0.14,0.363,0.0,sts_guard,opening,val
1r3rk1/p1qnppbp/p5p1/2pPP3/2P5/4R2P/PP2Q1P1/1RBN3K b - - 0 1,0.0,0.25,-0.341,0.0,sts_guard,opening,train
2r2r1k/1q1nbpp1/p3p2p/2P1P3/1p1N1B1P/6Q1/PP3PP1/R2R2K1 b - - 0 1,0.0,-0.2,1.337,0.0,sts_guard,opening,train
2r3k1/1p1nqp1p/1P4p1/Q2Pp3/1RbnP3/5P1P/3N2P1/5B1K w - - 0 1,0.0,0.8,-0.817,0.0,sts_guard,midgame,train
2rq1rk1/4ppbp/p5p1/1p1b4/2NP4/P3B3/1P3PPP/1BRQR2K b - - 0 1,0.0,-0.9,3.399,0.0,sts_guard,opening,train
3r1r2/pkp4p/1np1p3/3P4/1b2N3/1P3P2/1B4PP/2R2RK1 b - - 0 1,0.0,-0.77,0.207,0.0,sts_guard,endgame,train
3rr1k1/p4bbp/1p1p4/3p1BPp/P2p1N1P/2P1P1K1/R1P5/3R4 w - - 0 1,0.0,0.13,0.139,0.0,sts_guard,endgame,train
b2r1r2/6bk/p1n2ppp/q2p4/1p2PN2/1B2B1P1/P3QP2/1R1R2K1 w - - 0 1,0.0,0.58,0.635,0.0,sts_guard,opening,train
q1rb2rk/1b3ppp/2n1p2n/p2pP3/B2P1PP1/Bp2RN1P/1RPNQ3/6K1 w - - 0 1,0.0,1.57,0.066,0.0,sts_guard,opening,val
1b1qrr2/1p4pk/1np4p/p3Np1B/Pn1P4/R1N3B1/1Pb2PPP/2Q1R1K1 b - - 0 1,1.98,-0.69,3.384,1.98,sts_guard,opening,train
1k1r4/5qp1/p1b2n1p/1p2p3/2p1P2P/P1N1P1P1/1PB1Q3/3R2K1 b - - 0 1,0.0,-1.86,-0.553,0.0,sts_guard,midgame,train
1r1q1n2/2p2ppk/p2p3p/P1b1p3/2P1P3/3P1N1P/1R1B1PP1/1Q4K1 b - - 0 1,0.0,-0.53,1.846,0.0,sts_guard,midgame,val
1r3r2/3q2kp/p2p1pp1/2pPp3/4Pn2/P2P1N1P/2Q2PP1/1R2R1K1 w - - 0 1,0.0,0.56,1.296,0.0,sts_guard,midgame,train
1r4r1/4kp1p/3p1p1b/2q1pP2/Bn2P3/2N5/1PPNQ1PP/1K1R4 b - - 0 1,0.0,-0.66,2.066,0.0,sts_guard,midgame,train
1rb2nk1/8/1p1PNbrp/3Pp1pq/p3Pn1P/P2N1PB1/4B3/R2Q1R1K w - - 0 1,-1.26,0.92,-0.666,-1.26,sts_guard,opening,train
2r1r1k1/1p1q1bbp/pn3pp1/n2p4/3P1B1P/2NB1N2/PPQ1RPP1/4R1K1 w - - 0 1,0.0,0.54,1.255,0.0,sts_guard,opening,train
2r3k1/pp3pp1/4q2p/4p3/bB2Pn2/P4P2/1P1Q2PP/2R2BK1 w - - 0 1,0.0,0.49,0.199,0.0,sts_guard,midgame,train
2rq1rk1/1p2bpp1/4p3/pP1pP1np/P2P4/R3BP2/3Q2PP/1NR3K1 w - - 0 1,0.0,0.73,0.795,0.0,sts_guard,opening,train
3q4/pp2b1k1/2r5/4p2p/P1RpN3/1P3PP1/1Q2P1K1/8 w - - 0 1,0.0,0.7,0.403,0.0,sts_guard,midgame,train
3r4/5pk1/4rqp1/p2p4/Pb1Q3p/1Pp1P2P/2R1BPP1/3R2K1 b - - 0 1,0.0,-0.96,1.435,0.0,sts_guard,midgame,val
4r1k1/1p5p/1r4p1/2pq1p2/P4P2/3P2Q1/1bP3RP/4R1BK b - - 0 1,0.0,-1.63,-1.101,0.0,sts_guard,midgame,train
4r3/1pn3k1/4p1b1/p1Pp3r/3P2NR/1P3B2/3K2P1/4R3 w - - 0 1,0.0,0.6,0.143,0.0,sts_guard,endgame,train
6k1/p2pp2p/bp4n1/q1r4R/1RP1P3/2P2B2/P2Q2P1/4K3 w - - 0 1,1.8,2.98,4.019,1.8,sts_guard,midgame,train
5r1k/5rp1/p1n1p1qp/2P1p3/P7/4QN1P/5PP1/2R1R2K w - - 0 1,0.0,1.0,0.641,0.0,sts_guard,midgame,train
1q1k2r1/p2bn3/1r3n2/2QPp1Rp/2P4P/2PB1P2/2K1N3/R7 w - - 0 1,3.06,0.92,1.36,3.06,sts_guard,opening,val
4r1k1/1pb3p1/p1p3q1/3n4/1P1P4/P3pRP1/4Q1K1/2B2R2 b - - 0 1,-1.98,-1.42,-3.467,-1.98,sts_guard,midgame,train
3q1r1k/5ppp/1pR1pn2/p7/B1PP4/P3QP1P/5PK1/8 w - - 0 1,0.0,0.49,-2.15,0.0,sts_guard,midgame,val
q5k1/p2p2bp/1p1p2r1/2p1np2/6p1/1PP2PP1/P2PQ1KP/4R1NR b - - 0 1,-1.44,-1.16,-1.836,-1.44,sts_guard,midgame,train
1r5r/1p6/p2p2p1/P2P1pkq/1R1Qp3/2P1P1bP/1P2R3/5BK1 b - - 0 1,0.0,-2.76,2.216,0.0,sts_guard,midgame,train
6rk/5q1p/p2p4/P1nP1p2/2B2N1Q/1Pb1pPR1/7P/7K w - - 0 1,1.98,0.99,1.614,1.98,sts_guard,midgame,train
r2r2k1/5p1p/6nQ/ppq5/2p1P3/P4P2/1P4PP/R1N2R1K b - - 0 1,0.0,-0.79,-0.102,0.0,sts_guard,midgame,train
8/3k4/2p5/3r4/1PQBp1pq/4P3/P4PpP/6K1 w - - 0 1,0.0,0.84,-0.304,0.0,sts_guard,endgame,val
r3r1k1/2q3p1/p2p1p2/3P2p1/n2B2P1/8/P1PQ3P/K2R1R2 b - - 0 1,0.0,-1.71,0.34,0.0,sts_guard,midgame,val
5b1k/r7/Pq5p/2p5/3p3N/R2Q2P1/5PK1/8 w - - 0 1,1.47,2.44,-0.322,1.47,sts_guard,midgame,train
1kr5/3n4/q3p2p/p2n2p1/PppB1P2/5BP1/1P2Q2P/3R2K1 w - - 0 1,0.0,3.05,-0.069,0.0,sts_guard,midgame,train
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - - 0 1,0.0,1.02,1.058,0.0,sts_guard,midgame,train
1r2n1rk/pP2q2p/P2p4/4pQ2/2P2p2/5B1P/3R1P1K/3R4 w - - 0 1,-1.62,3.63,-2.049,-1.62,sts_guard,midgame,train
1r4k1/p1rqbp1p/b1p1p1p1/NpP1P3/3PB3/3Q2P1/P4P1P/3RR1K1 w - - 0 1,0.0,1.49,0.761,0.0,sts_guard,opening,train
1rbqnrk1/6bp/pp3np1/2pPp3/P1P1N3/2N1B3/1P2Q1BP/R4R1K w - - 0 1,0.0,1.35,0.331,0.0,sts_guard,opening,train
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - - 0 1,0.0,1.65,0.136,0.0,sts_guard,midgame,val
2q5/1pb2r1k/p1b3pB/P1Pp3p/3P4/3B1pPP/1R3P1K/2Q5 b - - 0 1,0.54,-0.13,0.699,0.54,sts_guard,midgame,train
2r2rk1/3q3p/p3pbp1/1p1pp3/4P3/2P5/PPN1QPPP/3R1RK1 b - - 0 1,0.0,0.27,0.278,0.0,sts_guard,midgame,train
r2qkb1r/1b1n1ppp/p3pn2/1pp5/3PP3/2NB1N2/PP3PPP/R1BQ1RK1 w kq - 0 1,0.0,0.24,0.771,0.0,sts_guard,opening,train
3Rb3/5ppk/2r1r3/p5Pp/1pN2P1P/1P5q/P4Q2/K2R4 b - - 0 1,0.0,-0.17,2.945,0.0,sts_guard,midgame,train
3r1bkr/2q3pp/1p1Npp2/pPn1P3/5B2/1P6/2P2PPP/R2QR1K1 w - - 0 1,0.0,1.76,2.536,0.0,sts_guard,opening,train
4k3/r2bbprp/3p1p1N/2qBpP2/ppP1P1P1/1P1R3P/P7/1KR1Q3 w - - 0 1,0.0,1.79,0.564,0.0,sts_guard,opening,val
4rrk1/p6p/2q2pp1/1p6/2pP1BQP/5N2/P4PP1/2R3K1 w - - 0 1,0.0,1.6,1.248,0.0,sts_guard,midgame,train
4r3/pp2rk2/2pR1p2/6p1/P3R1Pp/5K2/P1B2P2/8 w - - 3 37,0.0,3.03,0.703,0.0,passer_blowup_guard,endgame,val
5k2/pp2r2Q/2n2q1p/3p2p1/8/BN4P1/P4P1P/4R1K1 b - - 4 33,0.0,7.35,6.369,0.0,passer_control,midgame,val
2k5/2rp4/1pP4p/6p1/5r2/4qN2/2Q1B1RP/5R1K b - - 0 36,0.0,4.34,7.717,0.0,passer_under_fire,midgame,val
6k1/2R5/KN6/P4r2/8/8/8/8 b - - 6 85,0.0,5.31,9.555,0.0,passer_blowup_guard,endgame,train
8/8/pk5p/5R2/1r5p/1P1R1PbK/P7/8 b - - 4 62,0.0,4.77,0.591,0.0,passer_blowup_guard,endgame,train
