fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
3r1k2/1P2np2/Q3b3/3p2pp/3q4/P3N3/4RPPP/5BK1 w - - 1 41,vssf1_win_d8,42,1.915,0.0,2.95,0.32,quiet,0,0,0,0,4.0
4r3/1p2bkp1/3pq2p/8/2P2BPP/rP3P2/6N1/n2Q1K1R b - - 2 25,vssf1_def_t1,32,-3.577,0.72,-4.67,-0.43,quiet,1,0,0,0,-4.77
r3k2r/p4pp1/1qpbpn1p/3p4/3P4/2N1P2P/PP3PP1/R1BQ1RK1 w kq - 2 14,vssf1_win_d8,21,-1.082,0.0,0.15,-0.31,quiet,1,0,0,0,0.21
1nbr4/4ppkp/q5p1/r3n3/3P4/NP2P1PP/Q4PB1/R3K2R b KQ - 2 19,vssf1_def_d8,16,-0.144,0.0,-3.51,-2.05,quiet,1,0,0,0,-5.67
r1b1k1nr/pp1p1p1p/2n3p1/q7/5B2/2N3P1/PP2PPBP/R2QK2R b KQkq - 0 11,vssf1_win_d8,10,1.945,0.0,2.19,0.19,quiet,0,1,0,0,2.95
3r1rk1/1p3pnp/2p1b1p1/p3n3/P1p1N2P/4qBP1/1PQN4/R1BK3R w - - 2 20,vssf1_def_d8,5,-3.821,-3.54,-8.5,-7.32,quiet,2,0,0,0,-3.42
r1bqkb1r/ppp2ppp/3p1n2/3P1n2/8/2N1B2P/PPP2PP1/R2QKBNR w KQkq - 1 8,vssf1_win_d8,0,0.568,0.0,0.65,0.47,quiet,0,0,0,0,0.8
8/p1P1P2P/8/2K2p2/1p4pP/1pp4k/2PpP2P/q7 b - - 0 4,kpd_blendclamp,106,-17.732,0.0,-15.08,0.0,quiet,1,1,0,0,-15.48
8/2r5/3kP3/5K2/8/1B6/8/8 b - - 5 82,sfelo2400_mob,112,-0.152,0.0,-0.2,0.16,ks,1,3,0,0,-0.12
8/1p2k3/r5pp/p1n2P2/P5P1/1PR1P3/4K3/8 w - - 0 40,sfelo2400_mob,101,0.968,0.0,-3.0,0.58,quiet,1,1,0,0,2.28
1b3rk1/7p/R7/4pp2/7N/P7/1P3PPP/4K3 b - - 0 36,vssf1_def_d8,96,4.085,0.0,2.54,0.15,quiet,0,0,0,0,2.62
8/p4pk1/6p1/2P2b2/1P2Q3/2b1PPP1/q7/3R3K w - - 1 32,v3_s2,64,2.204,-1.35,-0.87,-1.47,quiet,1,0,0,0,-1.95
6k1/2p1r1pp/pq2p3/1b3p2/7P/1QP2PP1/8/3BK2R w K - 1 34,vssf1_win_d8,53,-6.556,-3.6,-4.4,-4.81,quiet,2,0,0,0,-3.27
6k1/pr3p2/p5p1/1B4p1/3bP1R1/1r3R2/2P4q/5K2 w - - 0 33,vssf1_def_d8,53,-17.113,-5.73,-14.66,0.0,quiet,2,1,0,0,-9.3
5rk1/pp3pp1/1q1p3p/2pPb3/6r1/PP1RP1P1/4P3/2Q1KN1B w - - 4 27,vssf1_win_d8,37,-4.598,0.0,-5.55,-2.39,quiet,0,0,0,0,-4.75
r3r3/1p2bkp1/3pq2p/8/p1P2BPP/1P3P2/P2Q4/n3NK1R w - - 0 23,vssf1_def_t1,32,-3.297,0.75,-4.03,-0.39,quiet,1,0,0,0,-4.2
r1bq1rk1/1pp2ppp/5P2/p2N4/1bpQ4/8/PPP2PPP/R1B1R1K1 b - - 1 12,vssf1_win_d8,21,-3.602,0.0,2.28,2.33,quiet,0,1,0,0,1.68
1nb5/3rppkp/6p1/r7/1n1P4/NP1qP1PP/1Q3PB1/R1K4R w - - 9 23,vssf1_def_d8,16,-4.674,-3.42,-9.36,-8.85,quiet,2,0,0,0,-6.65
r1bqk1nr/pp1p3p/2n2pp1/8/4NB2/6P1/PP2PPBP/R2QK2R w KQkq - 0 13,vssf1_win_d8,10,3.767,1.62,5.13,3.11,quiet,0,1,0,0,4.52
rnb1r1k1/5p1p/1ppb1qp1/p2p1N2/3P4/3BPN2/PPQB1PPP/2R2RK1 b - - 0 15,vssf1_def_d8,5,2.829,0.0,5.81,1.46,quiet,1,1,0,0,1.6
rnb1k2r/1p3ppp/pq2pn2/3P4/3b4/2NB1Q1P/PPP1N1P1/R1B2K1R b kq - 4 10,vssf1_win_d8,0,0.792,0.0,0.49,-0.46,quiet,1,0,0,0,-0.86
K7/1P1kpp2/P1p5/4p1P1/4pPpP/5P2/1P6/q7 w - - 2 4,kpd_blendclamp,106,-12.43,0.0,-10.95,0.0,quiet,0,1,0,0,-0.28
8/6p1/R6p/P3k2n/3p4/1P6/8/4K3 b - - 0 52,sfelo2400_mob,112,0.707,0.0,1.01,-0.16,quiet,0,1,0,0,4.36
8/7k/p1r5/P2R4/2p1p1p1/2N3P1/5K2/8 w - - 4 72,sfelo2400_mob,101,3.222,0.0,2.87,0.68,quiet,2,0,0,0,4.69
6k1/4R1b1/6rp/5pp1/1R6/1P4PP/5P2/6K1 b - - 0 32,vssf1_def_d8,90,4.34,0.0,3.45,1.07,quiet,0,1,0,0,4.91
R4Rnr/6k1/5b1p/5P1P/2K5/8/8/8 w - - 11 67,v3_s2,85,-1.197,0.0,0.81,1.89,ks,1,4,0,0,0.92
4r1kr/1RR2pp1/6np/8/P2p1P2/6P1/3B2P1/6K1 w - - 2 37,vssf1_win_d8,74,0.369,0.0,1.37,-0.76,quiet,0,1,0,0,4.42
7r/2p1rpk1/Qp1p4/8/2P1n3/1P2PqP1/P4P1R/2R2K2 w - - 1 36,vssf1_def_d8,37,-1.132,0.18,-5.27,-2.95,quiet,2,1,0,0,-99.0
1k2r1n1/ppp4p/1r2pbp1/1P6/2PpQ3/P2P1B1P/R4PP1/5RK1 w - - 0 27,vssf1_win_d8,48,9.932,0.0,8.73,0.0,quiet,0,1,0,0,6.86
r1qr3k/pbp3p1/1p2pn2/8/Q1PPpB1p/6PB/PP2PPKP/3RR3 w - - 0 20,vssf1_win_d8,21,1.766,0.0,2.57,0.03,quiet,2,0,0,0,3.29
2r1kN2/3b1ppr/p4n2/1pqP3p/2p1PB2/2N4P/PPQ2PP1/R4RK1 b - - 0 20,vssf1_def_d8,16,5.985,1.8,8.61,1.36,quiet,1,1,0,0,4.84
r2q1rk1/1p3pbp/2p5/3p4/1PnP2Pp/1QNbPN2/5PB1/2R1K2R w K - 0 24,vssf1_win_d8,10,-0.552,0.0,-3.16,-0.41,quiet,2,0,0,0,-2.07
rnb1k2r/1p3ppp/pq2pn2/3P4/8/2NB1Q1P/PPP2bP1/R1B2KNR b kq - 2 9,vssf1_win_d8,0,-2.26,-2.34,-0.17,-0.97,quiet,2,0,0,0,-0.54
2r2k2/R7/p7/P2K4/2p3p1/4p1P1/4N3/8 w - - 8 78,sfelo2400_mob,101,2.903,0.0,2.44,-0.57,quiet,1,1,0,0,4.28
8/3k4/3P2p1/5p2/3R3P/8/1r1N4/4n2K b - - 9 61,vssf1_def_d8,96,-0.266,0.0,-1.25,0.71,quiet,1,2,0,0,-0.17
R5nr/5k1p/3b1p2/p2p4/7P/1R4P1/5P2/5K2 w - - 0 36,v3_s2,85,-3.771,0.0,-0.82,0.78,quiet,0,1,0,0,0.14
7r/2kr1B2/2p2p2/7p/2N5/3PR3/P4P2/1R4K1 w - - 3 35,vssf1_win_d8,74,10.865,0.0,8.64,0.0,quiet,0,2,0,0,6.22
3r2k1/p4p1p/Ppp5/4b3/1Pb1p2P/4P3/r5P1/1RB3RK b - - 0 34,vssf1_def_d8,69,-10.083,0.0,-8.75,-0.71,quiet,2,0,0,0,-6.98
3r2k1/pp3pp1/2p5/2N2qPp/2n2b1P/P2PpP1R/1P2B3/2K3N1 w - - 2 31,vssf1_win_d8,58,-13.61,-1.47,-9.93,0.0,quiet,2,0,0,0,-6.69
1Rn2kr1/r3np2/R6p/2ppB1p1/8/5N2/4BPPP/6K1 b - - 3 31,vssf1_def_t1,58,2.942,0.0,4.73,0.92,quiet,0,1,0,0,5.02
2r1qrk1/p1p2ppp/1pnp4/5bP1/2P2P1P/2Q1B3/PP3PB1/2R1K1R1 b - - 2 20,vssf1_win_d8,21,-0.522,-1.38,-1.38,-0.65,quiet,0,1,0,0,0.7
r3r1k1/pp1q1pp1/5b1p/P1n2P2/1np2BP1/2p2Q1P/1PP1BP2/R1K3R1 w - - 0 22,vssf1_def_d8,16,-8.791,-3.78,-13.97,-10.26,ks,3,0,0,0,-5.58
r1bq1rk1/p3n2p/1p1pp1p1/8/P1Pb4/3BB2P/1P1Q1PP1/RN2K2R b KQ - 1 15,vssf1_win_d8,10,-0.278,0.0,-0.58,0.54,quiet,1,0,0,0,0.37
r2qk1r1/5p2/2n1pn2/pbNp3p/1b1P2p1/1P1NB1P1/2Q1PPBP/R4RK1 b q - 1 22,vssf1_win_d8,0,0.823,0.0,1.35,0.67,quiet,0,1,0,0,1.51
3Q4/6p1/1p1p2pP/p1P5/P4p1P/P3P2p/p2K1Pk1/8 b - - 0 1,kpd_blendclamp,106,13.633,0.0,11.55,0.0,quiet,1,1,0,0,-1.23
4k3/1p6/1P1p4/3Q4/7q/8/7N/7K b - - 1 57,sfelo2400_mob,80,4.152,0.0,0.82,-2.59,quiet,1,1,0,0,0.24
2r3k1/5p2/1p4p1/2nP4/p7/P1N5/1P5P/4R2K w - - 1 44,vssf1_def_d8,96,0.492,0.0,0.1,-0.03,quiet,0,0,0,0,0.06
3r3r/ppk2pp1/2pRp3/2P1P1Pp/8/NN5b/P3KP2/8 w - - 2 32,vssf1_win_d8,80,-6.243,0.0,-5.39,0.31,ks,1,3,0,0,-3.99
2r1k3/p4r2/2p4p/3n4/2Q2P2/B7/7P/1N2N1K1 w - - 1 29,vssf1_def_d8,64,10.649,1.89,7.29,0.0,quiet,0,1,0,0,5.34
r4rk1/2q2ppp/1p6/1P2b3/2ppP3/5N1P/PQ3PP1/BR4K1 b - - 1 28,vssf1_win_d8,37,-3.274,0.0,-4.16,0.03,quiet,1,0,0,0,-4.92
2k3r1/1p3p1p/3pb1pb/1N2q3/8/P6P/1P2BQP1/3RK2R b K - 4 22,vssf1_def_t1,32,5.9,1.44,5.46,3.17,quiet,2,1,0,0,3.81
1k1r1r2/R1nn4/3pp2p/1Pp1b1p1/2P1N3/4P2P/R2BBPP1/6K1 w - - 5 29,vssf1_win_d8,53,5.264,2.76,4.81,3.15,quiet,2,2,0,0,3.14
r1b5/2q1bkp1/p1p2n1p/1pn1p3/4PP2/P1N1B2P/1PPQ2P1/2KR3R b - - 0 16,vssf1_def_d8,21,-0.704,0.0,-0.5,0.24,quiet,0,0,0,0,-2.26
r2qkb1r/1R1nppp1/p6p/2Pp4/6bP/P1PBPN2/2P1QPP1/2B1K2R b Kkq - 0 13,vssf1_win_d8,10,3.4,0.0,2.14,0.05,quiet,0,1,0,0,0.09
2kr3r/pppbqp2/2n1pn1p/1BN3p1/1P5N/3PBQ2/PP3PPP/R4RK1 b - - 1 16,vssf1_def_d8,5,1.859,1.5,3.14,1.01,quiet,0,1,0,0,1.87
1r1r2k1/3q1pp1/b1nbpn1p/p1pp4/P4B2/1PP1PNPB/1Q1N1P1P/3RK1R1 b - - 2 17,vssf1_win_d8,0,-0.581,0.0,-4.24,-1.45,quiet,1,0,0,0,-2.8
3Q4/8/5p1P/5p2/2pP3K/P1p1p2P/4P1pp/6k1 b - - 0 2,kpd_blendclamp,106,12.514,0.0,8.31,0.0,quiet,2,0,0,0,-6.35
8/p3Q3/pkr5/4P2p/2p5/8/1PK3PP/8 w - - 0 39,sfelo2400_big,96,11.443,0.0,8.04,2.57,quiet,1,1,0,0,6.88
2r5/5pk1/6p1/4P3/5P1P/8/4Q1KP/1q6 w - - 1 51,sfelo2400_mob,74,-6.746,0.0,-6.1,-7.5,quiet,1,1,0,0,-6.14
k3n3/pp6/2p1B3/2P1P2p/N7/1P4P1/n6P/6K1 w - - 0 37,vssf1_def_d8,106,3.657,0.0,2.41,-0.12,quiet,0,0,0,0,3.38
4k1r1/pp1q1p1p/7P/2Qp4/5P2/B7/5K2/6R1 b - - 3 34,v3_s2,58,2.353,1.17,4.89,6.84,quiet,1,1,0,0,6.1
r5k1/1N3pp1/1p5p/4p3/1R2n3/6PP/1pr2P2/5BK1 w - - 0 26,vssf1_win_d8,80,-3.316,0.0,-7.79,-0.38,quiet,2,0,0,0,-6.07
2r5/1bn1kp2/3p1b2/B7/1p4Q1/6P1/PPP2P2/2KR4 b - - 0 24,vssf1_def_d8,64,10.258,2.94,9.68,6.79,quiet,1,2,0,0,4.6
r5k1/2pQ1b2/3bN1p1/P2p1qp1/1P1P3p/2P5/5PPP/4RRK1 b - - 0 27,vssf1_win_d8,37,5.935,-0.72,4.17,-0.0,quiet,2,2,0,0,3.26
4r2k/1B3p2/5n1p/1R3Np1/6P1/1Pb1B2P/b4P2/2KR4 w - - 3 33,vssf1_def_t1,64,9.805,0.0,7.32,0.0,quiet,2,1,0,0,6.48
r5k1/3b1pbp/p2prqp1/Qpp5/2PP2P1/2P1B2P/P2N1P2/K2R2R1 b - - 1 22,vssf1_win_d8,21,-0.456,0.0,-1.45,-0.55,quiet,0,0,0,0,-2.8
5rk1/6pp/p1nprpq1/1p1p1n2/3P2bP/PNP1PBP1/1P2QP2/2K1R2R b - - 0 22,vssf1_def_d8,16,-3.379,0.0,-3.29,-0.69,quiet,0,0,0,0,-3.32
r2q1rk1/5pp1/p2bp2p/2nP4/6bP/P2BPN2/2P1QPP1/1RB2K1R b - - 0 17,vssf1_win_d8,10,1.282,0.0,-0.05,-0.23,quiet,0,1,0,0,-1.2
2q2rk1/1b2b1p1/4pp1p/1Q1nB3/3Pn3/5N1N/1Pr2PPP/R2R2K1 w - - 0 24,vssf1_def_d8,5,-5.381,0.0,-6.62,0.16,quiet,2,0,0,0,-4.53
r1bqk2r/5pp1/1pnbpn1p/p1pp4/P2P4/1PP1BNPB/2Q1PP1P/RN2K2R b KQkq - 0 10,vssf1_win_d8,0,-0.619,0.0,-1.77,-0.33,quiet,0,0,0,0,-1.49
3k4/5Q1P/8/1P2P3/1P6/8/3P2K1/8 w - - 3 16,kpd_blendclamp,106,31.272,0.0,64.29,0.0,quiet,0,1,0,0,99.0
8/p5kp/8/P7/7P/1p3NP1/5K2/1r6 b - - 3 53,sfelo2400_big,112,-4.429,0.0,-5.43,-0.43,quiet,1,0,0,0,-6.04
7n/5k1r/5P2/3N1P2/8/3K4/8/8 w - - 0 99,sfelo2400_mob,106,-4.831,0.0,-2.45,1.62,ks,0,3,0,0,-2.36
6k1/5p1p/6p1/2R5/5P2/2P2r2/1r6/R6K w - - 1 39,vssf1_def_d8,85,-0.811,0.0,-2.41,-3.5,quiet,1,0,0,0,-3.34
1n3b1r/N2k4/1p2p1p1/5p2/3PpP1p/1P4PP/1PPBK3/R7 w - - 0 20,vssf1_win_d8,85,1.368,0.0,1.92,-0.1,quiet,1,1,0,0,1.23
2rk2r1/R2n1ppp/1p3n2/8/3P4/2P2Q2/P4P1P/2B3K1 w - - 1 21,vssf1_def_d8,58,6.879,2.04,4.43,1.13,quiet,0,1,0,0,5.31
4r1k1/3n1pp1/2N1pn1p/3p1b2/3P4/4B1P1/P3PPBP/R5K1 w - - 1 21,vssf1_win_d8,74,1.357,0.0,1.07,-0.3,quiet,0,0,0,0,2.77
5r1k/1B2Np1n/7p/pp1R2p1/6P1/1Pb1B2P/b1P2P2/2KR4 b - - 5 29,vssf1_def_t1,64,10.179,0.0,8.41,-0.23,quiet,2,1,0,0,6.17
r1b3k1/1p3pbp/p1pp1qp1/8/2PPr1P1/1QP1BN1P/P4P2/2KR2R1 w - - 0 18,vssf1_win_d8,21,-0.084,0.0,-0.11,-0.65,quiet,0,0,0,0,-0.75
2b2k1r/1p3pp1/r2bp3/p6p/2Q1B3/PP3N2/5PqP/R1B1K1R1 b Q - 0 19,vssf1_def_d8,16,1.719,-1.17,4.84,1.66,quiet,1,0,0,0,6.21
r3k2r/ppq1bppp/2p1nn2/4N1B1/1P6/P1N4P/2P2PP1/R2RQ1K1 w kq - 4 19,vssf1_win_d8,10,2.646,1.8,2.62,1.69,quiet,0,2,0,0,0.3
1rN1kb1r/2q2pp1/p1np1n1p/1p2p3/4P2P/2PBBN2/PP3PP1/R2QK2R b KQk - 0 13,vssf1_def_d8,5,3.615,0.0,4.14,-0.05,quiet,0,1,0,0,0.88
r1bqk2r/1ppnbppp/p3pn2/3p4/3P4/1P2BNP1/P1P1PPBP/RN1Q1RK1 b kq - 2 7,vssf1_win_d8,0,0.298,0.0,0.17,-0.19,quiet,0,0,0,0,0.22
6Q1/4k3/8/1P2P2P/1P6/6p1/3P1pK1/8 b - - 2 10,kpd_blendclamp,106,27.203,0.0,13.61,0.0,quiet,2,2,0,0,12.64
8/2B5/8/3b1k2/p5p1/P4p2/5K2/8 b - - 41 84,sfelo2400_big,117,-5.647,0.0,-0.97,-1.33,ks,3,1,0,0,-0.14
6B1/8/3k1p2/b2P4/P7/1p1KP1P1/2r5/8 b - - 1 56,sfelo2400_mob,106,-8.47,0.0,-5.88,-4.8,ks,3,2,0,0,-7.72
2n1Qqk1/8/1p5p/3pR1p1/3Pp3/P3P1P1/1PP4P/6K1 w - - 5 33,vssf1_def_d8,69,8.967,0.0,7.88,5.44,quiet,1,1,0,0,8.27
2nr4/p7/3p2pk/p1p4p/2P1B2P/4NPK1/5P2/R7 b - - 6 51,v3_s2,90,2.352,0.0,4.14,0.19,quiet,1,2,0,0,4.56
6k1/p3pp1p/p2r2p1/R2P1nP1/N1r2P2/P6P/P4R1K/8 b - - 8 29,vssf1_win_d8,74,-0.822,0.0,-2.2,-0.5,quiet,1,0,0,0,-2.69
2rk4/RQ1n1pp1/1p1B1n1p/8/3P4/2P5/P4PKP/4r3 w - - 0 25,vssf1_def_d8,58,3.341,1.32,5.11,3.3,quiet,1,2,0,0,8.27
r5k1/1p1n1pp1/4p2p/3p1b2/1P1P3P/2q3P1/1p1NPPB1/3R1RK1 b - - 1 21,vssf1_win_d8,53,-11.603,0.0,-7.55,0.0,quiet,0,0,0,0,-6.72
2kr4/1p2p3/q1p1pnp1/p2p1r2/P1P5/1R2B2P/1Q2PPB1/1R4K1 b - - 1 27,vssf1_def_t1,26,2.678,0.0,4.26,1.1,quiet,1,1,0,0,4.63
1r1r2k1/1b2n1pp/4pp2/1pq1n3/p7/2PPN1Q1/PP2BPPP/4RRK1 w - - 0 24,vssf1_def_d8,16,-4.886,0.0,-3.43,0.17,quiet,1,1,0,0,0.45
6k1/1p1b2bp/rn1p4/p2P2qP/P1N5/1QP2r2/4p1B1/R3RNK1 w - - 0 31,vssf1_win_d8,10,-7.704,-3.06,-9.09,-4.85,ks,3,0,0,0,-4.44
r4rk1/1ppn1pb1/2bq2pp/p2Pp3/2B5/P4N1P/1PQN1PP1/R1B1K2R b KQ - 0 15,v3_s2,5,1.495,0.0,2.65,0.26,quiet,0,0,0,0,1.86
rnb1k2r/1p1pqp2/2p2npp/p3b3/2P1P3/P1N2N1P/1PB2PP1/R1BQR1K1 w kq - 2 14,vssf1_win_d8,0,1.108,0.0,2.68,0.3,quiet,1,1,0,0,5.32
7R/3k4/2p2P2/3p4/3b4/8/8/5K2 w - - 2 66,sfelo2400_big,112,0.614,0.0,1.64,1.39,quiet,1,2,0,0,3.51
8/6k1/5p2/p2q2p1/P5R1/3P4/3BK3/8 w - - 4 43,sfelo2400_mob,90,-6.738,0.0,-3.24,-1.61,quiet,1,0,0,0,-4.36
r5k1/7p/n5p1/p3Np2/1pR2P2/4K1P1/PP5P/8 b - - 0 28,vssf1_def_d8,96,0.537,0.0,1.05,-0.36,quiet,1,1,0,0,2.18
2n5/p4k2/3pr1p1/p1pN3p/2P1B3/5P2/R4PKP/8 b - - 9 47,v3_s2,90,2.773,0.0,2.96,0.52,quiet,0,2,0,0,4.59
6k1/p3pp1p/p2r2p1/R2P1nP1/N1r2P2/P6P/P4RK1/8 w - - 7 29,vssf1_win_d8,74,-0.758,0.0,-1.8,-0.66,quiet,1,0,0,0,-2.53
1r2k1n1/pb1p1p2/npp1p3/2P1P3/6P1/1P3QP1/P3NPK1/7R b - - 0 24,vssf1_def_d8,64,6.332,0.0,6.94,0.4,quiet,0,1,0,0,5.32
r1q3k1/1p1n1pp1/4p2p/3p1b2/1P1P3P/2P2NP1/1p2PPB1/R4RK1 w - - 0 20,vssf1_win_d8,53,-10.535,0.0,-9.92,-0.4,quiet,0,0,0,0,-5.71
r1qr2k1/pp3pp1/8/4b1Pp/4Q2P/P1N5/Rn3P2/5K1R w - - 0 26,vssf1_def_t1,26,0.691,0.0,-6.63,-0.51,quiet,0,1,0,0,-5.01
2kr2r1/pp5p/2pbpp2/3n4/3P2nP/P2B1NP1/1P3P2/R1BK1R2 b - - 1 22,vssf1_win_d8,53,0.11,0.0,-1.2,-0.55,quiet,0,0,0,0,-0.31
2kr3r/pR2b1pp/2npp3/2B1p3/q3P3/2Q2N1P/P1PN1PP1/1R4K1 b - - 0 17,vssf1_def_d8,16,3.905,2.16,8.84,4.74,quiet,0,2,0,0,4.72
2r1kb1r/pp1bpp1p/3p1p2/q2n4/8/P1N2NP1/1PQ1PP1P/R3KB1R w KQk - 1 12,vssf1_win_d8,10,-1.815,0.0,-2.14,-0.12,quiet,0,0,0,0,-2.56
r3k2r/pp3pp1/4pn2/3pqbN1/5P2/1QN5/PP2B1Kb/R1B2R2 b kq - 0 17,v3_s2,5,-3.776,-2.61,-1.52,-3.21,ks,3,1,0,0,2.42
rnb1k2r/ppq1ppbp/3p2p1/2pP3n/P1B2B2/4PP1P/1PP3P1/RN1QK1NR w KQkq - 1 9,vssf1_win_d8,0,0.615,0.0,-0.9,-0.25,quiet,0,0,0,0,-0.96
1Q6/8/1pp2pP1/3p3P/kp1PPpP1/8/5P2/4K3 b - - 0 2,kpd_blendclamp,106,23.798,0.0,13.34,0.0,quiet,0,0,0,0,6.79
1n6/5p1k/4pB1P/3pP2K/3P4/2P5/8/8 b - - 36 87,sfelo2400_big,117,4.826,0.0,1.64,-1.02,ks,2,3,0,0,0.16
8/5ppk/7p/p7/P3RB1P/3P4/4K3/q7 b - - 0 36,sfelo2400_mob,90,-5.083,0.0,-3.24,-3.69,quiet,1,1,0,0,-3.92
6k1/bp4p1/p6p/5P2/1P5P/P1B5/4Kn1R/6r1 w - - 0 28,v3_s2,90,-4.349,0.0,-3.28,-1.68,ks,3,1,0,0,-4.4
1r4k1/2p2qp1/7r/p3RpN1/7p/1P2Q2P/P4PP1/4R1K1 b - - 2 38,vssf1_def_d8,37,6.592,0.0,7.0,1.25,quiet,0,1,0,0,6.58
1k6/1p1qrp2/P2r1np1/1QR4p/2PPp3/4P2P/4NPP1/R5K1 b - - 2 33,vssf1_win_d8,32,7.499,3.42,4.38,1.81,ks,0,3,0,0,5.54
1n1kr3/r3nQ1p/pR6/3B2p1/5Pq1/8/PP4PP/4R1K1 b - - 0 22,vssf1_def_t1,26,5.697,5.34,7.87,8.86,quiet,1,2,0,0,0.71
2r3k1/1p1q1pb1/pB3rp1/2P1p2p/1P1pP3/6Pb/P3BP2/1Q1R2KR b - - 1 29,vssf1_win_d8,21,-2.726,-2.52,-2.31,-1.3,quiet,2,0,0,0,-2.69
r2q2k1/3n1ppp/bp2pn2/3p4/PQ1P1P2/1P1N3P/2r1PPB1/3RK1R1 b - - 4 23,vssf1_def_d8,16,-3.79,0.0,-5.43,-1.11,quiet,1,1,0,0,-5.82
r2qk2r/3b1ppp/p1nRpn2/1p6/2p1P3/2N1QN1P/PP2BPP1/2K4R b kq - 0 13,vssf1_win_d8,10,0.171,0.0,-0.41,-0.86,quiet,0,1,0,0,-1.1
1n3k1r/rb2bp2/p3p2p/q1p1P3/1pP1NP2/2N1BQ2/PP2B3/3RK2R w K - 0 20,v3_s2,5,4.438,0.0,5.32,0.59,quiet,0,0,0,0,4.34
rnb1kb1r/ppq1pp1p/3p1np1/2pP4/P1B2B2/4P2P/1PP2PP1/RN1QK1NR b KQkq - 0 7,vssf1_win_d8,0,0.948,0.0,0.64,0.54,quiet,0,0,0,0,0.22
8/2P1kppP/2P5/p1p2P2/1P2p3/1Kp5/1P1Pp3/q7 w - - 0 3,kpd_blendclamp,106,-17.783,0.0,-12.45,0.0,ks,4,3,0,0,-6.77
6k1/7p/8/6r1/5p2/3R4/8/4K3 b - - 0 48,sfelo2400_big,106,-3.467,0.0,-1.06,-0.39,quiet,0,0,0,0,-0.04
3Q4/p7/2k5/2p3p1/P4q1p/8/5N2/5K2 w - - 8 52,sfelo2400_mob,80,-2.656,0.0,-1.92,-1.09,quiet,1,2,0,0,0.0
8/p2n1kpp/1r2p3/2pp4/6P1/PP1R2BP/5PK1/8 w - - 6 32,vssf1_def_d8,96,-1.664,0.0,-1.5,0.32,quiet,0,0,0,0,-2.1
6k1/6p1/8/4r1qp/6P1/1P6/1P1N1P1P/R1K3R1 b - - 0 28,v3_s2,69,-1.371,0.0,-1.5,-3.08,quiet,1,0,0,0,-5.85
1r2kn2/2b5/8/3RpN1p/1p6/6PP/1PPBK3/8 w - - 2 36,vssf1_win_d8,85,2.161,0.0,3.11,1.06,quiet,0,2,0,0,2.84
r5k1/ppp3pp/8/2Pb1pB1/3p3P/P2q4/1P3P2/R2NR1K1 b - - 2 22,vssf1_def_d8,58,-8.923,-2.49,-5.79,-1.79,quiet,2,0,0,0,-11.0
r3k2r/1p2bppp/p2q4/3P4/1p6/1P1Q1N2/P4PPP/R3R1K1 w kq - 1 18,vssf1_win_d8,32,2.229,0.0,1.95,0.61,quiet,1,1,0,0,3.56
1r3k2/pp2pp2/5n2/P2P4/1QP1BPq1/R3Pn2/1P5r/1KB5 w - - 4 36,vssf1_def_t1,32,-2.367,0.87,-4.27,0.21,quiet,1,1,0,0,-3.49
rn1kr3/1pp3qp/p7/1n1pPp2/5P2/1P6/PB1NQ1PP/R3R1K1 w - - 0 21,vssf1_win_d8,21,1.389,0.0,3.18,0.2,quiet,1,0,0,0,3.58
r1b1kb1r/1p2pp1p/n1p3p1/p4q2/P2P1P2/2P2N2/1P1N1P1P/R2QKB1R w KQkq - 2 11,vssf1_win_d8,10,-0.847,0.0,-0.16,-0.58,quiet,0,0,0,0,-0.96
1rb2Nk1/6bp/p1Bp4/1ppPn2n/4PpPq/PPN5/2QB1PP1/4RRK1 b - - 0 23,v3_s2,10,5.907,-1.26,3.08,-2.32,quiet,1,1,0,0,-99.0
r2qkbnr/1b1n1ppp/1p2p3/p1p1N3/3PN3/1P1B4/P1P2PPP/R1BQ1RK1 b kq - 1 10,vssf1_win_d8,0,0.053,0.0,2.05,1.04,quiet,0,1,0,0,2.01
8/5P2/8/7Q/1P2K3/5P1p/5k2/8 b - - 0 36,kpd_blendclamp,106,24.287,0.0,13.87,0.0,quiet,1,2,0,0,99.0
8/8/8/5k2/7r/7p/5p1K/1R6 w - - 14 77,sfelo2400_big,106,-6.013,0.0,-2.08,0.54,ks,3,0,0,0,0.0
2k3r1/3nR1p1/8/2p1p1N1/P3P2P/2K2PP1/1PP5/8 w - - 1 40,vssf1_def_d8,96,9.267,0.0,7.06,-0.14,quiet,2,1,0,0,6.13
k7/5Bp1/3q3p/ppQ5/8/1R3PP1/4P1KP/3r4 w - - 3 37,v3_s2,58,3.15,0.0,6.68,5.43,quiet,2,1,0,0,9.36
6k1/5q1p/4p1p1/1p4Q1/b1r2P2/7P/3R2P1/R6K b - - 4 37,vssf1_win_d8,48,2.161,2.04,2.58,3.39,quiet,0,0,0,0,2.6
r5k1/ppp2bpp/8/5pB1/2Pp3P/P2P4/1P2qP2/R2N1RK1 b - c3 0 20,vssf1_def_d8,58,-6.716,-1.62,-5.63,-2.51,quiet,1,0,0,0,-6.39
