fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
rn2k2r/pbqp1ppp/2pbpn2/1p2P3/2PP4/PPN2N2/4KPPP/R1BQ1B1R b kq - 0 10,vssf1_win_d8,0,-0.372,0.0,2.62,-0.48,quiet,0,0,0,0,3.97
3R4/5ppk/8/p2Pp2p/2P5/P1K5/6PP/8 b - - 0 36,cm_s0,117,12.494,0.0,10.1,-1.13,quiet,2,1,0,0,7.72
6K1/p4P2/3p4/P2q4/ppp3PP/7P/p3k1P1/5q2 w - - 1 7,kpd_blendclamp,85,-39.688,0.0,-25.82,0.0,quiet,2,1,0,0,-99.0
8/6pk/1B5p/n3R3/8/8/1Pb2PK1/8 b - - 0 47,lmr_e3_g_s0,101,4.089,0.0,2.5,-0.28,quiet,0,0,0,0,3.25
6k1/5p1p/3rr1p1/BB2p3/P3R3/2P5/2P3PP/6K1 b - - 0 34,ksfull_base,85,4.786,0.0,2.57,-0.06,quiet,0,0,0,0,3.72
6k1/6n1/1P6/3r1p1p/7P/3r3B/8/4RQ1K b - - 0 82,sb_off_s0,64,8.013,0.0,7.35,0.06,quiet,0,0,0,0,5.49
8/4pk2/p1r2pR1/Qn6/4P3/1p1r1P1P/4N3/2B1K3 w - - 0 42,night_base_s2,58,12.489,1.89,9.23,0.0,quiet,1,1,0,0,3.95
3bk1r1/pq5n/1p1BPp2/6pp/1N5P/PP4Q1/5PP1/4R1K1 b - - 1 28,vssf1_def_d8,42,7.191,3.6,5.19,4.2,quiet,1,2,0,0,4.39
2r1kbnr/1p1q2pp/p3Np2/4p3/4P3/1Q2B3/PP3PPP/R3K2R b KQk - 3 15,vssf1_def_d8,21,1.573,0.54,1.5,0.79,quiet,1,1,0,0,1.9
r2k3r/p1nb1p1p/q4bp1/P1B5/8/6PP/2R2P1K/1N1QR3 w - - 2 26,iir_s1,16,-3.723,1.71,0.5,4.02,ks,1,3,0,0,1.69
r1b1k2r/1p2qppp/p2p1nn1/8/2PN1P2/6P1/PP4BP/R1BQ1RK1 w kq - 1 14,vssf1_win_d8,10,1.673,0.0,6.45,3.58,quiet,0,0,0,0,4.61
r2qk2r/1p1Nbppp/p1n2n2/3p4/Q2P1B2/2NB4/PP3PPP/R3K2R b KQkq - 0 12,cm_s1,5,3.028,0.0,4.23,0.49,quiet,0,1,0,0,0.03
1r1q1rk1/1bnnb1pp/3pp3/B4p1P/2PN4/P2BPN2/2Q2PP1/1R2K2R b K - 0 20,vssf1_win_d8,0,2.212,0.0,0.84,0.33,quiet,0,0,0,0,1.67
8/8/4Q3/P6k/6p1/2K5/6P1/8 w - - 0 78,cm_s0,106,23.609,0.0,13.23,0.0,quiet,0,1,0,0,7.91
1q6/8/K1p3P1/2pq3P/3p3P/8/8/3k4 b - - 5 13,kpd_blendclamp,85,-35.786,0.0,-24.13,0.0,quiet,2,0,0,0,-99.0
4k3/8/p5p1/P2PB2p/1bN4P/6P1/r7/2K5 w - - 10 64,lmr_e3_g_s0,101,0.559,0.0,-1.69,-0.55,quiet,2,0,0,0,-2.98
4r1k1/5p1p/1r1p1Bp1/p3p3/P1B1RP2/2P5/2P3PP/6K1 w - - 1 31,ksfull_base,85,4.36,0.0,1.97,0.34,quiet,0,2,0,0,3.72
3r4/P4pkp/8/1PQnqp2/4p2P/4P1PB/5P2/3R2K1 w - - 1 46,sb_off_s0,53,7.747,1.8,5.06,-0.12,quiet,0,1,0,0,6.2
8/3rbbkp/5p2/4B1p1/2q1P3/5P1P/6P1/2R1Q2K b - - 0 63,night_base_s2,48,-3.305,0.0,-3.81,0.67,quiet,0,1,0,0,-3.33
4r1k1/2pn3p/q1p2pp1/P2p4/3r4/5QNP/6P1/1RB2R1K b - - 0 31,night_pin,26,-0.727,0.0,0.98,0.65,quiet,0,0,0,0,2.16
2r1kbnr/1p1q2pp/p3Np2/4p3/4P3/1Q6/PP3PPP/R1B1K2R w KQk - 2 15,vssf1_def_d8,21,0.644,0.54,0.62,0.57,quiet,1,1,0,0,1.76
5rk1/2q1bp1p/1p2b1p1/p1rp2Pn/P2Q3P/1PPBPN2/2R2P2/3K2R1 w - - 7 26,iir_s1,16,-1.823,1.14,-4.21,-0.44,quiet,0,1,0,0,-4.32
r1bqk2r/1pppbppp/p1n5/3Q4/2P5/6P1/PP2PPBP/R1B1K1NR b KQkq - 0 9,vssf1_win_d8,10,0.394,0.0,0.57,0.24,quiet,0,1,0,0,-0.16
r4r1k/2q1bp2/B1p1pn1p/p1n1N2P/4pP2/PP6/1BQN4/2KR2R1 b - - 0 21,cm_s1,5,-0.84,0.81,2.0,0.37,quiet,0,1,0,0,3.51
1r1q1rk1/1bnnb1pp/2ppp3/p4p1P/2PP4/P2BPN2/2QBNPP1/1R2K2R b K - 4 18,vssf1_win_d8,0,1.483,0.0,0.92,0.4,quiet,0,0,0,0,1.64
8/2Bk4/8/5K2/8/8/6P1/8 b - - 4 74,cm_s0,122,6.914,0.0,3.41,0.11,quiet,1,2,0,0,5.86
4Q3/k2p2P1/p2Pp3/3PP3/K3Pp2/2p5/5P2/7q w - - 0 5,kpd_blendclamp,85,1.041,0.0,4.19,1.92,quiet,1,1,0,0,99.0
4QQ2/6Kp/3p1Ppp/2pP4/1pP2p2/1q6/3k4/8 w - - 0 5,kpd_base,64,8.863,1.65,8.65,0.0,quiet,1,1,0,0,7.96
4R3/R7/1np2pk1/8/7r/PP3pKP/2P2P2/8 b - - 1 33,lmr_e3_g_s0,90,7.791,0.0,6.52,0.35,quiet,2,1,0,0,5.16
7r/1q3p2/4p3/1BP2p2/N6P/P1K2k2/3R4/8 w - - 4 48,ksfull_base,74,-6.076,0.0,-2.95,4.47,quiet,0,2,0,0,-2.93
r5k1/4np1p/4q3/p4p2/P3p2P/2Q1P1PB/1P3P2/3R2K1 w - - 6 33,sb_off_s0,53,2.97,1.47,1.88,0.84,quiet,0,1,0,0,3.77
1Q6/3r1bk1/4q2p/4Ppb1/8/2B4P/6P1/R6K b - - 1 71,night_base_s2,48,-3.357,0.0,-3.4,1.06,quiet,0,2,0,0,-3.93
r6r/1pp4p/p3k1p1/5q2/1bPP4/5N2/PP3BPP/R2K3R w - - 2 19,vssf1_def_d8,48,-10.67,-3.06,-7.39,0.0,ks,2,3,0,0,-4.98
2r4k/5rp1/2q1bp1p/1N2B3/P3P3/6Q1/2P3PP/4RRK1 b - - 0 33,night_pin,26,5.025,0.0,4.31,-0.21,quiet,0,1,0,0,2.09
2kr1b2/pp1n1p2/2p1pn2/q5p1/3Pp1P1/1QP1P1B1/PP1N1PB1/2K4R b - - 0 16,vssf1_def_d8,32,2.345,1.62,0.92,0.4,quiet,0,2,0,0,1.67
3r1bk1/2q2p1p/1p4p1/p3r1Pn/P1P4P/3BP2b/2QN1P2/3RK1R1 b - - 12 37,iir_s1,16,-4.104,0.0,-5.42,-1.48,quiet,1,0,0,0,-5.52
rnb1k2r/1p2qppp/p2p1n2/2p5/2Pp4/4PNP1/PP3PBP/R1BQ1RK1 b kq - 0 10,vssf1_smoke_d8,10,-0.476,0.0,0.05,-0.17,quiet,0,0,0,0,0.24
r1b2rk1/pp1pb1pp/1qp1p3/4Pp1P/3n4/P1N2N1P/1P1BBP2/RQ2K2R b KQ - 1 16,cm_s1,5,0.759,0.0,0.71,0.27,quiet,1,0,0,0,1.66
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/1P2PN2/PB3PPP/RN1QKB1R b KQkq - 0 7,vssf1_win_d8,0,0.507,0.0,1.53,0.17,quiet,0,0,0,0,0.89
8/8/7p/4kP2/3p2KP/8/4B3/8 b - - 1 81,cm_s0,122,7.568,0.0,2.93,0.26,quiet,2,2,0,0,5.61
2Q5/1P3p2/2P1pP2/2p1P3/P4P1P/Kpk3pp/8/4q3 b - - 0 5,kpd_base,85,-3.652,0.0,1.52,-6.41,ks,3,1,0,0,-99.0
3K4/2Ppp3/1q1p2p1/Q5P1/1P2p3/P1k5/6q1/8 b - - 1 10,kpd_base,64,-14.382,0.06,-13.98,0.0,quiet,1,2,0,0,-2.91
Q7/2B4k/4R3/2P3p1/7p/7P/6K1/4R3 b - - 0 43,lmr_e3_g_s0,80,39.515,0.0,28.53,0.0,quiet,1,2,0,0,99.0
Q7/2r2ppk/1p6/7P/1P6/P3P3/1q2NP1P/5K1R b - - 0 34,ksfull_base,58,12.451,2.34,6.76,1.37,quiet,1,2,0,0,4.28
8/8/1p1P1pp1/2b2k2/1pp2P2/4P2r/r1PRK1R1/4N3 b - - 0 47,sb_off_s0,74,0.111,0.0,-0.57,0.56,ks,3,3,0,0,-3.63
r6r/1pp4p/p3k1p1/2P5/1b1P3B/5N2/PP4qP/R1K3R1 b - - 1 22,vssf1_def_d8,48,-7.665,0.99,-8.24,0.0,ks,2,4,0,0,-5.54
1r3rk1/pp2pp1p/1q3np1/2p1Q3/2P5/3P1B1P/P1PB1K2/R3R3 b - - 4 26,night_pin,26,2.26,0.0,3.73,-0.03,quiet,0,0,0,0,4.52
rnb1nk1r/pp6/3p3p/1P3p2/Q1PpN2q/P4PpP/3PP1B1/R4RK1 w - - 1 19,iir_s1,16,-6.609,-1.8,-3.86,-0.61,quiet,1,0,0,0,-2.6
1rb1k2r/4npb1/p2qp1p1/p1p4p/P1NpP3/1Q1P1NP1/1PP2PBP/R4RK1 b k - 1 16,vssf1_def_t1,10,0.315,0.0,2.39,1.15,quiet,0,0,0,0,-0.58
r1bqk2r/1pb2ppp/p1p1pn2/P7/3PP3/1Qn2NP1/1P3PBP/R1B2RK1 w kq - 0 14,cm_s1,5,-2.152,0.0,-2.31,-0.48,quiet,0,0,0,0,1.16
r1bqk2r/pp3ppp/2nbp3/1B1n4/3B4/1P2PN2/P2N1PPP/2RQK2R b Kkq - 4 11,vssf1_win_d8,0,1.04,0.0,1.34,0.25,quiet,0,0,0,0,0.38
8/8/8/4R3/3k4/8/8/5K2 w - - 33 105,cm_s0,117,9.735,0.0,53.41,0.0,quiet,0,1,0,0,3.46
8/1p1P3P/1Pp3k1/2P5/p1q4p/5pp1/1KP5/6q1 w - - 0 7,kpd_base,85,-45.257,0.0,-26.88,0.0,ks,3,0,0,0,-99.0
b3r3/K2R4/P1p1Bp2/2P3p1/4P1P1/5k2/8/8 w - - 1 61,lmr_e3_g_s0,96,3.546,0.0,3.29,0.73,quiet,2,1,0,0,5.44
1b2k3/1P2n3/1R5p/2Qrp1p1/6P1/3PP3/5P2/5K2 w - - 3 41,ksfull_base,74,11.516,0.0,9.2,1.6,quiet,0,1,0,0,6.58
4r1k1/p4pb1/2Q5/P5pp/5P2/qP1N2BP/2PK4/8 b - - 7 33,sb_off_s0,58,-6.071,-2.64,-3.48,-3.64,ks,3,0,0,0,-4.19
3rn3/4k1bp/1p3p2/2pPn1p1/4P1P1/5P1P/1P1BBK2/3R4 b - - 3 29,night_base_s2,80,-2.843,0.0,-2.65,0.11,quiet,1,1,0,0,-3.33
r7/5k1p/1p2p2Q/1Pqppp1P/P1n5/2P2Pr1/R3P3/1N2K2R w - - 0 30,vssf1_def_d8,32,-0.369,-1.26,-1.06,1.1,quiet,2,2,0,0,-3.9
1r3rk1/pp1n1p1p/5qp1/2p1p3/2P5/3PQB1P/P1PB1K2/3RR3 b - - 1 29,night_pin,26,-0.468,-2.13,1.49,-1.9,quiet,1,0,0,0,3.68
r3r1k1/1p5p/6p1/p1bp3q/2n2B2/4PP2/PPB2QK1/2RR4 w - - 8 27,vssf1_def_d8,21,-4.506,-2.16,-1.23,-0.85,quiet,1,0,0,0,-0.32
r1bq4/p1p2kpp/5n2/bp1Pr3/8/2NP2PP/PP2P1B1/n1BK3R b - - 0 18,iir_s1,37,-20.952,0.0,-20.13,0.0,quiet,2,1,0,0,-7.74
3q1rk1/4ppb1/p2p2pp/4nb2/1rP1N2P/2N2BP1/Q3PP2/2B1K2R w K - 1 21,vssf1_def_t1,16,-2.83,0.0,-3.96,-0.03,quiet,0,0,0,0,-4.21
r1b1kb1r/pp2nppp/2n1p3/3q4/2NpQ3/5N2/PPPB1PPP/2KR1B1R b kq - 2 9,vssf1_win_d8,0,-9.642,0.0,-1.17,-0.19,quiet,0,0,0,0,-1.22
8/8/1r5p/8/7K/8/8/3k4 w - - 6 89,cm_s0,117,-11.4,0.0,-54.55,0.0,quiet,1,0,0,0,-5.83
8/8/1p3Q2/3p4/P5pp/3Q2p1/K1P3P1/4k3 w - - 1 6,kpd_base,85,34.769,0.0,22.88,0.0,quiet,0,2,0,0,99.0
b4r2/K2R1p2/2p1p3/P1P3p1/4P1P1/4kP2/4B3/8 w - - 3 57,lmr_e3_g_s0,96,4.448,0.0,3.46,3.76,ks,2,3,0,0,3.76
r1k4r/2p3bp/2p5/6R1/8/7P/PPP2PP1/1K1R4 b - - 5 22,ksfull_base,80,-0.802,0.0,-0.41,0.5,quiet,2,1,0,0,-0.96
r1b5/1p1k2n1/1P1Np3/2R5/p2P3p/K2B4/6PP/8 w - - 8 37,sb_off_s0,85,2.031,0.0,3.74,4.81,ks,2,3,0,0,3.18
r4k1r/1N1R3p/6p1/p4p2/Pn2p3/2b3P1/4PPBP/1R4K1 b - - 2 22,vssf1_def_d8,64,-0.851,0.0,0.69,0.54,quiet,0,1,0,0,0.83
4r1k1/pp3ppp/6q1/2np4/8/P1KNnN2/6PP/R1R2Q2 w - - 7 25,night_pin,32,-8.542,-5.01,-6.51,-11.59,ks,4,0,0,0,-4.45
3k3r/Q3bp2/1p1p1npp/3Pp3/2q5/P4NPB/1Pr1PP1P/3R1RK1 b - - 0 20,vssf1_def_d8,21,5.123,5.19,3.08,3.68,quiet,0,2,0,0,4.5
r3k2r/pp3p1p/2b1pp2/q2n4/1b1Q4/2N1PN2/PP1R1PPP/4KB1R w Kkq - 7 15,vssf1_def_t1,10,-0.065,0.0,0.43,0.55,quiet,0,0,0,0,-2.11
1r1q1rk1/1p1bbppp/p7/2pnp3/2PnP3/P2PB2P/4NPP1/1RQ1KB1R w K - 0 14,cm_s1,5,-1.284,0.0,-8.46,-2.74,quiet,1,0,0,0,-2.25
r3kb1r/pp1bn1pp/2n1pp2/3q4/2NpQ3/3B1N2/PPPB1PPP/1K1R3R b kq - 1 11,vssf1_win_d8,0,0.203,0.0,0.29,0.7,quiet,0,0,0,0,-1.63
1Q6/p6k/1P4pP/p5P1/p2P4/1P4K1/5P2/q6q b - - 2 4,kpd_base,64,-11.49,0.06,-9.6,0.0,ks,1,3,0,0,-99.0
r3b3/4Rp1k/8/3P1P1K/4P3/8/7P/6r1 b - - 0 66,lmr_e3_g_s0,90,-8.872,0.0,-7.51,0.0,ks,3,2,0,0,-99.0
r1kb3r/2p4p/2p5/5R2/5P2/7P/PPP3P1/1K1R4 b - - 0 24,ksfull_base,80,-0.125,0.0,-0.37,0.61,quiet,1,1,0,0,-0.77
6k1/5pp1/Q3p2p/2q1P3/1p1N3P/2n3P1/5P2/2R2K1b w - - 0 36,sb_off_s0,58,-0.678,0.0,-0.04,-1.25,quiet,2,0,0,0,-0.05
4r1k1/6p1/p2rqp1p/1p1p4/1P1R3P/P5P1/1B3QB1/6K1 w - - 1 27,night_base_s2,42,0.032,0.0,0.0,-1.9,quiet,0,0,0,0,1.73
5rk1/pp3ppp/1q4b1/6P1/3P4/7r/PP1N2QP/2RK2R1 b - - 1 21,vssf1_def_d8,32,-2.542,-2.52,-2.86,-2.97,quiet,1,0,0,0,-6.05
r2r4/1p2k1p1/p3n3/1qbB3p/4P2P/4P3/PPQ3P1/3R1R1K b - - 3 22,night_pin,26,2.503,3.0,0.44,2.59,quiet,0,2,0,0,0.37
3bk2r/2q2p2/1p1P1npp/2r5/1Q2p3/P5PB/1P2PP1P/3RNRK1 b - - 0 25,vssf1_def_d8,21,5.728,2.52,7.16,3.72,quiet,0,2,0,0,2.71
2kr1b1r/pp2ppp1/1npP2p1/6n1/3PN3/1R1Q1N2/q1P2PPP/1R4K1 w - - 0 19,iir_s1,16,-1.005,1.08,-0.31,2.73,quiet,1,1,0,0,3.81
r3k2r/pp1b1p1p/4pp2/q1b5/1nQ5/2N1PN2/PP3PPP/3RKB1R b Kkq - 2 12,vssf1_def_t1,10,0.519,0.0,-0.15,-0.08,quiet,0,1,0,0,-0.84
2rq1b1r/pp3k2/2n1b3/2Pp3p/5Pn1/P1PQB1PB/4P2P/RN2K2R w KQ - 0 18,cm_s1,5,1.19,2.79,-3.07,0.2,quiet,1,1,0,0,-0.26
r1bqkb1r/pp2nppp/2n1p3/3P4/3p4/N2Q1N2/PPPB1PPP/R3KB1R b KQkq - 0 7,vssf1_win_d8,0,-0.28,0.0,-0.36,0.08,quiet,0,0,0,0,-1.14
8/3k4/1p6/1r6/8/5K2/8/8 w - - 0 81,cm_s0,117,-11.513,0.0,-54.41,0.0,quiet,0,0,0,0,-5.96
8/2p3p1/4p1p1/P3P3/KPp1P1P1/2P5/p2kq2Q/8 w - - 2 5,kpd_base,85,1.306,0.0,-3.6,1.17,quiet,1,1,0,0,-6.97
1q6/6p1/P7/1PQ1PP2/K3P3/6P1/3qk3/8 b - - 8 16,kpd_base,64,2.705,0.51,-3.23,-1.2,quiet,2,1,0,0,-6.32
4r1k1/R7/8/8/PB5p/6p1/2r5/5K2 w - - 2 65,lmr_e3_g_s0,90,-4.979,0.0,-4.8,-5.23,ks,3,2,0,0,-5.5
1r6/7k/pq1N1Rp1/2p4p/P2p4/3P3P/2P3P1/5nK1 w - - 1 37,ksfull_base,74,-14.187,0.0,-11.85,0.0,quiet,1,1,0,0,-4.84
3k1b1r/1Q2nppp/8/1P6/8/6Pb/2R2K2/3q4 w - - 0 32,night_base_s2,48,-18.825,-1.08,-13.53,0.0,quiet,2,2,0,0,-5.42
4r2k/6r1/2n1bQ1B/8/4p2p/4N3/PP3PPP/3R2K1 b - - 6 35,vssf1_def_d8,53,12.802,2.43,9.74,0.0,quiet,1,2,0,0,8.7
r2r4/1p2k1p1/p3n3/1qbB3p/Q3P2P/4P3/PP4P1/3R1R1K w - - 2 22,night_pin,26,1.826,3.0,-0.42,2.48,quiet,0,2,0,0,0.08
r2q1rk1/p2bp1bp/1p1p2p1/3P1p2/3N3P/4Q1P1/PP2PPB1/3RK2R b K - 0 17,vssf1_def_d8,21,0.559,0.0,-0.31,0.43,quiet,0,0,0,0,0.72
3kr3/1q1b2Q1/p1p1p1B1/n2r4/1p3B1p/1P5P/P2RN2K/5R2 w - - 12 39,iir_s1,16,7.53,1.62,8.9,5.17,ks,1,3,0,0,6.32
r4rk1/pp2pp1p/1q1p2pb/n1pP4/4P1b1/P1N1PN2/1PPQB1PP/1R1R2K1 w - - 3 14,vssf1_def_t1,10,-0.336,0.0,0.58,-0.21,quiet,0,0,0,0,-0.16
2bqk3/1pp2pp1/r1n1pb2/p4n2/2PPN3/P3PNP1/1PQB2B1/2KR3r w - - 0 16,cm_s1,10,-0.267,0.0,-2.85,0.29,quiet,1,0,0,0,3.41
r1bq1rk1/pp4pp/2n1pp2/2bn3P/3p4/N2Q1N2/PPPB1PP1/2KR1B1R w - - 0 11,vssf1_win_d8,0,-0.99,0.0,-1.4,0.42,quiet,0,1,0,0,-1.95
8/5k2/5pp1/p7/8/1Pp5/2P1K1P1/4N3 b - - 1 53,cm_s0,122,4.449,0.0,2.27,-0.38,quiet,1,0,0,0,4.22
8/p7/PP4Q1/4P1p1/KpP5/6p1/p3Q1P1/k7 w - - 5 11,kpd_base,85,38.184,0.0,26.42,0.0,quiet,1,2,0,0,99.0
3r4/Q2nk3/4pp1p/2p3p1/2p5/P7/2K2P1P/3R4 w - - 0 30,lmr_e3_g_s0,80,7.638,0.0,7.39,2.48,quiet,1,2,0,0,6.32
Q7/5pkp/6p1/8/3n1P2/8/PP1r2PP/4rBK1 b - - 0 31,ksfull_base,74,3.794,0.0,-0.9,-2.11,quiet,2,1,0,0,-2.7
1r6/4r1k1/p1p3p1/PpKb1pP1/1P3P1R/4p3/2P3B1/4R3 w - - 1 42,sb_off_s0,74,-2.912,0.0,-1.45,-0.63,ks,5,2,0,0,0.0
5r2/3kn3/p1r1p1p1/1b2P3/5P1P/R1P3P1/2K4R/6B1 b - - 5 35,night_base_s2,69,-2.46,0.0,-2.06,-0.34,quiet,2,1,0,0,-3.3
rn2k3/8/2pqp3/pp1pNp2/3P2n1/P1PNP2p/1P3P1P/R5QK b q - 1 23,vssf1_def_d8,42,0.015,0.0,2.11,0.56,quiet,2,1,0,0,3.28
2q1r3/1p2b2Q/2n2kp1/r7/p1PN4/p2P2P1/1B3P1P/R5K1 w - - 0 26,night_pin,32,0.611,3.24,-3.39,5.37,quiet,0,2,0,0,0.0
r1bk1b1r/1p1npp1p/p7/5p2/4N3/8/PPP2PPP/2KR1BNR w - - 0 11,vssf1_def_d8,53,0.012,0.0,0.44,0.81,quiet,0,1,0,0,-0.59
r2q1rk1/4bppn/p7/1p6/5Pb1/1PN3P1/P2PN2P/R2QKR2 b Q - 2 19,iir_s1,16,-5.095,-1.26,-5.42,-0.84,quiet,2,0,0,0,-6.19
5rk1/3bppb1/p2p2p1/3P3p/4P3/1n2PB1P/q1r1NNP1/1R1RQ1K1 w - - 0 27,vssf1_def_t1,10,-1.696,0.0,-1.87,0.04,quiet,0,0,0,0,-2.79
r3k2r/pb1nppbp/1qn3p1/1N1p2N1/Q7/6P1/PP1PPPBP/R1B2RK1 b kq - 6 12,vssf1_win_d8,0,0.671,0.0,1.38,0.52,quiet,1,1,0,0,-1.42
8/p2k2p1/4p2p/1PK1Pp1P/8/4B1P1/8/8 w - - 3 66,cm_s0,122,5.398,0.0,4.19,0.2,ks,3,3,0,0,6.17
6Q1/7P/6P1/3pP3/Ppp5/2Pq4/1K1P4/6kq b - - 0 5,kpd_base,64,-7.777,-1.65,-8.93,0.0,ks,3,0,0,0,-99.0
2r5/N6p/5kp1/2n5/8/P4pP1/5P1P/4KR2 b - - 0 31,lmr_e3_g_s0,96,0.952,0.0,-1.19,-3.77,quiet,1,0,0,0,-2.81
Q7/5ppk/4n1b1/4P2p/8/3r1PPP/2p1q3/4R1K1 w - - 0 52,sb_off_s0,53,-2.14,-2.46,-8.72,0.0,quiet,1,1,0,0,-6.83
r7/pp1k1N1p/2n2p2/1bP5/8/1B2P3/PP4PP/R1B3K1 b - - 3 22,night_base_s2,80,8.778,0.0,5.96,1.01,ks,1,3,0,0,4.84
r3r1k1/p4p1p/1p1b1n2/2pp3P/3P1p2/P1P1PPp1/1P2N1P1/R3KN1R w KQ - 0 22,vssf1_def_d8,64,1.25,0.0,-0.82,-0.31,quiet,1,0,0,0,1.33
4r2b/3r2k1/b1Np3p/2pP4/Pn5B/1P2pP1P/6P1/1R1R3K b - - 3 40,night_pin,58,-2.779,0.0,-3.94,0.67,quiet,0,1,0,0,-5.1
r4k1r/1pN1pp1p/p4p2/8/1P2Pbn1/5N2/q1P2PPP/3RKB1R w K - 0 17,vssf1_def_d8,37,-4.602,0.0,-8.62,0.0,quiet,2,1,0,0,-4.06
2r1r3/pp1n1kpp/q7/3Pb3/N3p3/PP2Pb1P/1B1Q1P2/R3KR2 b Q - 4 20,iir_s1,16,-6.776,-1.98,-9.2,-3.53,quiet,2,1,0,0,-5.78
r2b1k1r/1pqn1p2/2pp1N1p/p2P4/2PB1Q2/P4b2/1PB2PP1/R3R1K1 b - - 0 23,vssf1_def_t1,10,11.363,4.14,18.17,15.31,quiet,1,2,0,0,5.45
r1b1k2r/ppp2pbp/6p1/3Pq2n/3nP1P1/2N1B2P/PPP5/R2QKB1R w KQkq - 0 12,cm_s1,5,-2.846,-1.26,-2.48,-1.67,quiet,1,0,0,0,-0.59
r2qk2r/pb1nppbp/2n3p1/1N1p4/Q7/5NP1/PP1PPPBP/R1B1K2R w KQkq - 3 11,vssf1_win_d8,0,0.627,0.0,-0.15,0.0,quiet,0,0,0,0,1.17
4R3/8/3k4/8/8/8/8/6K1 w - - 55 129,cm_s0,117,9.695,0.0,53.27,0.0,quiet,0,1,0,0,2.68
r5r1/p2k1p1p/P1p5/1p6/1n1Pp2p/3pP3/3K1P1P/R4R2 b - - 3 25,ksfull_base,80,-9.226,0.0,-7.39,0.0,ks,3,0,0,0,-7.36
5k1r/1p4pp/3b1n2/p6P/P7/5Q2/5PK1/1q2r3 w - - 1 33,sb_off_s0,53,-32.208,-3.6,-21.4,0.0,quiet,2,0,0,0,-99.0
4kb1r/r3pp2/2p3p1/4R2p/p2P4/P1P3n1/1P1p2K1/R2Q4 w k - 0 30,night_base_s2,53,2.992,0.0,0.22,-0.49,quiet,1,1,0,0,3.23
3r1rk1/pp2p2p/4p1p1/2p5/1P3nP1/P3Q3/q4N2/2R2R1K b - - 0 33,vssf1_def_d8,32,-5.701,0.0,-5.53,-2.39,quiet,1,0,0,0,-5.12
r2k2n1/ppp3pr/2P2pNp/1B2pQ2/8/8/3q1bPP/R4R1K w - - 0 20,vssf1_def_d8,21,2.832,2.85,4.77,6.37,ks,1,3,0,0,11.02
1r4k1/pp1n1rpp/5q2/3Pb3/N3p3/PP2Pb1P/1B1Q1P2/2R1K1R1 w - - 19 28,iir_s1,16,-6.007,-1.44,-6.03,-2.12,quiet,1,1,0,0,-4.8
r3k2r/ppp2ppp/2n1b3/2b1p1N1/3qP3/3P4/PP1BBPPP/R2QK2R w KQkq - 7 11,vssf1_def_t1,10,-1.395,0.0,-1.79,-2.5,quiet,1,1,0,0,-0.35
r1bqkb1r/1p6/p3p1pp/n1pnP3/P3Q3/R1P5/1P3PPP/1NB1KB1R w Kkq - 0 13,cm_s1,5,-2.967,0.0,-1.1,1.44,quiet,0,0,0,0,-2.22
rn2k2r/1bq1bp2/pp1ppnpp/8/2PP4/PPNB1N2/3B1PPP/R2QR1K1 w kq - 3 13,vssf1_win_d8,0,1.274,0.0,2.19,0.34,quiet,0,0,0,0,1.82
8/1K2pp2/8/1kp1Q1P1/5P1P/8/1P4p1/5q2 w - - 0 15,kpd_base,85,-0.834,0.0,-5.22,-1.55,quiet,1,2,0,0,-5.02
8/R7/8/2p2p1p/p2b4/5KPP/k2N4/4r3 b - - 6 45,lmr_e3_g_s0,96,-5.659,0.0,-3.61,-2.09,ks,4,1,0,0,-4.19
1r3kr1/4pb1p/P5p1/Q4pP1/3p4/3N3P/5K2/8 w - - 18 55,ksfull_base,74,0.194,0.0,0.22,-0.34,quiet,1,0,0,0,2.54
2q2k2/Q4pp1/n1B1p2p/p2p4/2p5/2N3P1/P4P1P/1R4K1 b - - 0 34,sb_off_s0,58,3.418,0.0,7.25,0.0,quiet,0,2,0,0,5.09
1bR2rk1/r5pp/1q1p4/1P2p3/6P1/B7/4QP1P/6K1 w - - 0 29,night_base_s2,42,-6.922,0.0,-4.62,2.04,quiet,2,1,0,0,-4.19
r1br4/1p1nkp1p/1p1Rp1p1/1B6/4P3/2N5/PP3PPP/3R2K1 b - - 6 17,vssf1_def_d8,64,3.274,0.87,2.06,1.45,ks,0,3,0,0,3.66
1rb1k2r/p2n1pR1/2pQp2p/1p5q/2P2B1P/P7/1P3P2/2KR4 w k - 0 21,night_pin,26,-3.431,1.35,-0.23,2.92,quiet,1,2,0,0,4.63
r4rk1/1bq5/p3p3/1p1p1pN1/1P6/P1P1P1b1/1BB3p1/2RK3Q w - - 0 28,vssf1_def_d8,26,-3.205,1.35,-5.14,1.29,quiet,1,2,0,0,-2.74
r2q1rk1/1p4pp/p7/2p2b2/1n2pQ2/7P/PPPNNPB1/R2K3R w - - 0 18,iir_s1,16,0.015,-1.68,0.16,-0.86,quiet,2,0,0,0,1.64
r3k2r/ppp2ppp/2n1b3/2b1p1N1/4P3/3P4/Pq1BBPPP/R2Q1RK1 w kq - 0 12,vssf1_def_t1,10,-1.497,0.0,0.37,-0.18,quiet,1,1,0,0,-0.64
