family,seed,game,our_color,result,peak_ply,peak_eval,peak_move,drop_ply,drop_eval,swing,decision_fen,drop_fen,src_dir,in_check,kring_pressure,mat_swing,ks_class
base,3,54,white,0-1,75,10007,g4f6,81,0,10007,8/3K2kp/8/1P6/4N1N1/p3PP2/Pr4PP/8 w - - 1 38,7k/3K3p/8/1P6/5N2/p1N1PP2/2r3PP/8 b - - 5 41,base_s3,0,0,1,positional
base,3,58,white,1/2-1/2,69,4303,c2d3,73,-857,5160,r1b5/5q1k/6pp/3Pb3/1B2Pp2/1Q1p3P/2P1B1PR/1K1R4 w - - 0 35,1Qb5/q6k/6pp/3Pb3/4Pp2/B2P3P/4B1PR/1K1R4 b - - 0 37,base_s3,0,1,-6,positional
base,3,60,white,0-1,31,3609,f1d3,33,331,3278,r3r3/1bq2pkN/p2bpn2/2pp4/Pn6/2N1P3/1PP2PP1/R1BQKB1R w KQ - 1 16,r3r3/1bq2pkN/p2bpn2/2pp4/P7/2NQP3/1PP2PP1/R1B1K2R b KQ - 0 17,base_s3,0,0,0,positional
base,3,63,black,1-0,74,4748,d1b3,92,-415,5163,4rk2/1p1r4/5Bpp/p1p2p2/PnP1p3/4K1PP/8/R2bNBR1 b - - 5 37,5k2/1R4R1/2nrr2p/p1p2p1b/P1P1pK2/2B4P/6N1/5B2 w - - 1 47,base_s3,0,3,1,ks_attack
base,3,65,black,1-0,62,3415,c4a4,68,-16096,19511,4r1k1/5pp1/2p1b2p/p2pR2N/2r4q/3QR2P/2P2PP1/6K1 b - - 5 31,4rk2/5ppQ/2p1b2p/p2pR2N/3q4/6RP/2P2PPK/r7 w - - 12 35,base_s3,0,3,0,ks_attack
base,3,66,white,1/2-1/2,37,7293,h5g6,75,-719,8012,rn1q2r1/pp2pp1k/2p1bbpP/3p3P/PPnP1B1N/2NBP3/2PQ1P2/R3K2R w KQ - 3 19,6r1/3n3k/3q3P/6p1/3R3Q/2B1P3/b1P2P2/4K3 b - - 1 38,base_s3,0,0,1,positional
base,3,68,white,0-1,21,2061,f3g5,25,0,2061,r1b1k1r1/1p2ppbp/p1p2np1/q1P5/3Q4/2N1PN1P/PPPB1PP1/R3K2R w KQq - 4 11,r1b1k1r1/1p2ppb1/p1p2npp/1qP3N1/3Q4/2N1P2P/PPPB1PP1/R3K2R b KQq - 3 13,base_s3,0,1,0,positional
base,3,75,black,1-0,20,2002,d4f2,24,45,1957,r1b1k1nr/pp2pp1p/1q1p2p1/3N4/2Pb4/6P1/PP3PBP/R1BQK2R b KQkq - 1 10,r1b1k1nr/pp2pp1p/3p2p1/2qN4/2Pb4/6P1/PP2Q1BP/R1B2K1R w kq - 4 13,base_s3,0,2,-1,ks_attack
base,3,80,white,1/2-1/2,45,3360,a1a3,55,-1440,4800,r3kr2/1bpq1p1p/p4Q2/b1n1P3/P1B5/2P1PN2/3B1P2/R3KR2 w Qq - 1 23,3rkr2/2p2p1p/p4Q2/b1nqP1N1/P7/2P1P3/3B1P2/3RK1R1 b - - 7 28,base_s3,0,1,0,positional
base,3,82,white,0-1,33,2838,c4e5,87,275,2563,2rq1rk1/3nbpp1/pp2pn1p/8/2NB4/PP1BPQ2/5PPP/R2R2K1 w - - 3 17,6k1/5p2/1p2p1p1/p1br3p/P1Q2P2/1P2PR2/3r2P1/6K1 b - - 9 44,base_s3,0,1,0,positional
base,3,85,black,1-0,54,3660,e5f4,60,-4497,8157,4kb2/1b3p2/3p4/q1p1p3/2P1nN1Q/4rP2/2N1B1P1/B4K1R b - - 5 27,2b1kb2/5p2/3p4/2p5/q1P1Pp1Q/8/2N1K1P1/B1R5 w - - 3 31,base_s3,0,1,2,positional
base,3,87,black,1-0,18,2097,f6g4,26,445,1652,r1b1k2r/ppqp1ppp/2nb1n2/8/3Pp1N1/1P6/PBP1BPPP/RN1QK2R b KQkq - 3 9,1rb1r1k1/pp1p1ppp/2nb4/q7/3Pp3/1P4P1/PBP1BP1P/RN1Q1RK1 w - - 3 14,base_s3,0,0,0,positional
base,3,88,white,1/2-1/2,181,5974,e7h4,219,5974,0,2k5/K3B2n/1P1P3P/8/8/8/8/7b w - - 1 91,2k5/K6n/1P1P3P/3b4/8/8/3B4/8 b - - 40 110,base_s3,0,2,0,ks_attack
base,3,89,black,1-0,118,4500,d4c4,134,409,4091,Q4nk1/8/1p5p/5pp1/3q4/6R1/6K1/4N3 b - - 1 59,3R1nk1/5q2/7p/6p1/3N1p2/1p6/4Q3/5K2 w - - 0 68,base_s3,0,1,0,positional
base,3,91,black,1-0,28,2562,b6a5,40,226,2336,r3k2r/pp2bppp/1qnp1n2/5bN1/2Ppp3/PP4P1/1RQ1PPBP/1NB1R1K1 b kq - 3 14,r2b1rk1/pp2qpp1/2np3p/5b2/1PPPnB2/P5P1/1R3PBP/1N1QR1K1 w - - 1 21,base_s3,0,0,-1,positional
base,3,94,white,1/2-1/2,83,6699,g7g8,103,386,6313,k2r4/6R1/5N1p/8/4P3/1P6/PKP3P1/7r w - - 1 42,kr6/4P3/8/8/P5N1/1P5p/1KP5/8 b - - 4 52,base_s3,0,1,1,positional
base,3,98,white,1/2-1/2,217,15577,d6c6,259,15577,0,1k6/8/3K4/2BN4/8/8/8/8 w - - 45 109,8/1k2N3/8/1K6/8/8/7B/8 b - - 88 130,base_s3,0,1,0,positional
base,3,100,white,0-1,95,3491,b3b4,97,0,3491,2b5/5kpQ/r4b1p/2p1q3/4P1P1/PP1R3P/8/3R3K w - - 1 48,2b5/5kpQ/r4b1p/3Rq3/1p2P1P1/P6P/8/3R3K b - - 1 49,base_s3,0,1,1,positional
base,3,102,white,0-1,59,7465,f1e2,83,435,7030,6k1/5pp1/3N1n1p/3Pp3/1Q2P3/5P2/2P3PP/q4K2 w - - 3 30,6k1/q5p1/7p/2PPQ3/4P3/5P2/4n1P1/7K b - - 0 42,base_s3,0,1,2,positional
base,3,104,white,1/2-1/2,95,8093,c4h4,159,5987,2106,5k2/2r5/1b1NBpp1/8/1PR4p/5P2/5PK1/8 w - - 0 48,8/1Pb5/6k1/1B3p2/5P2/6K1/5P2/8 b - - 40 80,base_s3,0,2,1,ks_attack
base,3,105,black,1-0,46,2059,g4g3,48,-347,2406,r3k2r/3qpp2/pp3n1b/n2p3p/P2P1Np1/BP1QPP2/4B2K/2RN1R2 b kq - 1 23,r3k2r/3qpp2/pp3n2/n2p3p/P2P1b2/BP1QPPK1/4B3/2RN1R2 w kq - 0 25,base_s3,0,1,-2,positional
base,3,109,black,1-0,46,5809,e6f5,70,-269,6078,r4rk1/pp3ppp/4p3/2p2P2/1q2N1Pb/1n2PQ2/R2P2KP/1N5R b - - 0 23,4r2k/1p4pp/5p2/p1p2P2/1q2N2P/4QK2/4N3/3R4 w - - 0 36,base_s3,0,0,4,material
base,3,111,black,1/2-1/2,124,6733,b4d6,192,0,6733,3R4/8/8/3k1p2/1b1p4/p2K4/8/8 b - - 1 62,4R3/8/8/8/8/pK6/1b3p2/5k2 w - - 24 97,base_s3,0,1,1,positional
base,3,121,black,1-0,82,3578,d5d3,98,-627,4205,8/1k3p2/2n2P2/1p1q2R1/p6P/6P1/5P2/B4RK1 b - - 1 41,8/8/1k3PR1/1p6/pq6/6P1/5P2/4R1K1 w - - 2 50,base_s3,0,0,0,positional
base,3,122,white,0-1,57,2883,a7b6,59,-1713,4596,4r3/Q4pk1/1p1n1qp1/3Pp2p/8/P6P/BPr2PP1/R2R2K1 w - - 1 29,1r6/Q4pk1/3n1qp1/3Pp2p/8/P6P/BPr2PP1/R2R2K1 b - - 2 30,base_s3,0,2,-1,ks_attack
base,3,123,black,1-0,44,3379,g5g4,48,-924,4303,r3k1nr/1bq2p2/3pp2p/4P1pP/1pp5/2bP1NP1/2QB1PB1/1R4KR b kq - 0 22,3rk1nr/1bq2p2/3Pp2p/7P/1p4p1/2bQ1NP1/3B1PB1/1R4KR w k - 1 25,base_s3,0,1,1,positional
base,3,125,black,1-0,28,2156,f7f6,58,305,1851,rn3rk1/ppq1bpp1/2p4p/3pNb2/P2P1P2/7P/1PP1NRPK/R1BQ4 b - - 0 14,2r1r2k/2qn4/2p2p2/p1bp2pN/P2Pb3/1P5P/4R1P1/2BQ1R1K w - - 0 30,base_s3,0,1,-3,positional
base,3,127,black,1/2-1/2,46,5824,g3f4,52,0,5824,4r1k1/pQ3ppN/2n1p1P1/3p4/3P4/2P3q1/1P5r/2KR3R b - - 0 23,1r4k1/p4qpN/2n1p3/3p4/3P4/2P5/1Q6/1K1R3R w - - 0 27,base_s3,0,2,4,ks_and_material
base,3,128,white,0-1,25,3186,c2g6,39,22,3164,r1bqk2r/pp1n2b1/2p1p1p1/7p/3P3P/2N1PN2/PPQ2PP1/3RK2R w Kkq - 0 13,5rkr/pp2q3/1np4b/6Np/3PN1bP/3QP3/PP3PP1/2R2K1R b - - 10 20,base_s3,0,2,-2,ks_attack
base,3,129,black,1-0,56,5961,a7b7,60,-511,6472,1n2k2r/rPbb2R1/4pp2/3p3p/p2Bp3/4P3/PP2BP1q/2KQ1R2 b k - 1 28,1n2k2r/1rbb2R1/4pB2/2qp3p/p3p3/4P3/PP2BP2/2KQ3R w k - 1 31,base_s3,0,2,0,ks_attack
base,3,130,white,0-1,55,3631,c2b2,61,382,3249,2b5/2qnp1kp/1p3bp1/2p1p3/2P2nB1/rN5P/P1QB1P2/3RR1K1 w - - 0 28,2b5/2qnp1k1/1p3bp1/2p5/2P2pP1/QN6/P4P2/3RR1K1 b - - 0 31,base_s3,0,0,-3,positional
base,3,132,white,1/2-1/2,31,3242,f3g5,33,-4203,7445,r1bqr2k/1ppn2p1/1n5p/pP2p3/1B1Pp2P/1Q3NP1/P3PPB1/1R2K2R w K - 0 16,r1b1r2k/1ppn2p1/1n5p/pP2p1q1/1B1Pp2P/1Q4P1/P3PPB1/1R3K1R b - - 1 17,base_s3,0,0,3,material
base,3,133,black,1-0,58,5041,a4c5,66,-6341,11382,2k1r2r/q1pb1pp1/3b3p/8/n7/3PPQP1/5PBP/1RR3K1 b - - 0 29,2k4r/q1pb1pp1/n6p/8/1b1P1Q2/4r1P1/5P1P/R1R2BK1 w - - 0 34,base_s3,0,2,-1,ks_attack
base,3,134,white,0-1,21,2049,g2f3,23,-1216,3265,r2qkb1r/3nppp1/pp3n1p/2p5/Q1P5/B1NBPb2/P2P1PPP/1R2K2R w Kkq - 0 11,r2qkb1r/3nppp1/p4n1p/1pp5/2P5/BQNBPP2/P2P1P1P/1R2K2R b Kkq - 1 12,base_s3,0,0,-3,positional
base,3,136,white,0-1,47,4823,d5e4,65,0,4823,5r1r/2k3b1/p1n4p/1pPB2pP/2n1p1P1/P3P3/5P2/1RB1K1NR w K - 0 24,5r2/2k5/p1n4p/1pP3pP/2n3P1/P3PPb1/2r1B2N/1RB2K1R b - - 0 33,base_s3,0,2,-1,ks_attack
base,3,137,black,1-0,50,2668,g7e5,52,-377,3045,r3kr2/1pqbp1b1/3p2Pp/p2P4/2P3n1/P1NBB1QP/1P4PN/2R3K1 b q - 4 25,r3kr2/1pq1p3/3p2Pp/pb1Pb3/2P3n1/P2BB1QP/1P4PN/2R3K1 w q - 0 27,base_s3,0,1,-3,positional
base,3,139,black,1-0,46,5854,g4f2,60,397,5457,3r2k1/N3p2p/1p1pqppb/2r5/PPP2Pn1/2Q3Pb/1B2BR1P/3RK3 b - - 0 23,3r2k1/N1P1p2p/1p1p1p2/7q/P1P2p2/2Q3K1/1B5P/8 w - - 0 31,base_s3,0,0,-1,positional
base,3,140,white,1/2-1/2,89,3262,d1f1,97,0,3262,2r3k1/1p2qp2/6p1/pP6/P2P3p/3QP1bP/6P1/3R2KR w - - 2 45,2Q3k1/1p3p2/6p1/pP1P4/Pr2q2p/4P1bP/6P1/2R3KR b - - 6 49,base_s3,0,2,0,ks_attack
base,3,148,white,0-1,41,2354,f1d1,51,110,2244,4r1k1/1p2qpbp/2p1rnp1/p3B3/2P2PP1/PP1bPB1P/1Q6/RN3RK1 w - - 1 21,6k1/Qp1nqpbp/2p3p1/8/2P2PP1/PP1brB1P/3N4/2RR2K1 b - - 5 26,base_s3,0,1,-2,positional
base,3,149,black,1-0,76,4629,b1c1,78,237,4392,6rk/2p1Pp1p/1p1p1P2/3R4/1PP5/5QPp/5R1K/rq6 b - - 2 38,4r2k/2p1Pp1p/1p1p1P2/3R4/1PP5/5QPp/4R2K/r1q5 w - - 5 40,base_s3,0,1,0,positional
base,3,151,black,1-0,92,4191,f8c5,96,371,3820,5b1k/2R5/2P5/4p2p/2B1b1n1/6PK/8/8 b - - 3 46,7k/3R4/2P1B3/2b1p2p/8/5bPK/5n2/8 w - - 8 49,base_s3,0,2,0,ks_attack
base,3,152,white,0-1,87,5075,g4g6,97,-968,6043,2r1n1k1/8/4p1p1/8/3P1NQ1/7P/5P1K/2q5 w - - 0 44,2r1n3/7Q/3k4/3P4/3q4/3N3P/5P1K/8 b - - 6 49,base_s3,0,0,-2,positional
base,3,153,black,1-0,36,4390,e6d5,60,-368,4758,1r3rk1/pp3pbp/1q1pbnp1/1Nn3N1/2P5/P3B2P/1P3PP1/2RQ1RK1 b - - 1 18,1r1r2k1/5pb1/1pPq2pp/8/8/P6P/3BQPK1/2R1R3 w - - 0 31,base_s3,0,0,3,material
base,3,154,white,1/2-1/2,61,4734,c1b1,79,-625,5359,1rq5/p7/1p1b2k1/4p1pn/2PpP3/P2P1PP1/1P5Q/2R2RK1 w - - 1 31,8/p3b1k1/1p4rq/4p2n/1PPpP3/P2P1PPQ/1R6/5RK1 b - - 2 40,base_s3,0,0,-1,positional
base,3,156,white,0-1,21,2100,d3d4,33,-15877,17977,r1bq1b1r/1p2kp1p/3p1np1/nNp1p3/Q1P5/P2PPN2/5PPP/R1B1KB1R w KQ - 1 11,r4b1r/1p2kp1p/2n3p1/qNp1pb2/2P1n3/P2QPN2/1B3PPP/R2K1B1R b - - 9 17,base_s3,0,2,0,ks_attack
base,3,157,black,1-0,60,7150,d7g4,62,-4075,11225,5rk1/1Q1b4/5pp1/3Pp2p/3qP1BP/2rP2P1/R4PK1/5R2 b - - 0 30,5rk1/RQ6/5pp1/3Pp2p/3qP2P/2rP1bP1/5PK1/5R2 w - - 2 32,base_s3,0,1,-3,positional
base,3,158,white,1/2-1/2,37,2166,e2g4,39,189,1977,b2q1rk1/4bppp/4n3/1N2B3/1pP4P/3P4/1P2QPP1/4KB1R w K - 1 19,b2q1rk1/5ppp/4nb2/1N2B2Q/1pP4P/3P4/1P3PP1/4KB1R b K - 4 20,base_s3,0,0,0,positional
base,3,159,black,1/2-1/2,86,6885,e7d7,88,0,6885,6k1/R1b1q1p1/5p1p/2p1pP1Q/2P5/2r3P1/5PKP/8 b - - 1 43,6k1/2q3p1/5p1p/2p1pP1Q/2P5/2r3P1/5PKP/8 w - - 0 45,base_s3,0,1,-2,positional
base,3,160,white,0-1,63,2414,e4c5,73,488,1926,4br1k/1p1q2p1/2r1pp1p/p2n4/Pn1PN2B/1B5Q/1P3PPP/3RR1K1 w - - 2 32,2q2r1k/5bp1/1pr2p1p/p2np3/Pn1PN3/1B3QB1/1P3PPP/3RR1K1 b - - 1 37,base_s3,0,0,0,positional
base,3,167,black,1-0,26,2451,e5c4,38,0,2451,r3k2r/pp2pp1p/1q1p3b/2pPnb2/1P6/P1N3P1/2P1NPBP/1R1QK2R b Kkq - 0 13,r3k1r1/pp3p1p/3p4/2qPpb1Q/8/PRN3P1/2Pn1PBP/4K2R w Kq - 0 20,base_s3,0,1,0,positional
base,3,168,white,0-1,29,3621,d1f3,33,-2715,6336,r6r/1p1qbkp1/p1n1Nn1p/2pp4/8/2PP2P1/PP3P1P/RNBQR1K1 w - - 2 15,r3rb2/1p1q1kp1/p1n1Nn1p/2pp4/5B2/2PP1QP1/PP3P1P/RN2RK2 b - - 7 17,base_s3,0,0,0,positional
base,3,169,black,1-0,36,2545,d4d3,44,472,2073,2kr3r/1p1bb2p/1qn1pn2/p2p4/1P1p1P1N/P5PB/3N3P/R1BQ1RK1 b - - 0 18,2k3rr/1p1bb2p/1qn1pn2/3p4/5P1N/B2p2PB/3N3P/R2Q1R1K w - - 2 23,base_s3,0,0,-1,positional
base,3,171,black,1-0,84,6517,b7b5,92,0,6517,2k5/pp4B1/n7/2p4P/2p3p1/r5P1/6K1/3R4 b - - 0 42,2kr4/p1n3BP/8/1pp5/2p3p1/6P1/8/4R1K1 w - - 1 47,base_s3,0,0,0,positional
base,3,174,white,0-1,19,4982,b4c3,45,0,4982,rnbq1r2/ppp1n1pp/6k1/1N1p4/1Q2P3/8/PP3PPP/R1B1K1NR w KQ - 0 10,8/pp4pk/n1pRb1np/8/4Q3/P3BP1q/1P3P1P/R6K b - - 0 23,base_s3,0,1,-4,positional
base,3,176,white,0-1,25,3133,e5f7,27,-57,3190,rn2k1nr/ppq2p2/2pb3p/3pNQ2/3P1p2/7P/PPP2PP1/RN3RK1 w kq - 0 13,rnQ1k1nr/pp3q2/2pb3p/3p4/3P1p2/7P/PPP2PP1/RN3RK1 b kq - 1 14,base_s3,0,0,2,positional
base,3,182,white,1/2-1/2,53,5044,e3h6,67,0,5044,2q1n1k1/1b1n2b1/p5Qp/2pp4/7P/1PP1BN2/P2N1PP1/6K1 w - - 1 27,6k1/1b2q1b1/p4n2/2p1N3/3n1B1P/1P1Q4/P2N1PP1/6K1 b - - 1 34,base_s3,0,1,-1,positional
base,3,186,white,0-1,105,4803,b6b5,113,0,4803,8/6p1/1R6/2p3pk/2PpPn2/5P1r/5K2/B3N3 w - - 5 53,8/6p1/8/1Rp3pk/2P1Pn2/2Bp1P2/8/3rNK2 b - - 1 57,base_s3,0,3,0,ks_attack
base,3,190,white,0-1,37,6197,g6g3,61,305,5892,1r2qb1r/3np3/3k1nQ1/p2P3p/4p2N/4P3/PP1B1PPP/R3K2R w KQ - 1 19,6q1/3n3r/1k3nN1/2r1p2p/8/P2QPP2/7P/3RK2R b K - 6 31,base_s3,0,0,1,positional
base,3,193,black,1-0,78,4408,e4e3,82,0,4408,2qr2k1/5p2/R2P1Qp1/7p/2P1p3/B5PP/P1R3K1/1r4b1 b - - 4 39,2qr2k1/5p2/3P1Qp1/R6p/2P5/B3p1PP/P4bK1/2r5 w - - 0 42,base_s3,0,1,-5,positional
base,3,194,white,0-1,75,5681,e5g3,77,0,5681,8/4pk1q/2p2n2/3pQ1Pr/3P4/P1P1P3/5P1P/R5K1 w - - 1 38,8/4pk1q/2p5/3p2Pr/3PnQ2/P1P1P3/5P1P/R5K1 b - - 4 39,base_s3,0,2,0,ks_attack
base,3,197,black,1-0,44,3209,c8g4,58,130,3079,1nqr2k1/5p1p/6p1/p3b3/P1p5/2P3P1/4NPK1/R3QR2 b - - 2 22,6k1/5p1p/4q1p1/p3b3/P1p1Q3/2Pn1PP1/4N1K1/1R6 w - - 4 30,base_s3,0,0,0,positional
base,3,198,white,0-1,29,5387,b1d2,35,474,4913,r6r/ppp1k1p1/1q5p/2b1P3/Q3p1P1/2P5/PP4PP/RN2K1NR w KQ - 3 15,r4r2/ppp1k1p1/1q5p/4P3/Q3p1P1/2P2N2/PP4PP/R4KR1 b - - 2 18,base_s3,0,1,0,positional
deking,1,3,black,1/2-1/2,82,3088,h3h2,88,-549,3637,5k2/pp2pp2/5r2/R7/3q4/1P4Np/4QP2/6K1 b - - 4 41,5k2/pp3p2/4p3/7R/3q1r2/1P6/4QPK1/7N w - - 1 45,deking_s1,0,0,1,positional
deking,1,5,black,1-0,50,2519,d7e6,62,453,2066,2kr1b1r/pp1b2p1/5p2/2pnP2p/2N4P/P4NP1/5PB1/R1R3K1 b - - 1 25,3r1b1r/pk6/1p3p2/P1pn3p/b1N4P/5NP1/1R3PB1/2R3K1 w - - 0 32,deking_s1,0,3,0,ks_attack
deking,1,19,black,1-0,70,7997,e3f1,70,7997,0,r1b1kn1Q/1p2pp2/3p2P1/p7/1q2P3/4n3/4NPB1/5RK1 b q - 0 35,r1b1kn1Q/1p2pp2/3p2P1/p7/1q2P3/8/4NPB1/5nK1 w q - 0 36,deking_s1,0,2,-5,ks_attack
deking,1,20,white,0-1,57,2451,a1a2,59,463,1988,1rr3k1/q4pbp/3B2p1/8/bP2P1nN/P2p2P1/3R2BP/Q3R2K w - - 0 29,1r4k1/q4pbp/3B2p1/8/bP2P1nN/P2p2P1/Q1R3BP/4R2K b - - 0 30,deking_s1,0,2,-5,ks_attack
deking,1,21,black,1-0,54,3192,g7f6,60,-2214,5406,r4rk1/p2qppb1/1p1p2p1/2pPnP2/2P4N/P3P3/1PQBR3/R6K b - - 3 27,r1r3k1/p2qpp2/1p1p1b2/2pPnP2/2P1P1pN/P7/1PQB3R/6RK w - - 0 31,deking_s1,0,0,0,positional
deking,1,24,white,0-1,51,12743,f4g5,67,-74,12817,r4r2/1bq1b1k1/2n1P3/3p2pQ/1pp2PB1/6P1/PP1NN2P/R1B2RK1 w - - 4 26,4N3/1bq3k1/6P1/2b1n2r/1ppp2B1/5NP1/PP2N2P/R1B4K b - - 0 34,deking_s1,0,1,6,material
deking,1,27,black,1-0,24,4596,d3d2,58,483,4113,r2qkb1r/pp3ppp/2n2n2/2P1p3/Q7/P1NpPP2/1B3P1P/R3KB1R b KQkq - 0 12,3n2k1/p4p2/2q2npp/2b1p3/8/PBQ1PP2/1B3P1P/2KN4 w - - 0 30,deking_s1,0,1,1,positional
deking,1,30,white,1/2-1/2,109,4218,f1f6,133,318,3900,8/8/2k2p2/2Pp4/8/2RKP3/rr6/5R2 w - - 4 55,8/2k4r/2Pr2R1/6K1/8/2R5/8/8 b - - 5 67,deking_s1,0,2,-1,ks_attack
deking,1,31,black,1-0,64,2667,a6d6,74,482,2185,2b1k1r1/1p1n3N/q2P4/2p1p2p/r1P3pP/3BB3/2Q2PK1/4R3 b - - 0 32,Q1b3k1/1p1n4/2q5/2p1p2p/2P3pP/4B3/5P2/4R1K1 w - - 4 38,deking_s1,0,0,3,material
deking,1,32,white,0-1,23,3128,a4a2,27,308,2820,1rbqkb1r/5ppp/pn1p1n2/1P2p3/Q7/2N1BNPP/1PP1PPB1/R3K2R w KQk - 2 12,1r1qkb1r/5ppp/1n1pbn2/1p2p3/8/Q1N1B1PP/1PPNPPB1/R3K2R b KQk - 1 14,deking_s1,0,0,1,positional
deking,1,34,white,1/2-1/2,93,5602,c4c5,95,0,5602,5R2/8/1R5p/6pk/1PP5/6PP/r1r5/6K1 w - - 5 47,5R2/8/1R5p/2P3pk/1P6/6PP/r5r1/5K2 b - - 2 48,deking_s1,0,2,0,ks_attack
deking,1,35,black,1/2-1/2,60,4127,g8h7,62,0,4127,1R1B2k1/6p1/2r1p2p/2p2n2/p6P/6P1/4QP1K/2q5 b - - 7 30,1R1B4/6pk/2rnp2p/2p4P/p7/6P1/4QP1K/2q5 w - - 1 32,deking_s1,0,1,0,positional
deking,1,37,black,1/2-1/2,48,5495,c2c4,52,-544,6039,4r1k1/1QP3bp/4p1p1/p5N1/1p6/4B1PP/2q2P1K/8 b - - 1 24,4r1k1/1QP5/4p1pp/p1B1b3/1pq1N3/6PP/5P1K/8 w - - 0 27,deking_s1,0,1,0,positional
deking,1,38,white,0-1,35,3255,b2e5,53,249,3006,r3kbr1/1ppb1p2/p2p1P2/4nn2/1PP4p/PQ2P3/1B2pPPP/R3R1K1 w q - 2 18,1k2rb2/1pp2p2/p1b2Pr1/2P5/1P4n1/P3P1P1/7P/R2QR1K1 b - - 2 27,deking_s1,0,2,-2,ks_attack
deking,1,40,white,0-1,59,3180,e4d6,65,493,2687,r3k2r/pp5q/2ppn3/4p3/Q1P1N2b/P2P1p2/1P1B1PPP/2R1R1K1 w kq - 0 30,r6r/pQnkb2q/2pN4/4p3/2P2B2/P2P1p2/1P3PPP/2R1R1K1 b - - 2 33,deking_s1,0,2,-2,ks_attack
deking,1,42,white,1/2-1/2,43,2227,e4c5,57,371,1856,r4rk1/2qp2p1/b3p2p/5p1P/1pPPN1nR/1P2PN2/5PP1/R2QK3 w Q - 0 22,6k1/1q1p2p1/4p2p/3P1p1P/1pP1n2R/rP2PN2/5PP1/1Q3K2 b - - 0 29,deking_s1,0,1,0,positional
deking,1,47,black,1-0,30,4656,g6f6,42,-1201,5857,r1bq1r2/1p3pp1/pbn1p1k1/3p2N1/1Pn2P2/P5Q1/2PN2PP/R1B1K2R b KQ - 3 15,r1b2r2/1pq1k1B1/pb2pp2/8/1Pp1NP1Q/P7/2n3PP/3RK2R w K - 0 22,deking_s1,0,4,0,ks_attack
deking,1,51,black,1-0,72,6844,f7f5,90,380,6464,4k2r/2p1npb1/2Pn4/p3p3/1r4p1/1B2B1N1/2Q4P/7K b - - 5 36,3k3r/2p5/2Qn4/3B4/1p2N1p1/5p2/7b/6K1 w - - 0 46,deking_s1,0,1,4,material
deking,1,52,white,1/2-1/2,77,4655,h4h5,105,157,4498,8/4npk1/N3p3/p1P4p/P6R/2r2P1P/6P1/6K1 w - - 3 39,8/4npk1/1R2p3/2P4P/1N3PP1/p7/1r6/4K3 b - - 0 53,deking_s1,0,1,0,positional
deking,1,54,white,1/2-1/2,45,6265,g4h5,81,87,6178,rqr3k1/1b3p2/p3ppB1/1p6/P2P2Q1/8/1P3PPP/R1R3K1 w - - 1 23,r7/3k4/4p3/1pQ5/2bP1q2/5P2/1P4PP/4R1K1 b - - 6 41,deking_s1,0,2,1,ks_attack
deking,1,56,white,0-1,55,2342,b5b6,65,362,1980,1r1q1r2/3b1pk1/3p2pn/1PpNp2p/p2nP2P/P2PQPP1/1P1N2B1/2R1R1K1 w - - 3 28,3q1r2/5pk1/1r1p2p1/3Ppn1p/ppNn1P1P/P2P2P1/5QB1/2R1R1K1 b - - 2 33,deking_s1,0,0,2,positional
deking,1,57,black,1/2-1/2,26,3334,g6g5,38,493,2841,1rb1k1nr/pp1p1pb1/2n1p1p1/8/1Pq1P2N/2N3P1/P2B1PBP/R2Q1RK1 b k - 0 13,1rb1k1nr/pp1p1p2/4p3/8/1q2P1pN/2n3P1/P4PBP/2R1QR1K w k - 0 20,deking_s1,0,0,-4,positional
deking,1,67,black,1/2-1/2,148,5075,e2e3,168,413,4662,8/8/8/8/8/6pk/4r3/5RK1 b - - 17 74,8/8/8/8/8/5r1k/6p1/3R2K1 w - - 18 85,deking_s1,0,1,0,positional
deking,1,68,white,1/2-1/2,21,2702,f5h7,29,303,2399,r1bq1rk1/ppp1b1pp/8/4nB2/2Pp2n1/N4NP1/PPQPP2P/R1B1K2R w KQ - 0 11,r1bq1r1k/ppp3p1/6B1/6b1/2PpQ1n1/N2P2P1/PP2P2P/R1B1K2R b KQ - 0 15,deking_s1,0,3,-1,ks_attack
deking,1,69,black,1-0,26,2940,d8g5,40,0,2940,r1bq1rk1/ppp2ppp/8/3Qn3/2Pp4/P5PP/P2PP1B1/R1B1K2R b KQ - 0 13,1rb1r1k1/ppp2pp1/6qp/n7/2P2Q2/PR1P3P/P3P1BR/2B2K2 w - - 4 21,deking_s1,0,1,0,positional
deking,1,71,black,1/2-1/2,32,2230,e6f5,36,-413,2643,2r1kb1r/p2npp2/4b3/3p1Npp/3P4/1PnBP2P/P2B1PP1/2R1K2R b Kk - 1 16,2r1k2r/p2n1p2/4p3/3p2pp/1b1P4/1PnBP2P/P2B1PP1/2R1K2R w Kk - 2 19,deking_s1,0,0,0,positional
deking,1,72,white,1/2-1/2,37,3078,d3c2,39,-265,3343,r3kr2/pp1bq2p/2pb1np1/2n3N1/2P1Pp2/P1QB3P/1B1PNP2/R3K1R1 w Qq - 1 19,r3kr2/pp1bq2p/2pb2p1/2n5/2P1Np2/P1Q4P/1BBPNP2/R3K1R1 b Qq - 0 20,deking_s1,0,0,-2,positional
