fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
8/5k2/8/n4P2/K7/8/8/8 b - - 12 85,sfelo2400_big,122,-4.255,0.0,-0.13,-0.21,quiet,1,1,0,0,
8/8/8/6p1/p1k1K3/1n6/2N2PPP/8 w - - 6 69,vssf1_win_d8,117,0.375,0.0,0.38,0.11,ks,3,2,0,0,
8/5k2/4p1R1/pB1pKp1p/P1pPn3/2P1P3/1P6/8 w - - 10 49,vssf1_win_d8,106,8.364,0.0,6.11,1.1,ks,5,3,0,0,
B7/p6R/1p6/4kp1p/P5p1/3n3P/1r6/K7 b - - 1 51,vssf1_win_d8,96,-6.961,0.0,-5.9,-1.06,quiet,2,1,0,0,
6k1/6pp/p3pp2/3b1n2/RP3P2/4PN1P/4r1P1/5K2 b - - 6 36,vssf1_win_d8,90,-8.065,0.0,-5.1,-3.66,quiet,1,0,0,0,
rn3r2/5ppk/2pR4/1p2p2P/2p1P3/P1N2P2/1PP5/2K4R w - - 0 20,vssf1_win_d8,74,1.13,0.0,1.09,0.08,quiet,0,2,0,0,
6k1/2p3pp/1p2p3/1Pb2p2/7P/4nP2/1q1rB2Q/4R2K b - - 0 35,vssf1_win_d8,48,-10.557,0.0,-7.81,0.0,quiet,1,0,0,0,
r3k1n1/p3q3/Q7/1pp2p2/3np3/1P2B2P/P3PPK1/3RR3 b q - 1 29,vssf1_win_d8,37,0.08,0.0,3.08,0.16,quiet,2,0,0,0,
4rrk1/p3qppp/p4n2/3p1b2/3P3P/1PN1PP2/P2Q2R1/2B1K3 b - - 0 23,vssf1_win_d8,32,-7.135,0.0,-6.57,-1.29,quiet,0,1,0,0,
2rqr1k1/pp3pp1/1b5p/3n4/1P1P4/1Rp2PP1/P1N2Q1P/R3B1K1 w - - 0 28,vssf1_win_d8,21,-1.25,0.0,-2.81,-0.92,quiet,0,0,0,0,
5k1r/1p1rnp2/1BN1b1pp/4P1b1/B2p4/5N2/PP3PPP/1R1R2K1 b - - 0 25,vssf1_win_d8,48,2.638,0.0,5.25,0.48,quiet,0,1,0,0,
r1b2k1r/p4pp1/1p2pn2/1Nbn3p/2N1P3/8/PPQBBPPP/R5K1 b - - 0 15,vssf1_win_d8,32,7.796,0.0,8.4,0.26,quiet,1,0,0,0,
r3kb1r/ppq2p2/b2p1np1/4p2p/1n2P3/PPN2PN1/2PQ2PP/R1B1K2R w KQkq - 1 14,vssf1_win_d8,5,-4.501,0.0,-4.09,-0.51,quiet,1,0,0,0,
r2k1b1r/1pqb1Bpp/p1np1n2/4ppN1/4P3/2N5/PPP2PPP/R1BQ1RK1 w - - 6 13,vssf1_win_d8,0,1.84,1.44,2.74,1.93,quiet,0,1,0,0,
8/6k1/pp6/2p2KP1/P1P5/8/8/8 b - - 2 42,gnt_ng_o,128,1.174,0.0,1.03,0.75,quiet,1,2,0,0,
8/8/2K2k2/5P2/8/4n3/8/8 w - - 21 90,sfelo2400_big,122,-6.836,0.0,0.13,0.03,quiet,1,1,0,0,
8/1p1PQ3/p6K/3k4/5P2/3qP3/6PP/8 b - - 0 39,vssf1_win_d8,85,8.857,0.0,6.38,4.11,ks,1,3,0,0,
8/pp6/b1p5/P1P4R/3k4/7P/5r2/7K w - - 2 41,vssf1_win_d8,101,-7.557,0.0,-5.85,-1.97,quiet,1,1,0,0,
B7/p6R/1p6/4kp1p/P7/3n2pP/1r6/K7 w - - 0 52,vssf1_win_d8,96,-7.519,0.0,-5.88,-1.05,quiet,2,1,0,0,
7B/4k2p/1p2p2P/2p3pB/8/1b1Pn1P1/3r4/1K6 w - - 4 41,vssf1_win_d8,96,-11.596,0.0,-7.97,0.0,ks,3,2,0,0,
1n3r2/r4ppk/2pR3P/1p2p3/2p1P3/P1N2P2/1PPK4/7R b - - 0 21,vssf1_win_d8,74,1.382,0.0,0.23,-1.29,ks,1,3,0,0,
1r2qk2/1PRRpp1r/6p1/p3N2p/7Q/1P4P1/P3PP2/6K1 b - - 3 32,vssf1_win_d8,37,7.288,0.0,11.01,3.2,ks,0,3,0,0,
2r1r1k1/p4p2/1p2q1p1/2p1b2p/P1PpP3/1P1P1Q2/1B1N4/6RK b - - 3 28,vssf1_win_d8,37,-8.759,-2.7,-5.71,-0.89,quiet,1,1,0,0,
4rrk1/p3qppp/p4n2/3p1b2/3P4/1PN1PP2/P2Q2RP/2B1K3 w - - 4 23,vssf1_win_d8,32,-7.109,0.0,-6.33,-1.34,quiet,0,1,0,0,
2r1r1k1/ppb2pp1/7p/P2n2q1/1P1P4/1Rp2PP1/2N2Q1P/R3B1K1 w - - 1 30,vssf1_win_d8,21,-0.664,0.0,-2.32,-1.23,quiet,0,0,0,0,
r4rk1/ppn1pp2/6pn/1q1P3p/N2BP3/PP1P2PP/6B1/R2Q1R1K w - - 1 21,vssf1_win_d8,16,7.331,0.0,8.35,1.09,quiet,0,2,0,0,
4k1r1/1p1qp1bp/1nr1p1p1/p6n/8/B1PP1QPB/P4P1P/RN2R1K1 b - - 7 23,vssf1_win_d8,10,4.498,2.7,3.87,2.61,quiet,0,2,0,0,
rnbq1rk1/p4ppp/1p2p3/2bN4/8/P3P2P/1P3PP1/R1BQKBNR b KQ - 0 9,vssf1_win_d8,5,2.546,0.0,2.88,0.14,quiet,0,0,0,0,
rnbq1rk1/p4pp1/1pp1pn1p/2Pp4/1b1P4/4PN1P/PPQN1PP1/R1B1KB1R w KQ - 0 9,vssf1_win_d8,0,-0.054,0.0,-0.73,-0.06,quiet,1,1,0,0,
8/6k1/pp6/2p3P1/P1P2K2/8/8/8 w - - 7 45,gnt_ng_o,128,0.828,0.0,0.83,0.64,quiet,0,1,0,0,
8/4k1p1/8/4P2P/4K3/8/8/6r1 w - - 0 62,sfelo2400_big,117,-7.156,0.0,-3.91,0.06,quiet,0,1,0,0,
Q7/8/6K1/1k3PP1/3QP3/1p6/8/8 w - - 3 57,vssf1_win_d8,85,45.278,0.0,26.97,0.0,quiet,0,2,0,0,
6k1/p6p/1p4p1/1B3p2/3r4/P3n2P/KP6/R7 b - - 1 39,vssf1_win_d8,96,-4.811,0.0,-2.76,0.19,quiet,0,0,0,0,
7B/4k2p/1p2p2P/2p3p1/8/1b1PnBP1/3r4/1K6 b - - 5 41,vssf1_win_d8,96,-11.767,0.0,-7.92,0.0,ks,3,1,0,0,
1r4k1/6pp/p1pb2n1/Pp1p2B1/1P1PR3/2P5/B4PPP/6K1 b - - 0 26,vssf1_win_d8,85,2.949,0.0,0.67,0.55,quiet,1,0,0,0,
r1b2k1r/1pP2p2/8/P2Qpp2/1P1p2np/8/5PPP/R3R1K1 w - - 0 28,vssf1_win_d8,53,7.435,1.95,7.22,1.59,quiet,1,1,0,0,
r1b1k2r/1p3ppp/2n1p3/6N1/1p6/8/PPP1BPPP/R2R2K1 b kq - 1 16,vssf1_win_d8,64,0.053,0.0,0.92,0.26,quiet,0,2,0,0,
r4rk1/3b2pp/pp1p4/3Pnq2/P6P/2N1P3/1PPR2B1/2K1Q3 w - - 4 26,vssf1_win_d8,32,-5.466,0.0,-5.8,-0.07,quiet,1,0,0,0,
2r3k1/1pr2p1p/pq2pb2/3p1p2/1PnP1P2/2PQPBP1/4N2P/RR4K1 w - - 7 29,vssf1_win_d8,21,0.561,0.0,-0.39,-0.19,quiet,0,0,0,0,
r4rk1/ppn1pp2/6p1/1q1P3p/N2BP1n1/PP1P2P1/6BP/R2Q1R1K w - - 1 20,vssf1_win_d8,16,7.144,0.0,7.46,0.91,quiet,1,2,0,0,
4k1r1/1p1qp1bp/1nr1p1p1/p6n/4R3/B1PP2PB/P3QP1P/RN4K1 b - - 3 21,vssf1_win_d8,10,1.025,0.0,3.61,1.45,quiet,0,1,0,0,
r1b2rk1/pp2ppb1/5n1p/1PnNq3/2P4N/7P/P1Q2PB1/3R1RK1 w - - 0 23,vssf1_win_d8,5,-4.757,0.0,-3.2,0.37,quiet,1,1,0,0,
rnbqkb1r/3p1p1p/pp2pnp1/2p5/2PP4/1PNBPN2/P4PPP/R1BQK2R b KQkq - 1 7,vssf1_win_d8,0,0.887,0.0,2.05,0.45,quiet,0,0,0,0,
8/4k1p1/8/4PK1P/8/8/8/6r1 b - - 1 62,sfelo2400_big,117,-7.265,0.0,-4.09,-1.79,ks,3,2,0,0,
8/p4p2/1p2pk2/P1p1R3/5P1p/1PPK4/3P3r/8 w - - 0 33,vssf1_win_d8,106,-1.554,0.0,-3.83,-0.06,quiet,2,2,0,0,
8/3k3p/5q2/1r1pR1pP/3PpN2/7K/5PN1/8 w - g6 0 48,vssf1_win_d8,74,-8.192,0.0,-7.46,-1.98,quiet,1,2,0,0,
r3r1k1/1pp4p/5p2/1p1pN3/1P1Pn3/P2RP2P/6P1/5RK1 w - - 0 28,vssf1_win_d8,74,0.929,0.0,-0.8,0.39,quiet,1,1,0,0,
1r3b1r/2k2p2/1p1p1p2/p1pP4/B1P4p/1R5P/3B1PP1/4R1K1 b - - 3 37,vssf1_win_d8,69,5.672,0.0,4.54,1.43,ks,0,3,0,0,
2b4r/1p2k1pp/2n1pp2/3r4/1p2NP2/3R4/PPP1B1PP/3R2K1 b - - 4 20,vssf1_win_d8,64,0.413,0.0,1.1,0.53,quiet,0,1,0,0,
4qknr/1pp2pp1/1pnp3p/1B4B1/3NP2Q/8/RPP2PPP/6K1 b - - 2 15,vssf1_win_d8,37,1.207,0.0,4.67,1.43,quiet,0,1,0,0,
3rr1k1/1pp2p1p/p2qpb2/n2p1p2/3P1P2/PPNQPBP1/2P4P/3R1RK1 w - - 1 21,vssf1_win_d8,21,0.489,0.0,0.49,-0.19,quiet,0,0,0,0,
3r1rk1/pp2bppp/1B3n2/3pp2b/4P3/2NB4/PP1N1PPP/R3R1K1 b - - 0 18,vssf1_win_d8,48,-0.118,0.0,3.57,-0.19,quiet,0,0,0,0,
4k1r1/1p1qp1bp/1nr1p1p1/p6n/4R3/B1PP2PB/P1Q2P1P/RN4K1 w - - 2 21,vssf1_win_d8,10,1.412,0.0,3.3,1.39,quiet,0,1,0,0,
r1bq1rk1/pp3pb1/2n3pp/3Np3/1P6/3P1NP1/3BPP1P/1R1QKB1R b K - 0 12,vssf1_win_d8,5,3.049,0.0,3.37,0.26,quiet,0,0,0,0,
rnbqkb1r/1p2pp2/2p2np1/p2p3p/3P1B1P/3BPN2/PPPN1PP1/R2QK2R b KQkq - 1 7,vssf1_win_d8,0,0.897,0.0,1.3,0.49,quiet,0,0,0,0,
8/8/4k2p/5p2/P2K4/6PP/8/8 b - - 0 38,gnt_ng_o,128,2.356,0.0,1.48,0.04,quiet,2,1,0,0,
7R/3k4/2p5/3p4/8/3K4/8/8 b - - 4 71,sfelo2400_big,117,5.536,0.0,3.06,1.4,quiet,1,1,0,0,
8/p5p1/7p/PPb1pk2/2N5/8/4KPPP/8 b - - 0 38,vssf1_win_d8,117,1.661,0.0,1.97,0.22,quiet,1,1,0,0,
3r4/p4k1p/3p1rp1/2P1p3/4P3/1N6/P6P/1K1R4 b - - 0 30,vssf1_win_d8,90,-5.442,0.0,-3.69,0.18,quiet,0,0,0,0,
1r4k1/5pp1/7p/3pr2P/P7/2PQ4/K5b1/3B4 b - - 6 57,vssf1_win_d8,74,-0.954,0.0,-2.47,-1.24,quiet,1,1,0,0,
6k1/2p2ppp/ppq1pb2/4n3/4P3/PPN1BP2/3Q2PP/5K2 w - - 2 27,vssf1_win_d8,64,-1.126,0.0,-0.72,-0.6,quiet,0,0,0,0,
2rk3r/R4qp1/1p2pp2/1b1p3p/1P6/1P2P3/3P1PPP/1QR3K1 w - - 0 22,vssf1_win_d8,37,10.399,1.44,-1.08,2.48,quiet,1,2,0,0,
r4rk1/5ppp/1p2pq2/p1b5/4Q3/P1N1PP2/1P3P1P/R2R2K1 b - - 2 22,vssf1_win_d8,32,0.017,0.0,-0.57,-1.11,quiet,0,1,0,0,
1k1r3r/p3bpp1/4p3/q1p5/P2nPP1p/1PpPB1PP/2P2Q2/R4RK1 w - - 0 21,vssf1_win_d8,26,-2.4,0.0,-3.18,0.04,quiet,0,0,0,0,
2kr3r/1b3ppp/p1n1pn2/2p5/8/2PBBN1P/PP3PP1/R2R2K1 b - - 2 22,vssf1_win_d8,53,1.828,0.0,1.55,1.2,quiet,0,0,0,0,
rqb2rk1/1p2b2p/p1p3pP/3N4/3N1p2/3PP3/PP2B1P1/R1Q2K1R b - - 0 20,vssf1_win_d8,16,3.928,1.98,5.61,2.26,quiet,0,1,0,0,
r4rk1/1p2ppbp/pqn2np1/2pp4/5Q1P/BPPP1NPR/P3PP2/RN2K3 w Q - 0 12,vssf1_win_d8,10,-0.951,0.0,-2.87,-0.32,quiet,0,0,0,0,
2r1kbnr/1bq2ppp/p2pp3/1p2P3/5Q2/2N1BN2/1PP2PPP/1K1R1B1R b k - 3 15,vssf1_win_d8,5,4.771,0.0,3.57,-0.07,quiet,0,1,0,0,
r1bqk2r/pp3ppp/2n1pn2/2pp4/1bPP4/2NBP3/PP1BNPPP/R2Q1RK1 b kq - 3 8,vssf1_win_d8,0,0.59,0.0,1.59,0.23,quiet,0,0,0,0,
8/3k4/8/7K/7P/6P1/8/8 w - - 1 48,gnt_ng_o,128,5.709,0.0,2.39,-0.5,quiet,0,0,0,0,
5R2/8/2p1k3/3p4/8/8/4K3/8 b - - 0 69,sfelo2400_big,117,5.614,0.0,2.87,1.44,quiet,0,1,0,0,
8/4pk1p/pp4p1/4P3/5P2/1p4P1/4nB1P/7K w - - 0 37,vssf1_win_d8,117,-5.082,0.0,-6.1,0.28,quiet,1,1,0,0,
3k4/5Rp1/6p1/3p4/3p1b2/3P2P1/PP3PKP/4r3 w - - 0 29,vssf1_win_d8,101,0.954,0.0,0.0,1.17,quiet,2,1,0,0,
r4rk1/p6p/3p1pp1/4p1P1/2P5/1N2P3/P6P/1K4R1 w - - 0 27,vssf1_win_d8,90,-5.312,0.0,-3.47,-0.59,quiet,0,0,0,0,
r3r1k1/p3p3/4bpp1/2p5/3p4/P2P2P1/3QPP1P/1R4K1 w - - 0 28,vssf1_win_d8,69,2.757,0.0,2.77,0.49,quiet,0,0,0,0,
5nk1/Q2qbppp/4p3/4P3/2p2P2/p5PP/5B2/2N3K1 w - - 4 46,vssf1_win_d8,64,-4.997,0.0,-4.38,-0.93,quiet,0,0,0,0,
2r2r2/pp2k3/2np2p1/2pB4/2P3Pp/1P1PP1nP/P2Q4/3R2K1 w - - 4 26,vssf1_win_d8,58,5.265,1.17,3.57,0.35,quiet,2,1,0,0,
4k3/2p1n1Br/1q1ppn2/2p3Qp/p1P5/5RP1/PP2PP1P/R5K1 w - - 9 25,vssf1_win_d8,37,6.98,1.44,3.69,1.2,quiet,0,1,0,0,
1k1r3r/p3bpp1/Pq6/2p1pP2/3nP1Pp/1PpPB2P/R1P2Q2/5RK1 w - - 3 26,vssf1_win_d8,26,-3.379,0.0,-3.33,-0.07,quiet,0,1,0,0,
r4rk1/1pq3p1/2p1pP1p/2nn4/PpNN4/1P6/2P1QPPP/R3R1K1 b - - 0 23,vssf1_win_d8,21,1.638,0.0,2.05,1.25,quiet,1,1,0,0,
r1r3k1/1pqb1pp1/2n4p/p3N3/2P1QB2/2PB4/P4PPP/R4RK1 b - - 0 18,vssf1_win_d8,16,6.914,0.0,10.42,5.94,quiet,0,2,0,0,
rnbq1k2/2b3p1/pp3P1r/3p2N1/1PP1B2p/P4Q2/1B4PP/4RRK1 b - - 0 20,vssf1_win_d8,10,5.151,3.78,13.97,10.83,quiet,1,2,0,0,
r1bqk1nr/1p3pp1/2pBpn1p/p7/2PP4/3BPN2/P4PPP/RNQ2RK1 b kq - 0 12,vssf1_win_d8,5,4.693,0.0,6.63,0.53,quiet,0,1,0,0,
r1bqk2r/pp3ppp/2n1pn2/2p5/1bBP4/2N1P3/PP1BNPPP/R2Q1RK1 b kq - 0 9,vssf1_win_d8,0,0.141,0.0,2.0,0.19,quiet,0,0,0,0,
8/6K1/4k3/8/7P/6P1/8/8 w - - 5 50,gnt_ng_o,128,6.231,0.0,2.34,-0.46,quiet,1,1,0,0,
1B6/8/3P1p1p/5pk1/8/5P2/1P3KPP/8 b - - 0 51,sfelo2400_big,122,12.061,0.0,9.28,0.28,quiet,0,1,0,0,
4R3/5p2/1P3k2/8/3p3p/7P/7K/3N4 b - - 0 45,vssf1_win_d8,112,13.394,0.0,9.23,0.0,quiet,1,1,0,0,
2r5/p3k2p/2Pp2p1/N3p3/4P3/8/P6r/1KR5 w - - 0 34,vssf1_win_d8,90,-6.313,0.0,-5.59,-0.77,quiet,1,1,0,0,
8/1p6/1Pr3kp/3pp3/1Q6/2n2PPq/1R6/6K1 w - - 0 42,vssf1_win_d8,58,-5.276,0.12,-7.5,-4.54,quiet,1,0,0,0,
6k1/5ppp/4p1n1/4P3/qb1B1P2/p1p3PP/4Q3/2N3K1 w - - 2 50,vssf1_win_d8,64,-4.94,0.0,-4.13,-0.31,quiet,0,0,0,0,
6kr/2R2pp1/r3bB1p/3p4/p2N4/P2PP2P/1P3PP1/R5K1 b - - 0 34,vssf1_win_d8,69,5.541,0.0,6.79,0.26,quiet,0,2,0,0,
1q2k1n1/2p1n1Br/3pp3/2p3Qp/p1P5/3R2P1/PP2PP1P/R5K1 b - - 6 23,vssf1_win_d8,37,6.135,1.44,4.33,1.41,quiet,0,2,0,0,
2b1k1r1/1p2bN2/2p1p1pQ/3nNp2/3P1P2/1P2P3/3RK1PP/r7 b - - 0 30,vssf1_win_d8,48,2.349,1.44,2.39,-0.02,ks,2,3,0,0,
1n2k2r/P3r2p/2pqNnp1/3P1p2/8/2PBQ3/1P3P2/2KR2R1 b k - 0 21,vssf1_win_d8,21,4.381,1.98,6.49,1.33,quiet,0,1,0,0,
rn4k1/p2bb1p1/4pr1p/5p2/2Bp4/2q2N2/P3QPPP/1R3K1R w - - 6 23,vssf1_win_d8,16,-7.262,0.0,-6.3,0.03,quiet,1,0,0,0,
rnbqk3/2b3p1/ppp1pp1r/6N1/1PPPBP1p/P4Q2/1B4PP/4RRK1 b q - 1 17,vssf1_win_d8,10,-0.067,0.0,3.06,1.36,quiet,0,1,0,0,
rnb1k2r/p2nbppp/8/q1p1P3/5P2/2pP2P1/PP4BP/R1BQK1NR w KQkq - 0 12,vssf1_win_d8,5,3.179,0.0,-1.66,-0.42,quiet,1,0,0,0,
rnbq1rk1/pp3ppp/4pn2/2pp4/1bPP4/1QNBPN2/PP1B1PPP/R3K2R b KQ - 3 8,vssf1_win_d8,0,1.216,0.0,0.17,0.07,quiet,0,1,0,0,
8/7k/3p3P/p1pP2P1/P7/3K4/8/8 w - - 7 69,gnt_mob_base_s4,128,4.68,0.0,3.03,-0.69,quiet,1,2,0,0,
1B6/6kp/5p2/5p2/3P4/5P2/1P4PP/6K1 b - - 0 48,sfelo2400_big,122,10.879,0.0,6.5,0.31,quiet,0,0,0,0,
3k4/R7/5p2/6p1/p1K1P1P1/5P2/1r4P1/8 w - - 6 54,vssf1_win_d8,106,1.012,0.0,1.49,-0.23,quiet,2,1,0,0,
4k3/1R6/pp6/2p2p2/2P1p3/BP2P1P1/P2nKP2/8 b - - 3 38,vssf1_win_d8,106,10.458,0.0,7.36,0.0,quiet,2,1,0,0,
8/4ppk1/2b3p1/1pr4p/1R6/P2BP3/4K1PP/8 w - - 0 32,vssf1_win_d8,96,-1.849,0.0,-1.23,-0.73,quiet,1,1,0,0,
3r1rk1/R7/1Pp2p1R/3b4/3Pp3/4P2P/4BPP1/6K1 w - - 1 40,vssf1_win_d8,74,5.905,0.0,7.27,4.37,quiet,0,2,0,0,
4kr2/pr2b1Q1/5p1B/5b2/2Rp4/7P/PP3PP1/6K1 w - - 1 26,vssf1_win_d8,58,2.995,0.0,4.97,1.22,quiet,0,1,0,0,
2q1k1nr/2p3p1/3pp3/2p1n2p/p1P5/2B1Q1P1/PP2PP1P/R4RK1 b k - 1 19,vssf1_win_d8,37,1.172,0.0,2.34,0.32,quiet,0,0,0,0,
r4rk1/5ppp/7n/1NbpP2P/5q2/3Q4/P2p1PP1/R5KR w - - 2 29,vssf1_win_d8,26,-8.113,-1.44,-8.77,-3.28,quiet,2,1,0,0,
r1bb2k1/p4p1p/1p6/3qP2N/6n1/1PB3P1/P4P1P/R1QR2K1 b - - 1 25,vssf1_win_d8,26,1.963,-1.8,4.76,-1.45,quiet,2,1,0,0,
rnb3k1/p5p1/3bpr1p/q3Np2/2Bp3P/7R/P3QPP1/1R3K2 w - - 3 26,vssf1_win_d8,16,-6.824,0.0,-5.45,0.22,quiet,1,1,0,0,
r2q1rk1/p3bppp/bp2p3/3pP1P1/1n1P3P/2N1PQ2/PP4B1/R1B1K2R w KQ - 3 16,vssf1_win_d8,10,-3.28,-2.88,-2.93,-2.61,quiet,1,1,0,0,
r1b2rk1/p1n1bppp/1p1ppn2/qp6/2PP2P1/PQ3N1P/1P1BPP2/2KR1B1R w - - 0 14,vssf1_win_d8,5,3.363,0.0,-3.24,-0.89,quiet,1,0,0,0,
r1b1kb1r/1p3p1p/1qn1pnp1/pNpp4/2P5/P2BPN2/1PQP1PPP/R1B1K2R w KQkq - 0 9,vssf1_win_d8,0,-0.176,0.0,-0.23,0.24,quiet,0,0,0,0,
8/8/4k1p1/6P1/p5Pp/1p2P3/1P4P1/2K5 w - - 2 36,gnt_mob_base_s4,128,0.424,0.0,-0.69,0.01,quiet,1,2,0,0,
1B6/8/3P1p1p/5p2/7k/5P2/1P3KPP/8 w - - 1 52,sfelo2400_big,122,12.716,0.0,10.46,0.28,ks,1,4,0,0,
1k6/6K1/5p1r/6p1/4P1P1/R4P2/8/8 b - - 11 60,vssf1_win_d8,106,1.759,0.0,2.46,0.96,quiet,1,1,0,0,
3r2k1/1RR5/1p4p1/p4p1p/P1K1p2P/1P2P3/5PP1/8 b - - 4 41,vssf1_win_d8,96,9.865,0.0,8.99,1.32,ks,4,1,0,0,
8/5pk1/2r2bp1/7p/P6P/3R2P1/1pB1PP2/1K6 w - - 7 45,vssf1_win_d8,96,-0.571,0.0,0.61,-1.57,ks,3,0,0,0,
2r5/R5p1/2P1p1k1/3p3p/4nP2/B3PKnP/2p5/8 w - - 6 35,vssf1_win_d8,90,-8.774,0.0,-6.65,-3.26,ks,4,2,0,0,
q4k2/1pp2p1p/3p1p1P/1P2p3/2P1Pn2/3P1P2/5P2/r1QK1BR1 w - - 7 24,vssf1_win_d8,53,-2.072,-1.62,-4.05,-4.3,quiet,2,2,0,0,
2br2k1/Qp5p/n1p2pp1/R7/P1P4P/5B2/1P3P1K/4r3 b - - 4 29,vssf1_win_d8,58,-1.168,0.0,0.92,-0.04,quiet,2,0,0,0,
3r2k1/2q5/2p2p1p/2p1bPp1/p1P2p2/Pr1B2P1/1P2RP1P/2QR2K1 w - - 3 30,vssf1_win_d8,32,0.165,0.0,-0.79,0.3,quiet,0,0,0,0,
5rk1/3b1p1p/3Q2p1/q3p1PP/p1PpPb2/3P4/3r1PB1/3RK2R w - - 0 33,vssf1_win_d8,26,-4.209,-1.8,-10.22,-5.95,ks,3,1,0,0,
r1b3k1/pp3ppp/1q4n1/2bB4/5P2/2P3PP/P2N4/R1BK3R b - - 0 19,vssf1_win_d8,42,-6.911,0.0,-8.05,-1.11,quiet,0,1,0,0,
2kr3r/1p1nb3/p1p1QBp1/4p2p/1q2P3/1PNR4/P1P1NPPP/5RK1 b - - 0 19,vssf1_win_d8,16,6.357,0.0,8.29,0.93,quiet,0,2,0,0,
r2q1rk1/p3bppp/1p2p3/3pP1P1/3P3P/P1NbPQ2/1Pn3B1/R1BK3R w - - 1 18,vssf1_win_d8,10,-2.029,-1.26,-4.05,-2.42,quiet,2,1,0,0,
r1bk1n1r/1pq2Bp1/2p1p3/p2nN1Np/3P4/4P1P1/PPQb1P1P/R4RK1 w - - 0 16,vssf1_win_d8,5,1.338,2.16,4.8,4.86,quiet,0,2,0,0,
r1b1kb1r/1p3ppp/1qn1pn2/pNpp4/2P5/P3PN2/1PQP1PPP/R1B1KB1R w KQkq - 2 8,vssf1_win_d8,0,-0.643,0.0,-0.28,0.01,quiet,0,0,0,0,
8/8/6p1/2k3P1/p3P1Pp/1pK5/1P4P1/8 w - - 1 40,gnt_mob_base_s4,128,0.732,0.0,0.76,-0.92,ks,3,2,0,0,
8/8/6p1/7k/4B3/5K2/8/8 w - - 2 92,sfelo2400_big,122,6.523,0.0,0.13,0.65,quiet,1,2,0,0,
8/8/6pp/2kNpp2/2P1P1P1/p1K5/8/6b1 w - - 0 55,vssf1_win_d8,117,-4.355,0.0,-4.94,0.07,ks,4,4,0,0,
6k1/4bppp/4p3/8/8/2N3P1/r4P1P/6K1 b - - 2 33,vssf1_win_d8,106,-11.07,0.0,-7.44,0.0,quiet,1,0,0,0,
R7/4p3/5pp1/2r2k1p/p2rpP1P/R5P1/1P6/1K6 w - - 2 44,vssf1_win_d8,85,-3.694,0.0,-3.84,-1.45,ks,1,3,0,0,
6rk/1p6/p1r5/2P4P/1P6/2b5/5P2/4RK1R w - - 1 49,vssf1_win_d8,80,-2.177,0.0,-1.81,0.56,quiet,2,0,0,0,
5k2/1pp2p1p/1P1p1p1P/4p3/1qP1Pn2/3P1P2/2K2P2/r1Q2BR1 b - - 4 26,vssf1_win_d8,53,-13.99,-3.93,-9.23,-14.81,ks,3,2,0,0,
2R2b1r/3kpp1p/6p1/qp6/P2P1B2/5bP1/1P3P1P/R5K1 w - - 2 19,vssf1_win_d8,58,-2.734,1.77,-10.12,0.0,quiet,1,2,0,0,
1r1r2k1/2q5/2p2p1p/2p1bPp1/p1P2p2/P2B2P1/1P2RP1P/2QR2K1 b - - 2 29,vssf1_win_d8,32,0.144,0.0,-0.9,0.29,quiet,0,0,0,0,
3r4/ppk5/n1b5/3Bbp2/2P2p2/3R2pr/2P1P1N1/3K1R2 b - - 5 31,vssf1_win_d8,58,-6.947,0.0,-7.33,0.0,quiet,0,1,0,0,
r1b3k1/pp3ppp/1qp3n1/2bP4/5P2/2P3PP/P2N2B1/R1BK3R b - - 0 18,vssf1_win_d8,42,-7.265,0.0,-7.59,-1.14,quiet,0,0,0,0,
r1br2k1/pp2pp1p/1q4p1/1B1P2N1/4N1n1/PQ4P1/3B1P1P/R5K1 b - - 2 23,vssf1_win_d8,21,2.709,0.0,2.9,1.13,quiet,2,1,0,0,
2bk1b1r/rp1nppp1/3n4/2PN3p/1P3B2/p3PN2/P4PPP/R3KB1R b KQ - 0 17,vssf1_win_d8,42,2.439,0.0,3.5,1.37,quiet,0,1,0,0,
rnb1k2r/1p4p1/p3pq2/2bp2Np/8/PPNB4/1P3PPP/R1BQR1K1 b kq - 0 13,vssf1_win_d8,5,4.205,0.0,4.77,-0.74,quiet,2,1,0,0,
r1b1kb1r/ppqp1pp1/2n1pn1p/2p5/P1B1PP2/2NP4/1PP1N1PP/R1BQK2R b KQkq - 0 7,vssf1_win_d8,0,0.074,0.0,1.07,-0.16,quiet,0,0,0,0,
8/6k1/6P1/4K3/8/8/8/8 w - - 11 95,gnt_mob_base_s4,128,1.664,0.0,0.0,0.0,quiet,1,2,0,0,
8/4k3/2p4P/1p2p3/8/p5P1/Pr3P2/5K2 w - - 0 53,sfelo2400_big,117,-9.658,0.0,-5.24,-0.4,quiet,1,0,0,0,
8/8/1p2k3/1pp1P3/4K2p/2PN4/4n3/8 w - - 2 39,vssf1_win_d8,117,-6.252,0.0,-4.03,0.36,ks,3,3,0,0,
6k1/4bppp/4p3/8/r7/8/4NPPP/6K1 w - - 0 32,vssf1_win_d8,106,-11.246,0.0,-7.4,0.0,quiet,0,0,0,0,
1k6/2R5/1PB4r/p5p1/N1p3p1/8/5P1P/6K1 w - - 0 61,vssf1_win_d8,96,11.758,0.0,7.89,0.0,ks,1,3,0,0,
