fen,src,phase_score,our_total,our_ks,sf11_total,sf11_ks,geo_class,kzone_w,kzone_b,in_check_w,in_check_b,sf18
2k5/p1n5/1p2p3/4P1p1/1P1R4/P4P1P/5P2/6K1 w - - 1 36,vssf1_win_d8,112,7.164,0.0,4.93,0.46,quiet,0,1,0,0,
8/8/R1K4k/1P4p1/7p/r7/P3R3/8 b - - 1 58,vssf1_win_d8,96,8.336,0.0,6.51,0.05,quiet,0,0,0,0,
8/6rp/ppb2R2/6pP/2P5/4k3/8/2KB4 b - - 5 49,vssf1_win_d8,96,-5.198,0.0,-2.22,2.05,ks,1,3,0,0,
4R3/3r2kp/1p4p1/3B1b2/2P5/1N6/7P/6K1 w - - 0 45,vssf1_win_d8,90,5.352,0.0,2.95,2.27,quiet,0,2,0,0,
4n1kr/2n2pp1/7p/8/1PP3B1/R3B3/P4PPP/6K1 w - - 1 38,vssf1_win_d8,85,8.155,0.0,6.49,0.15,quiet,0,0,0,0,
r3r1k1/2Pq1p1p/3P2p1/2B1R3/p2P4/5PR1/1PPQ1K1P/8 w - - 1 28,vssf1_win_d8,37,6.157,0.0,8.22,0.0,quiet,0,0,0,0,
r4k1r/4n3/1q3p1p/2R1p2B/p7/2Q1P1P1/PP3P1P/R5K1 w - - 0 25,vssf1_win_d8,32,2.706,0.0,3.85,1.15,quiet,0,1,0,0,
3r4/5kpp/2p5/1p2p2P/2b1P2Q/2PnqB2/1p3R2/1r4RK w - - 0 38,vssf1_win_d8,26,3.877,1.98,-7.62,0.0,ks,1,3,0,0,
3r1k2/1qp2p2/4pnp1/p1PpNb1r/3P3p/QP2P2P/P2N1PP1/R4RK1 w - - 1 20,vssf1_win_d8,21,1.207,0.0,3.36,0.84,quiet,0,1,0,0,
r3k1nr/pp5p/3p2p1/2qNbpB1/3pP1Q1/6P1/PP3PBP/2R2RK1 w kq - 0 15,vssf1_win_d8,16,5.596,0.0,8.42,3.08,quiet,0,2,0,0,
2kr3r/pp2ppbp/2n2np1/q1p5/N1P5/1Q2BBP1/PP2PP1P/R4RK1 b - - 4 12,vssf1_win_d8,10,3.071,1.8,1.63,1.89,quiet,0,1,0,0,
rnq2rk1/p3bppp/bp2pn2/3pN3/3P1PP1/2N1P3/PP4BP/R1BQK2R b KQ - 0 11,vssf1_win_d8,0,0.181,0.0,-0.48,-0.62,quiet,1,1,0,0,
8/p6p/Pp1k2P1/4p2P/8/3p4/1P3KP1/8 b - - 1 46,gnt_nullgate150,128,-2.069,0.0,2.06,0.18,quiet,1,0,0,0,
3r4/8/8/4k3/8/1P2K3/8/8 b - - 0 104,sfelo2400_mob,117,-8.826,0.0,-6.46,0.0,quiet,2,1,0,0,
8/1k6/1p2p3/p3P1R1/1P3n1P/P4P2/5P1K/8 w - - 0 40,vssf1_win_d8,112,8.768,0.0,6.34,-0.15,quiet,1,0,0,0,
1R1bk3/5Np1/4K3/8/6p1/8/8/8 b - - 3 65,vssf1_win_d8,106,5.402,0.0,3.05,8.27,ks,3,3,0,0,
8/1r4pp/ppb2k2/4pp2/2P2PPP/8/1R6/3BK3 w - - 0 40,vssf1_win_d8,96,-5.438,0.0,-2.79,0.09,ks,0,3,0,0,
5rk1/4Rp1R/r7/1p3BP1/1Pp2P2/p2pK3/P7/8 w - - 2 44,vssf1_win_d8,80,1.57,0.0,3.84,2.93,ks,2,3,0,0,
3Q4/p5bk/1p1Nq3/2p5/2P4P/rP2P1P1/5P2/5NK1 w - - 4 45,vssf1_win_d8,58,7.14,1.62,1.17,1.14,quiet,0,1,0,0,
r7/1p3pkp/4p1p1/2ppPnP1/3P1Q2/1qn2N1P/5PK1/4R3 w - - 0 33,vssf1_win_d8,48,-5.433,1.98,-7.54,-0.2,quiet,1,2,0,0,
2krr3/1p3pRp/p1p5/8/3P4/2P5/PPbN1KQq/R7 b - - 4 21,vssf1_win_d8,32,-11.994,-5.4,-5.08,-6.22,quiet,2,0,0,0,
r3r1k1/1p5p/2p1qnpB/p3NR2/3P4/4Q3/PP3PPP/R5K1 b - - 0 25,vssf1_win_d8,26,6.444,2.88,6.94,3.3,quiet,0,2,0,0,
r1q2k2/5p2/2p1pnp1/2PpNb1r/PP1P3p/2Q1P2P/3N1PP1/R4RK1 w - - 1 24,vssf1_win_d8,21,2.839,0.0,4.55,0.79,quiet,0,1,0,0,
4r1k1/1bqp2pp/pp6/2b1Bp2/2N4P/P7/2P2nP1/R2NKB1R w KQ - 1 21,vssf1_win_d8,37,-7.819,-2.34,-9.87,-3.15,quiet,2,1,0,0,
2r1rk2/1b3p2/pp3qp1/3pb2p/1P1Nn3/P2BP2Q/1RR2PPP/3N2K1 w - - 7 27,vssf1_win_d8,10,-1.042,0.0,-0.16,-0.38,ks,3,0,0,0,
r3k2r/p2N1p1p/bp1qpn1b/3P2p1/3p4/1PN3P1/P1P2PBP/R1BQR1K1 b kq - 0 13,vssf1_win_d8,5,4.104,1.44,8.71,3.12,quiet,1,1,0,0,
r1bq1rk1/p1p1bppp/5n2/1B1P4/1n6/PQN2N2/1P1P1PPP/R1B1K2R b KQ - 0 10,vssf1_win_d8,0,1.989,0.0,1.65,-0.08,quiet,0,0,0,0,
8/8/5k1P/p4p2/3p4/P2K4/8/8 w - - 1 45,gnt_nullgate150,128,-0.81,0.0,1.24,0.07,quiet,2,1,0,0,
8/8/p3Bk1p/P4p2/2K5/5PP1/8/8 b - - 0 62,sfelo2400_mob,122,4.326,0.0,4.07,-0.15,quiet,1,1,0,0,
5k2/1P4p1/8/2K5/3B2rp/6P1/5P2/8 b - - 0 60,vssf1_win_d8,112,0.797,0.0,2.33,-1.07,quiet,1,1,0,0,
5k2/1R4p1/6p1/8/4K3/5N2/8/b7 b - - 19 60,vssf1_win_d8,106,5.82,0.0,3.06,0.83,quiet,2,1,0,0,
3r2k1/5p2/r7/1p1p1BP1/1Pp2P2/p7/P5K1/1R2R3 w - - 1 37,vssf1_win_d8,80,1.144,0.0,2.97,0.24,quiet,0,1,0,0,
7k/p4qb1/1p6/2p2NQ1/2P4P/rP2P1P1/5P2/5NK1 w - - 0 43,vssf1_win_d8,58,6.484,2.34,3.14,3.1,quiet,0,2,0,0,
8/1p3pkp/4p1p1/2PpPnP1/r3n3/1q3N1P/3Q1PK1/4R3 w - - 3 35,vssf1_win_d8,48,-10.532,-1.44,-8.3,-1.84,ks,3,2,0,0,
6k1/5pp1/q1rb3p/3pp3/2nP4/P1RQ2PP/5P2/2BN2K1 b - - 1 44,vssf1_win_d8,42,-0.571,0.0,-1.91,-0.03,quiet,0,1,0,0,
3r1rk1/pp2pp1p/6p1/2q5/2P5/3P1BPb/nQ3P1P/3RK2R b - - 1 22,vssf1_win_d8,26,-4.911,-2.16,-6.99,-2.3,quiet,2,1,0,0,
rn3k2/1bqp1p1r/pp4pp/3PB3/2P5/PP6/2B2PPP/R2QR1K1 b - - 0 19,vssf1_win_d8,21,3.561,0.0,7.04,2.17,quiet,0,1,0,0,
2r1k2r/pp1bppbp/3p4/q4p1P/8/P1n2NP1/1P1QPP2/R3KB1R w KQk - 0 15,vssf1_win_d8,16,-5.953,0.0,-5.05,-0.61,quiet,1,0,0,0,
r4rk1/pp2bpp1/1q1p3p/2p1p2n/2Pn4/2NPBNP1/PP1QPPB1/2R1K3 w - - 0 15,vssf1_win_d8,16,-1.926,0.0,-2.65,-0.68,quiet,1,0,0,0,
2q1k1nr/1pp2pp1/2npBb2/2rN3p/p1P5/4QNP1/PP1BPP1P/R4RK1 b k - 0 14,vssf1_win_d8,5,2.99,1.44,7.78,2.81,quiet,0,2,0,0,
r1bqk2r/ppp1bppp/5n2/3P4/1nB5/1QN2N2/PP1P1PPP/R1B1K2R b KQkq - 6 8,vssf1_win_d8,0,3.852,1.8,2.18,1.48,quiet,0,0,0,0,
4k3/8/6K1/8/7P/8/8/8 b - - 2 84,gnt_ng_s1,128,2.724,0.0,0.0,0.0,quiet,1,1,0,0,
8/7P/1p6/4k3/2P5/5K2/7r/8 b - - 2 98,sfelo2400_mob,117,-9.903,0.0,-3.96,-3.34,quiet,2,2,0,0,
8/5kp1/6p1/p3K3/1p1B3P/P5P1/1P3P2/6r1 w - - 3 49,vssf1_win_d8,112,-0.591,0.0,-1.29,-1.1,ks,3,1,0,0,
8/pp5p/b5k1/5pp1/P7/3PPBP1/3rP2P/6K1 w - - 2 39,vssf1_win_d8,106,-7.905,0.0,-6.0,0.49,quiet,0,1,0,0,
6k1/p1p3pp/1q2pp2/8/1r2P3/4N2P/1P1Q1PP1/6K1 b - - 4 30,vssf1_win_d8,69,-5.633,0.0,-3.43,0.79,quiet,0,0,0,0,
2r1r1k1/1p3ppp/p7/3p4/8/2P1P1nP/1P5R/3R2K1 b - - 1 27,vssf1_win_d8,80,-8.512,0.0,-6.85,-0.96,quiet,1,0,0,0,
4k2r/1Q3pp1/3B4/3p4/p5b1/4q3/P5KP/RR6 b k - 1 40,vssf1_win_d8,42,-4.65,-2.16,2.62,-2.98,ks,3,2,0,0,
r7/pp1q1p1k/3p3p/P1pPb3/2P3R1/1RNnB2P/1P3PP1/6K1 b - - 5 24,vssf1_win_d8,53,-3.118,0.0,-6.15,-0.25,quiet,2,2,0,0,
3r1rk1/pp2pp1p/2n3p1/2q5/2P5/2QP2Pb/P3BP1P/2R1K2R w - - 2 20,vssf1_win_d8,26,-6.917,-1.44,-6.23,-1.08,quiet,2,1,0,0,
3rk2r/1b3ppp/ppq1pn2/2P5/5N2/P1B1P3/1P2QPPP/R4RK1 b k - 4 16,vssf1_win_d8,21,0.402,0.0,1.07,0.02,quiet,1,0,0,0,
r2q1rk1/1pp1p2p/2np2p1/p7/2PP2bP/P1NB1N2/1P3PK1/R2Q1R2 w - - 1 15,vssf1_win_d8,16,0.061,-1.26,2.34,-0.36,quiet,2,0,0,0,
r5k1/pp3pp1/2p1b1q1/4n1Pp/2Pr1b1P/P1RPpP1R/1P2B3/1NQK2N1 w - - 3 24,vssf1_win_d8,10,-5.665,-2.88,-9.07,-4.7,quiet,1,0,0,0,
rnb1kb1r/1pqp4/p3ppp1/2p4Q/P2nP3/2N3P1/1PPP1PBP/R1B2RK1 w kq - 0 11,vssf1_win_d8,5,1.565,0.0,-2.15,0.62,quiet,0,0,0,0,
r1b1kb1r/1p1npppp/pq3n2/3p4/5B2/2P2N2/PP1NPPPP/R2QKB1R w KQkq - 4 8,vssf1_win_d8,0,0.093,0.0,0.2,-0.08,quiet,1,0,0,0,
8/6p1/8/7P/4k1p1/8/3K4/8 b - - 1 52,gnt_ng_s1,128,-2.807,0.0,-2.55,-0.34,quiet,1,1,0,0,
8/8/8/r7/5k1P/8/6K1/8 w - - 1 66,sfelo2400_mob,117,-8.692,0.0,-1.13,0.0,quiet,1,2,0,0,
7R/8/1k3K1P/3b2P1/8/P7/8/8 b - - 0 54,vssf1_win_d8,112,12.21,0.0,10.08,0.23,quiet,1,0,0,0,
6k1/p1p3pp/4pp2/1q6/1rN1P3/7P/1P3PP1/2Q3K1 w - - 1 29,vssf1_win_d8,69,-4.68,0.0,-4.02,0.28,quiet,0,0,0,0,
4r3/1p3kpp/8/1r1p1p1P/2nR4/p1P1P3/5K2/4R3 b - - 1 39,vssf1_win_d8,80,-11.215,0.0,-7.26,0.0,quiet,2,1,0,0,
2r5/4nkb1/R2R1p2/5p2/4p2p/1P2P3/PB3PPP/6K1 w - - 3 36,vssf1_win_d8,80,7.473,0.0,5.67,0.71,quiet,0,2,0,0,
6k1/pp3ppp/2n5/5br1/q7/P1Q1P2P/1P4P1/4RK1R w - - 1 25,vssf1_win_d8,42,-5.457,-1.98,-5.38,-3.99,quiet,1,1,0,0,
r5k1/pp2q3/3pR3/P1pP4/2Pb4/1RNn3P/1P1B1p2/5K2 b - - 1 31,vssf1_win_d8,53,-7.901,-1.14,-7.15,-0.57,ks,3,0,0,0,
3r2k1/pp2pp1p/6p1/2q2b2/2Pr4/2Qn1BP1/3R1P1P/5K1R b - - 1 27,vssf1_win_d8,26,-8.321,0.0,-8.94,-1.92,quiet,1,0,0,0,
r1r5/3p1kn1/p3pb1p/1p5q/P2P1P2/NB2Q2P/4N3/2BK4 b - - 0 32,vssf1_win_d8,32,-4.067,-0.54,-7.3,-0.65,quiet,2,2,0,0,
1r3knr/2p2ppp/p2b4/4p1N1/q7/Pp1P2P1/1PnBPPKP/1R1Q3R b - - 1 19,vssf1_win_d8,16,-6.556,0.0,-3.08,-0.38,quiet,0,1,0,0,
r1b3k1/pp2bppp/2p2n2/4pq2/2Pr4/P2P1B1P/1P3PP1/1NRQK1NR w K - 0 15,vssf1_win_d8,10,-2.593,0.0,-2.56,-0.57,quiet,0,0,0,0,
r3kb1r/pp1npppp/1Qp1b3/3pB2n/3P4/2P2NPP/PP2PP2/RN2KB1R b KQkq - 0 9,vssf1_win_d8,21,3.97,0.0,12.69,0.0,quiet,0,1,0,0,
r1bq1rk1/1p2bppp/p1np1n2/2p1p3/2P4P/PPNBPN2/3P1PP1/R1BQK2R b KQ - 0 9,vssf1_win_d8,0,0.196,0.0,-1.46,-0.03,quiet,0,1,0,0,
8/8/1p4p1/p2k3p/P4PP1/4K2P/1P6/8 b - - 1 36,gnt_ng_s1,128,1.21,0.0,1.74,-0.04,quiet,1,2,0,0,
8/8/8/7P/4k3/8/1r6/4K3 w - - 3 69,sfelo2400_mob,117,-8.088,0.0,-6.46,0.0,quiet,1,0,0,0,
8/1Q6/6K1/8/8/kq6/8/8 w - - 24 89,vssf1_win_d8,85,0.139,0.0,0.2,0.99,quiet,1,1,0,0,
5k2/8/6pp/p3R3/4BPK1/1r6/6PP/8 w - - 0 40,vssf1_win_d8,101,8.322,0.0,5.03,0.44,ks,3,1,0,0,
8/p4pk1/p2pn1p1/6Pp/R7/P1rN4/P4K2/8 w - - 10 46,vssf1_win_d8,96,-7.01,0.0,-4.07,-0.6,quiet,0,1,0,0,
4r3/1p3kpp/8/pr1p1p1P/2n5/2P1P3/4RK2/3R4 b - - 0 37,vssf1_win_d8,80,-10.316,0.0,-7.19,0.0,quiet,2,1,0,0,
7R/bP1n3p/4b3/p3B1pk/4B3/6PP/1P3P2/3K4 b - - 6 35,vssf1_win_d8,90,4.147,0.0,8.21,3.5,ks,0,3,0,0,
5rk1/1p1b3p/4prP1/p1bpP3/P7/2P4R/1PB5/5R1K w - - 0 45,vssf1_win_d8,69,-0.678,0.0,-4.94,-0.62,quiet,1,2,0,0,
r5k1/pp1q1p2/3p3p/P1pPb3/2P2R2/R1N4P/1P3PP1/2B1n1K1 w - - 0 22,vssf1_win_d8,53,-4.612,0.0,-5.57,0.26,quiet,1,1,0,0,
rq1k3r/1pp1n2p/2npB1p1/p5Q1/2P5/6P1/PP2PP1P/R2R2K1 b - - 0 22,vssf1_win_d8,26,0.413,1.8,-0.13,2.6,quiet,0,2,0,0,
rn2kb1r/5ppp/p3pn2/2p1N1B1/1p6/6P1/PPP1NPKP/R4R2 b - - 0 14,vssf1_win_d8,53,-1.469,0.0,1.17,0.54,quiet,0,1,0,0,
r1bqkb1r/p1p5/4pp2/2p4p/3p2p1/P2P1NP1/1PPN1K1P/R1BQ3R w kq - 0 14,vssf1_win_d8,16,-1.7,-1.44,1.44,0.02,quiet,2,0,0,0,
4rbkr/pp3p1p/1q3npB/2p2N2/2P2Q2/8/PPn2PPP/RN1R2K1 w - - 5 20,vssf1_win_d8,10,-5.985,0.0,-0.69,1.18,quiet,0,2,0,0,
rn2kbnr/pp3ppp/4p3/1bpqP3/8/N1P2N2/PP3PPP/R1BQ1RK1 w kq - 0 9,vssf1_win_d8,5,-1.046,0.0,-2.69,0.08,quiet,1,0,0,0,
r1b2rk1/1p3ppp/pq2pn2/n7/PbBP4/1P1Q1N2/3BNPPP/R3K2R b KQ - 2 14,vssf1_win_d8,0,0.271,0.0,-1.64,-0.02,quiet,1,1,0,0,
8/8/k5K1/P6p/7P/6P1/8/8 b - - 0 67,gnt_ng_o,128,4.695,0.0,2.54,0.06,quiet,0,1,0,0,
8/8/3n4/8/2p3pp/3kp3/8/2K5 w - - 0 67,sfelo2400_mob,122,-22.354,0.0,-7.66,0.0,quiet,2,1,0,0,
1r3k2/R4p2/2K5/P4P1p/2p5/2P5/6PP/8 b - - 0 35,vssf1_win_d8,106,5.678,0.0,3.88,-1.1,quiet,1,1,0,0,
3r1b2/p4k2/P3pp2/R4npp/1ppP4/2P2P1P/1P3K1B/4R3 b - - 11 49,vssf1_win_d8,80,1.084,0.0,0.62,0.02,quiet,1,1,0,0,
3r4/p4k2/7p/3qpp1P/1b6/1P3P2/3NR1N1/2B1K3 b - - 4 47,vssf1_win_d8,64,-8.097,-1.53,-10.19,-2.67,quiet,2,1,0,0,
r4rk1/1p1B1pp1/1R6/2p3Bp/p3q3/2P3Q1/P1P2PPP/R5K1 w - - 1 22,vssf1_win_d8,32,9.142,0.0,8.96,0.0,quiet,1,0,0,0,
4kb1r/3q1p1p/r1pp1p2/p1p5/Q1P1p3/P3P3/1P1BBPPP/R2R2K1 w k - 0 20,vssf1_win_d8,26,6.5,0.0,5.45,0.37,quiet,0,0,0,0,
1n2r1k1/3p1ppp/1q6/2pPb3/r3Q3/3RB1PP/pPK2PB1/7R w - - 0 25,vssf1_win_d8,21,-3.891,-4.68,-4.74,-3.75,ks,3,1,0,0,
4r1k1/1pp2ppp/8/3P4/2nb3P/2nb1BPR/4NP2/r1B2KN1 w - - 2 27,vssf1_win_d8,53,-9.674,0.0,-8.36,0.0,ks,4,0,0,0,
4rbkr/pp3p1p/1q3npB/2p1QN2/1nP5/8/PP3PPP/RN1R2K1 w - - 3 19,vssf1_win_d8,10,0.884,0.0,-0.29,1.68,quiet,0,2,0,0,
r1bqk1nr/ppp3pp/3p1b2/2n2p2/2P1P3/2N2N2/PP3PPP/RQB1KB1R w KQkq - 6 9,vssf1_win_d8,0,0.969,0.0,0.0,0.18,quiet,0,0,0,0,
8/1p6/4k1p1/p6p/P4P2/5KPP/1P6/8 b - - 0 34,gnt_ng_o,128,1.392,0.0,1.46,0.34,quiet,1,1,0,0,
8/8/8/1p3p2/1P1K2k1/4P3/4b3/8 w - - 14 55,sfelo2400_big,122,-7.412,0.0,-3.31,0.36,ks,3,1,0,0,
8/pp3p2/2p5/4k1p1/P1P1Bn1p/1P5b/5P1K/8 w - - 3 42,vssf1_win_d8,112,-11.498,0.0,-8.46,-0.57,ks,3,2,0,0,
1B3b2/p2r1k2/P1R2p2/R5pp/1p6/3n1P1P/1P4K1/8 b - - 6 61,vssf1_win_d8,80,0.665,0.0,0.69,0.35,quiet,1,1,0,0,
r1b4r/pp2Q1pk/4p2p/1B1PNp2/8/8/PPP3PP/2K4R b - - 0 23,vssf1_win_d8,58,11.936,0.0,11.28,0.0,quiet,0,2,0,0,
5rkq/1p3pp1/7R/r4B1p/p1p5/2P1B1Q1/P1P2PPP/R5K1 w - - 2 26,vssf1_win_d8,32,14.282,1.8,9.13,0.0,ks,0,3,0,0,
5rk1/r3bp1p/1q1p1p2/pPp5/4Q3/P1BBP3/5PPP/1R1R2K1 b - - 4 26,vssf1_win_d8,26,9.525,1.26,9.96,4.52,quiet,0,1,0,0,
3r3k/1p2p1bp/1qp2np1/p1n1B3/P1B1P3/4Q3/1PP2PPP/3R1RK1 b - - 7 24,vssf1_win_d8,26,3.849,0.0,4.11,1.26,quiet,0,1,0,0,
r3r1k1/1pp2ppp/P7/3P2B1/2nb3P/2nb1BPR/4NP2/5KN1 b - - 0 25,vssf1_win_d8,53,-9.266,0.0,-11.68,-3.84,ks,4,0,0,0,
r4rk1/ppqn1ppp/3p1b2/2p5/1PPpP1b1/Q4N2/PB1N1PPP/1R3RK1 w - - 6 16,vssf1_win_d8,10,-2.329,0.0,-2.42,-0.15,quiet,0,0,0,0,
r1bqk2r/ppp1n1p1/3p1b2/2n2P1p/2P3P1/5N2/PP2NP1P/RQB1KB1R b KQkq - 1 11,vssf1_win_d8,0,-0.423,0.0,0.32,-0.45,quiet,0,0,0,0,
4k3/1p6/6p1/p6p/5P2/6P1/PP3K1P/8 w - - 0 32,gnt_ng_o,128,1.543,0.0,1.68,0.34,quiet,0,0,0,0,
8/4Kp2/8/1p3pPk/1P5P/4P3/2b5/8 b - - 1 43,sfelo2400_big,122,-4.972,0.0,-2.69,0.49,quiet,1,2,0,0,
8/3p4/3P1p2/7p/5k1p/3R1P2/2r5/5K2 w - - 0 50,vssf1_win_d8,106,-5.191,0.0,-3.93,-1.2,quiet,1,2,0,0,
5rk1/6pp/2R1n3/4N3/1P2p3/7P/2P2PP1/6K1 b - - 0 35,vssf1_win_d8,96,4.414,0.0,2.98,0.32,quiet,1,1,0,0,
1B6/p2rbk2/P1R2p2/R5pp/1p5P/5P2/1n6/6K1 b - - 2 63,vssf1_win_d8,80,-1.122,0.0,-1.38,0.53,quiet,0,1,0,0,
2r4k/3q1p1p/4pp2/8/1bN1P1Q1/1N6/5PPP/2R3K1 b - - 10 28,vssf1_win_d8,48,5.233,0.0,3.62,0.69,quiet,0,1,0,0,
4r1k1/Qp3pp1/3q3p/B1p2b2/7P/PP1p4/4rPP1/3R2KR w - - 2 28,vssf1_win_d8,32,-3.354,-1.26,-4.45,-1.65,quiet,2,0,0,0,
r5kr/3nB1p1/pp1pN3/3Pqp1B/8/1P6/P4PPP/3Q1RK1 b - - 0 24,vssf1_win_d8,32,6.578,1.62,6.79,2.96,ks,1,3,0,0,
4r2k/1p1n2bp/1qp1p1p1/p1n1P3/P1BB4/4Q3/1PP2PPP/3R1RK1 w - - 0 27,vssf1_win_d8,26,4.628,0.0,4.38,0.55,quiet,0,0,0,0,
r5kr/1p1q1pp1/pnbBp3/3P2Np/P1B5/5QP1/1P3P1P/R3R1K1 b - - 0 19,vssf1_win_d8,16,7.01,0.0,6.02,1.24,ks,0,3,0,0,
1r3rk1/2q2ppp/1p2bb2/pRp1n3/2PpP3/1Q3N1P/P2N1PP1/B1R3K1 w - - 4 22,vssf1_win_d8,10,-2.985,0.0,-3.68,-0.22,quiet,0,0,0,0,
r1b3k1/1ppq3r/1nn2b2/pN1p2p1/P1P2p2/2B2N1P/1PQ2PP1/R4RK1 w - - 0 20,vssf1_win_d8,5,0.562,2.52,-2.56,2.52,quiet,0,1,0,0,
rnbqr1k1/bp1p1p1p/2p2n2/p3N1p1/N3PB2/P2P2P1/1PP2PBP/R2QK2R w KQ - 0 11,vssf1_win_d8,0,2.832,0.0,2.78,0.49,quiet,1,1,0,0,
8/8/8/pP1k1P2/5K2/8/1P6/8 b - - 0 41,gnt_ng_o,128,6.991,0.0,3.52,0.0,ks,1,3,0,0,
8/8/8/1p1K1p2/1P6/4Pk2/8/1b6 w - - 20 58,sfelo2400_big,122,-7.258,0.0,-3.38,-0.2,ks,4,2,0,0,
8/8/p4N2/6p1/1k6/1n2K3/5PPP/8 b - - 27 64,vssf1_win_d8,117,1.537,0.0,1.08,0.43,quiet,2,0,0,0,
2r4k/5R2/6p1/p2p1p2/P4P2/2PP2PP/5KB1/8 w - - 3 44,vssf1_win_d8,101,9.408,0.0,7.89,0.34,quiet,0,1,0,0,
4r1k1/2R3pp/8/1P6/2N1p3/7P/2n2PP1/6K1 b - - 0 38,vssf1_win_d8,96,4.015,0.0,3.07,0.39,quiet,0,1,0,0,
3k4/1Q3pp1/2pbp3/6p1/4q3/8/PP1K1P1P/3RR3 b - - 10 30,vssf1_win_d8,58,0.207,-2.34,6.69,-3.2,quiet,1,1,0,0,
1r1R3r/5k2/1p2p3/pBp1Pp1p/8/1P2B3/1K4PP/3R4 w - - 1 30,vssf1_win_d8,74,11.087,0.0,7.39,0.0,ks,0,3,0,0,
2r2k2/4bp1p/q3pp2/8/2NNP3/2Q5/5PPP/2R3K1 w - - 29 38,vssf1_win_d8,48,5.481,0.0,3.62,0.83,quiet,0,0,0,0,
3r1kn1/p2q4/6Q1/1pp2p2/1P1np3/4B2P/P3PPK1/3RR3 w - - 1 32,vssf1_win_d8,37,3.034,1.62,3.15,1.37,quiet,2,1,0,0,
r3kr2/p1p1q2p/2pn2b1/4Q3/7P/1P2P3/PBPP1P2/R3K2R w KQq - 0 17,vssf1_win_d8,26,1.534,2.52,-0.48,0.42,quiet,1,1,0,0,
1k5r/p1br1p2/2R1pn2/3n2pp/P2P4/1P2PBP1/1N1B1P1P/R5K1 b - - 0 25,vssf1_win_d8,53,3.638,0.0,3.02,0.69,quiet,0,1,0,0,
3r2k1/2b3p1/p3bp1p/1p2Nq1P/6nB/P7/1P2BPP1/1N2Q1KR b - - 0 31,vssf1_win_d8,26,2.859,0.0,1.54,-0.49,quiet,2,1,0,0,
r2k3r/2qn1p2/2pNb3/p1P1p2p/1n1p2pN/QP1P2P1/P3PPBP/2R2RK1 w - - 0 26,vssf1_win_d8,10,1.455,0.0,4.09,2.53,quiet,0,1,0,0,
rnb1kb1r/ppq2ppp/4p3/2pN4/3P4/1P2P1P1/P4P1P/R1BQKBNR b KQkq - 0 8,vssf1_win_d8,5,3.006,1.62,6.44,1.96,quiet,0,1,0,0,
r1bqk1nr/pp1pbppp/2n5/2pQ4/4PB2/6P1/PPP2PBP/RN2K1NR b KQkq - 2 7,vssf1_win_d8,0,1.983,1.26,0.16,0.25,quiet,0,1,0,0,
8/k5p1/p6p/p6P/4K1P1/8/1P3P2/8 w - - 0 50,gnt_ng_o,128,0.667,0.0,1.76,0.03,quiet,0,0,0,0,
8/8/5P1Q/8/8/5K2/8/5k2 w - - 3 109,sfelo2400_big,106,22.968,0.0,60.71,0.0,quiet,1,1,0,0,
8/8/pN6/2k3p1/8/1n2K3/5PPP/8 w - - 24 63,vssf1_win_d8,117,1.525,0.0,0.71,0.57,ks,3,2,0,0,
6k1/6q1/2p5/p1p5/P1P1Q1p1/3NP1Pp/5P1P/6K1 w - - 1 49,vssf1_win_d8,80,10.506,0.0,6.48,1.14,quiet,1,1,0,0,
4R3/3r2Bp/1r4kP/6p1/8/K3pP2/8/8 w - - 2 61,vssf1_win_d8,90,-1.926,0.0,-5.39,-1.99,quiet,1,2,0,0,
2r1k3/3Rp3/1p6/7r/4N1p1/P2R4/6PP/6K1 b - - 8 38,vssf1_win_d8,80,5.742,0.0,3.85,1.04,quiet,1,2,0,0,
1r4k1/4p2p/3p2p1/p2P1p2/1pr4P/2q1PPP1/3R4/1R2Q1K1 b - - 3 29,vssf1_win_d8,42,-3.142,0.0,-3.38,-0.25,quiet,0,0,0,0,
1r4k1/5Rp1/2Q1p2r/2P1PpNp/3P4/3R4/5KPP/2q5 w - - 1 34,vssf1_win_d8,37,-2.803,-6.48,1.52,-6.11,quiet,1,2,0,0,
r3k3/pp2q3/5n1B/Q1p2p2/3np3/1P5P/P3PPK1/3RR3 b q - 0 26,vssf1_win_d8,37,0.956,1.8,2.23,0.62,quiet,2,2,0,0,
1b1r3r/pk3pp1/2p1pn2/1N1n3p/3P4/1P2PBP1/P2B1P1P/R1R3K1 w - - 1 21,vssf1_win_d8,53,4.007,1.14,1.41,0.62,quiet,0,2,0,0,
rn3rk1/1Q3pp1/3qpn1p/3pNb2/3P4/p3B1P1/PP2PPBP/R4RK1 b - - 0 16,vssf1_win_d8,10,1.51,0.0,2.3,-0.05,quiet,0,2,0,0,
r3kb1r/ppq2p2/b2p1np1/4p2p/3nP3/PPN2PN1/2P3PP/R1BKQ2R w kq - 5 16,vssf1_win_d8,5,-9.21,-2.52,-7.52,-2.45,quiet,2,0,0,0,
r1b1k2r/pp2bppp/1q1P4/2p4n/3n4/2Q1B1P1/PPP2PBP/RN2K1NR b KQkq - 0 12,vssf1_win_d8,0,0.26,0.0,0.99,-0.18,quiet,1,1,0,0,
8/8/8/8/4kp2/8/4K3/8 w - - 0 118,gnt_ng_o,128,-5.001,0.0,0.0,0.0,quiet,2,1,0,0,
