fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
rn1qk2r/1p2ppbp/2p2np1/p2p1b2/P2P1BP1/2P2N1P/1P1NPP2/R2QKB1R b KQkq - 0 8,0,0,near_equal,1.0,-302,29,-185,0,0,0,-117,0,0,0,0
r4bk1/1q3ppp/b3pn2/p1Pp4/3P1B1P/pP3N2/2Q2PP1/R5KR b - - 3 21,26,0,white_winning,1.0,-3573,193,-1144,-1852,-220,0,-120,0,0,300,-537
rn2knr1/1bq4p/4pb2/pPp2PN1/P1Np4/3P2PB/1P2Q2P/R1B1R1K1 b q - 0 19,0,0,white_winning,1.0,-212,559,-2869,2250,380,75,-48,0,0,0,0
r1bq1rk1/ppp3pp/1bnp1n2/4p3/8/P1NP1NP1/1PP2P1P/R1BQKB1R b KQ - 2 10,0,0,black_winning,0.0,721,-222,396,0,0,-75,400,0,0,0,0
8/8/1p6/pPp2p1R/r1k5/8/6KP/8 b - - 0 61,106,1,black_winning,0.0,6004,-432,4371,-292,-89,0,0,0,0,0,874
r1b3k1/2p2ppp/pp1b1n2/4n3/P2N1B2/5NP1/1P2BP1P/R5K1 b - - 3 24,64,0,near_equal,0.0,1334,-92,1314,0,0,0,20,0,0,0,0
r4rk1/ppqbb2p/4pppQ/3pP3/3P4/P1N1P2B/RP3P1P/4K1R1 b - - 1 18,21,0,black_winning,0.0,1327,-162,657,1000,0,-280,-350,0,0,300,0
3rk1r1/p1R2p2/bq2p3/3pN1p1/3P2P1/P3P3/1PQ2P2/4K2R w - - 1 24,32,0,white_winning,1.0,-3863,428,-1408,-1015,0,-889,-111,0,0,0,-440
2r2k2/5b2/1p6/pP6/2p1PN1R/5P2/1PP4p/2K5 w - - 2 56,96,1,white_winning,1.0,-3786,197,-407,-2372,285,0,0,0,0,0,-1256
rn1q1rk1/pp2b1pp/2p5/5b2/P7/2P2N2/1P1P1PPP/R1BQR1K1 b - - 0 14,16,0,black_winning,0.0,1061,-326,831,0,0,0,-70,0,0,300,0
rn3rk1/1p2ppbp/1pppbnp1/6N1/2PP4/2NBP3/PP1B1PPP/R3K2R b KQ - 3 10,42,0,near_equal,1.0,-429,-19,-60,0,0,-75,-294,0,0,0,0
r2qkb1r/pp3pp1/2np1n1p/1P2p3/Q1P1P1b1/2NP1N2/4BPPP/R1B1K2R b KQkq - 0 12,0,0,white_winning,0.0,-583,169,-183,0,0,0,-400,0,0,0,0
r5k1/3nppbp/1p4p1/2pp1b2/5qP1/1NPP1N1P/1P2PPB1/3QK2R w K - 0 18,32,0,near_equal,0.0,-1086,50,791,-2450,0,173,300,0,0,100,0
1r2rb2/1R2nk1B/4p3/1R2P1Bp/5PpP/P1P5/1P4P1/2K5 b - - 0 32,64,0,white_winning,1.0,-11783,496,-6603,0,0,-743,-300,-2574,0,-300,-1263
1n4kr/1p1b1ppp/4pn2/1pB1b3/r1Pp1P2/P2P2P1/4P1BP/RN2K2R w KQ - 1 16,48,0,near_equal,1.0,242,-51,3422,-3404,0,-75,99,0,0,200,0
1r4k1/p4ppp/Prp1q3/R2nP1b1/2QP4/1p4P1/1P2N1NP/5R1K w - - 2 33,21,0,near_equal,1.0,689,-47,1239,0,0,0,-350,0,0,-200,0
5r1k/4q2p/2R5/pp1B4/4Q3/P1P3P1/2P4P/7K b - - 2 39,58,0,white_winning,1.0,-8159,234,-6123,1066,0,-846,-278,-846,0,0,-1132
r2qkb1r/1p2pppp/2b2n2/p1P5/2Pp4/4PQP1/PB1P1P1P/RN2KB1R w KQkq - 1 12,10,0,black_winning,0.0,-2103,-163,-603,-1000,0,0,-102,0,0,0,-398
r5rk/4q1p1/2p3QP/p1b1p3/P3P2P/1p1P1R2/1PP1N3/1K1R4 w - - 0 29,32,0,white_winning,1.0,-4400,424,-2097,-976,0,-496,-158,0,0,0,-673
r1bqkb1r/pp3p2/4p1p1/2pn3p/PnQ5/2NB1NP1/1PPP1P1P/R1B2RK1 b kq - 3 10,0,0,near_equal,1.0,-381,-71,-634,200,0,75,-22,0,0,0,0
5b2/p1r3k1/1p6/3BRKp1/P1p5/2P3PP/1P6/8 b - - 2 45,96,1,white_winning,1.0,-6013,229,-2500,-1135,0,0,0,0,0,0,-838
2kr3r/ppp2ppp/n1n1pq2/3p3b/3P1P2/2N4P/PPPQPPB1/2KR2NR w - - 1 13,10,0,near_equal,1.0,654,-8,705,0,0,0,-51,0,0,0,0
4k3/4b3/2R5/2N1PBp1/3P2K1/8/1r6/8 w - - 4 52,90,1,white_winning,1.0,-10278,481,-7505,0,-25,0,0,0,0,0,-1653
r3rk2/1p4nQ/2p3B1/3nq1p1/p7/4P2P/PP3PP1/R2R2K1 w - - 0 36,26,0,white_winning,1.0,444,170,328,-535,0,101,350,0,0,200,0
8/1p2pk2/6R1/2p2p1B/5P1P/1P2K1P1/1r5n/8 b - - 0 34,96,1,near_equal,1.0,-389,-18,-1501,1090,22,0,0,0,0,0,0
4k2r/1r4b1/2NP4/1pnN1p1p/8/2P2KP1/1P5P/R2R4 b k - 0 35,64,0,white_winning,1.0,-3297,387,-3180,0,350,-34,212,0,183,-200,-628
r3k2r/pp1b1pb1/n2p1n1p/q1pp2p1/2P1P3/P1NBBN1P/1P3PP1/R1QR2K1 w kq - 0 17,0,0,white_winning,1.0,-1356,249,-31,-1000,0,75,-400,0,0,0,0
r3r1k1/2p2bp1/3b1p1p/p7/3RP1B1/2P3N1/PP3PPP/R5K1 b - - 0 21,64,0,near_equal,1.0,-2730,87,-2298,0,0,0,-145,0,0,300,-587
4k2r/4pp2/5bp1/pp1qn2p/Q2B3P/2P3P1/P2pP3/3K1R2 w k - 0 28,48,0,black_winning,0.0,5908,-332,6973,-3229,-300,1683,127,0,0,0,654
b7/5pk1/P6p/1KR5/1N6/4r2P/1PP4P/8 w - - 15 40,96,1,white_winning,1.0,-5608,524,-4060,0,500,0,0,0,0,0,-1108
3qk2r/5p2/1ppppn1p/b7/2PP3P/2N1BPPR/1pQ2P2/rR3K2 b k - 0 23,21,0,near_equal,0.0,629,-118,1204,0,-300,75,-350,0,0,0,0
8/2R3p1/P2bkp1p/2p5/1p6/5PB1/1n3PK1/8 w - - 1 46,101,1,white_winning,1.0,1021,249,1837,-1045,-510,0,0,0,0,0,0
r1bqk2r/ppp2ppp/2n2b2/4p3/3P4/2PB1N2/PP3PPP/R1BQK2R w KQkq - 0 9,10,0,near_equal,0.0,-402,48,-173,0,0,0,-229,0,0,0,0
1k2r3/pp3N2/8/2qp1Q1p/2p5/2P1r3/2P3PP/3R1R1K b - - 4 32,37,0,white_winning,1.0,-3657,295,-1999,-1060,0,57,211,0,0,0,-866
1k1r2r1/pp2n1b1/2nN3p/2P2p1p/2Pp4/B5P1/5PB1/1R3K1R b - - 6 32,53,0,near_equal,0.5,3163,129,2824,0,-100,-86,49,0,0,-100,576
4r1k1/3Q1p1p/2p1r1p1/1p1pP1Pq/3P1RRP/P7/1P6/1K6 b - - 21 46,42,0,white_winning,0.5,-1360,166,235,-1017,0,-278,-300,0,0,0,0
q4k1r/pp1b1pb1/3Pp1pp/2p5/P1P2P2/2P1Q3/1P2N1PP/R2R2K1 b - - 0 19,37,0,white_winning,1.0,-4866,336,-3412,-1045,375,0,-300,0,0,300,-784
r4rk1/p3q1pp/1bp1bp2/7P/P3P3/5P2/1PQN2P1/R1B1K2R w KQ - 1 19,21,0,near_equal,0.0,-697,-71,2,-1039,0,-75,115,0,0,300,0
8/8/5k2/2pb1p1p/7P/7r/1R1K3N/8 w - - 0 47,96,1,black_winning,0.0,7425,-392,5527,0,-90,0,0,0,0,0,938
5nkb/8/1r2p3/q7/p6P/P3PB1R/1P1RQPP1/6K1 b - - 8 49,37,0,white_winning,1.0,-9200,570,-7886,0,207,-26,-108,0,0,0,-1387
r3k2r/p2bppbp/n2p1np1/qppP4/2P2P1N/6P1/PPQNP1BP/R1B2K1R b kq - 0 11,0,0,black_winning,0.0,432,-160,757,0,0,75,-400,0,0,0,0
3rk2r/8/pp2p3/5pN1/P2P4/4K3/1P4bP/7R w k - 0 28,85,1,black_winning,0.0,10050,-578,7675,0,-195,0,0,0,0,0,1765
4k2r/p2pn1b1/bp1q2pp/8/2rpP3/PR3NPB/3QNP1P/3R2K1 b k - 1 21,10,0,near_equal,1.0,-1279,-25,383,-1637,-600,75,400,0,0,100,0
3r4/1p3kp1/4ppNp/p6P/P2P1R2/r7/5PP1/4K3 w - - 2 32,90,1,black_winning,0.0,5439,-385,3762,0,0,0,0,0,0,0,982
r2q1rk1/1pp3pp/1pn1b3/3pp3/4P3/1QP3P1/PP2BP1P/R1B1K2R w KQ - 1 14,21,0,near_equal,1.0,1169,-64,1194,0,0,-75,350,0,0,-300,0
2r1kb1r/p5p1/2p1N1p1/1p2p3/4P2P/PP4P1/1K4P1/2R2R2 b - - 0 30,74,1,near_equal,0.5,-479,93,-479,0,0,0,0,0,0,0,0
rnbq4/pp6/2p1kPQ1/8/3r4/8/PPPB1PPP/R4K1R w - - 1 17,26,0,white_winning,1.0,-6248,443,-5176,0,100,75,156,-1227,0,0,-176
8/5k2/3R2pK/3p3p/4p2P/4P3/5P2/6r1 b - - 11 54,106,1,near_equal,0.5,2228,-10,1752,0,0,0,0,0,0,0,476
5k1B/4b3/R5p1/2p4p/5n2/P7/2r5/5K2 b - - 3 43,90,1,black_winning,0.0,10761,-485,7902,0,353,0,0,0,0,0,1966
rn2k1nr/3p3p/4pbp1/pp6/3BP3/2N5/PP2BPPP/R3K1NR w KQkq - 2 21,48,0,white_winning,1.0,-5735,641,-3426,-1069,0,-135,-154,0,0,-300,-651
2br1k1r/3n1pp1/1p1Np3/p1p5/P1P5/5B2/1B4PP/R1R3K1 b - - 4 27,58,0,white_winning,1.0,-1569,357,-1089,0,0,0,-180,0,0,-300,0
rnbqk2r/pp3ppp/2pb1n2/3P4/3Q4/2N1PN2/PP3PPP/R1B1KB1R b KQkq - 2 7,0,0,near_equal,1.0,-2378,80,-1788,0,0,0,-400,0,0,0,-190
r4k1r/4bpp1/1qn2n1p/pNppp3/Q4PP1/PP1BP2P/3B4/3RK1R1 b - - 1 27,10,0,black_winning,0.0,1983,-186,1322,0,0,198,400,0,0,-100,163
r2bk2r/1q3ppn/2bpp1n1/2p3P1/p1PPP2p/PpN1BN1P/1P1Q1PB1/R1R3K1 b kq - 0 24,0,0,near_equal,1.0,-457,-20,23,-155,0,75,-400,0,0,0,0
2r1kr2/ppq2pbp/2npB1p1/4p2n/P3P3/2Q2N1P/1PPN1PPB/R2R2K1 b - - 0 16,5,0,white_winning,0.5,-1652,197,-4477,3450,0,75,-400,0,0,-300,0
rnbqkbnr/1p3pp1/p3p2p/2p5/3pPB2/2PP1N2/PP2BPPP/RN1Q1RK1 b kq - 1 7,0,0,near_equal,0.0,-908,80,-583,0,0,75,-400,0,0,0,0
7N/r7/pkn2Q2/1p5p/2q5/2P5/PP3PPP/3R1RK1 w - - 0 30,42,0,white_winning,1.0,-12743,827,-10931,1017,0,0,-211,-423,0,0,-2195
1r2k2r/2qnppbp/6p1/3Q1b2/1p1p1P2/pP1P2P1/P1PN2BP/4RRK1 w k - 5 24,16,0,black_winning,0.0,4950,-407,3420,1015,0,-293,-400,0,0,300,908
5k1r/p1p1pNb1/5qpp/1p6/3r3P/1B1nPbP1/PP1B4/N4QK1 w - - 0 26,26,0,black_winning,0.0,7273,-281,9041,-4000,0,624,350,0,609,-200,849
8/5k2/K7/1p5r/1P3npp/2N5/8/5R2 b - - 3 52,96,1,black_winning,0.0,9434,-239,4614,0,80,0,0,0,0,0,860
Q1b1r1k1/3n1p2/1p3npp/1N4N1/1qPPp3/1P2R1P1/5PBP/6K1 w - - 0 25,32,0,white_winning,1.0,-3113,194,-1515,-1069,145,0,-193,0,0,0,-481
r3kb1r/1b1p1pp1/pp2pq1p/8/3nPBnP/PPN2Q2/2PN1PP1/R3KB1R w KQkq - 5 13,0,0,black_winning,0.0,-2643,-197,342,-2235,0,0,-316,0,0,0,-434
8/5pk1/R1R2rp1/7p/3PK2P/4P1r1/8/8 b - - 0 46,85,1,near_equal,0.0,-616,-20,-511,0,-105,0,0,0,0,0,0
6k1/6r1/p5R1/3b1n1p/1Ppr3P/3p4/B2R1NP1/6K1 w - - 1 51,64,0,black_winning,0.0,3296,-344,3287,38,-600,-1,219,0,0,0,353
r1b1k2r/pp3p2/2p4p/2q1P3/n5PR/2P2Np1/2PQP1B1/R3K3 b Qkq - 3 20,21,0,black_winning,1.0,869,-187,1580,-9,-225,-127,-350,0,0,0,0
r4qk1/1p4p1/2pQ2Bp/2r5/2P5/4P1Pb/1R3P2/3R2K1 w - - 1 37,32,0,near_equal,1.0,-867,95,-688,21,0,100,-300,0,0,0,0
1k1r4/pp2qp2/2p4p/4Pb1P/P7/2Nn1r2/QP1BR3/3K3R w - - 0 34,21,0,black_winning,0.0,3457,-452,2711,39,0,114,350,0,0,0,243
5r2/4k3/1b6/3pp1RN/5p2/P6P/1P3PP1/6K1 b - - 0 40,96,1,near_equal,0.5,-1045,31,-1135,0,90,0,0,0,0,0,0
rn3rk1/pb1nbppp/1q2p3/1PppP3/5P2/2PP1N2/1P2B1PP/RNBQK2R w KQ - 3 11,0,0,near_equal,0.0,587,102,-247,1069,0,-75,-160,0,0,0,0
r7/8/8/P3p1N1/1kb4p/5P1P/6P1/4R1K1 b - - 2 45,96,1,white_winning,1.0,-207,273,-1722,690,825,0,0,0,0,0,0
8/2rk3p/3p2p1/3Q4/P2P4/6PP/5PK1/8 b - - 1 45,96,1,white_winning,1.0,-13706,583,-10159,0,-105,0,0,0,0,0,-2592
r3kb1r/4pp1p/p2p2p1/2p5/4q3/1Q2N1P1/P2B2RP/2n2K2 w - - 0 27,32,0,black_winning,0.0,9563,-366,11311,-3250,-267,115,300,0,0,0,1354
R7/8/2k5/4p1P1/2n3K1/2B1p3/8/8 b - - 0 54,106,1,white_winning,1.0,-8407,340,-4682,0,-677,0,0,0,0,0,-1958
8/1p1b2k1/8/2rBp2p/1K2Pp1P/PP3Pp1/8/6R1 b - - 1 37,96,1,black_winning,0.0,220,-232,690,0,-750,0,0,0,0,0,0
5rk1/5ppp/p2r4/2p4P/8/bPP1P3/2QB1PP1/4KBq1 w - - 4 26,48,0,black_winning,0.0,7755,-450,6003,0,0,-75,-30,0,0,-300,2157
R7/8/3k2P1/4p3/2n3K1/2B1p3/8/8 b - - 0 55,106,1,white_winning,1.0,-8449,402,-4505,0,-737,0,0,0,0,0,-1958
2r2rk1/1p3p1p/p2b2p1/3b4/Pn6/2R4P/3BNPP1/1B3K1R w - - 6 23,53,0,black_winning,0.0,2050,-255,1583,0,0,0,156,0,0,0,311
r1bqk2r/1p1p1ppp/2n1pn2/pBb5/8/4PN2/PPP2PPP/RNBQ1RK1 w kq - 0 8,0,0,near_equal,0.5,1067,8,592,0,0,75,400,0,0,0,0
8/8/2k5/3R4/2P5/2P5/1K6/4r3 w - - 1 89,106,1,near_equal,0.5,-4820,2,-2928,0,210,0,0,0,0,0,-1052
r4rk1/1pp1npp1/3p1q2/p3p1p1/NPB1P1QP/P2PP3/2n1K1P1/1R5R w - - 0 16,21,0,near_equal,1.0,3743,141,3078,30,0,58,195,0,0,200,182
rn2k3/pp3p2/2pq2p1/3p2Pr/3P4/1P2P3/P4PB1/R1Q1K2R b KQq - 0 18,32,0,near_equal,0.5,217,-42,-600,1060,0,0,-243,0,0,0,0
2r1k2r/p4p2/1q1p4/2p1p1bp/1nP1P3/1Q2PbP1/PP1BN3/R2K1R2 w k - 0 22,16,0,black_winning,1.0,2231,-211,4981,-3450,0,0,400,0,0,300,0
2k1r3/4r3/1qpn1p2/b1Np3p/P2P1Pp1/1p2B1P1/7P/1QRR2K1 b - - 7 41,21,0,black_winning,0.0,3352,-206,1058,1598,-168,-92,350,0,0,0,606
r3kb1r/3n1pp1/3Bpq1p/p7/2PP1Q2/3B1PP1/P6P/RN2K2b b Qkq - 4 21,21,0,black_winning,0.0,4881,-264,3491,1030,-30,-326,-350,0,0,0,1066
8/pk6/r1pr2p1/3nRp1p/P2N4/1P1NP3/3K1PPP/7R w - - 5 27,69,1,white_winning,1.0,-7335,633,-5282,0,0,0,0,0,0,-200,-913
r3r1k1/p1q2p1p/1p4p1/1npPp3/1n2N2b/1P2PPP1/1B1PN2P/RQ2K2R b KQ - 0 24,10,0,near_equal,0.0,2634,-80,611,1656,536,-107,-400,0,0,0,338
8/4k1p1/r5P1/4K3/8/1R6/1P3P2/8 b - - 0 48,106,1,white_winning,0.5,-1391,165,-2616,1225,0,0,0,0,0,0,0
4r3/5pkp/p2p4/np3P2/nPbN1K2/P1N5/4B2P/R6R w - - 1 34,64,0,white_winning,1.0,-6562,389,-5296,0,0,-214,292,-1347,1365,0,-1362
r4rk1/ppqnbpp1/4bB1p/4p3/1PPp3P/P2P1NP1/1R3P2/1N1QKB1R b K - 0 13,5,0,black_winning,0.0,732,-196,-2843,3450,0,-75,400,0,0,-200,0
r1b1k2r/p3b1pp/1ppqpn2/2nPNp2/3P4/1Q1BP3/PP1B1PPP/RN3RK1 w kq - 1 11,0,0,near_equal,1.0,-4157,93,-2264,-1250,0,75,-289,0,0,0,-429
1k6/p3b1R1/1pp4p/4r3/1P4P1/P7/2P4P/7K w - - 0 34,101,1,black_winning,0.0,5037,-321,3405,0,0,0,0,0,0,0,1002
8/5k1p/5p2/2Bp3r/3P4/8/3K4/8 w - - 0 43,112,1,black_winning,0.0,6857,-438,4232,0,0,0,0,0,0,0,1775
r4k2/p4ppp/1rp1pn2/1P6/1bpP4/4PNPP/3NKP2/R6R w - - 0 21,64,0,near_equal,0.5,531,-30,1570,-664,-80,-75,-20,0,0,-200,0
r2qk2r/pp3ppp/2p1bn2/3n4/1b5N/2N3P1/PPPQ1PBP/R1B2RK1 w kq - 6 12,0,0,near_equal,1.0,660,2,185,0,0,75,400,0,0,0,0
1r2k3/pp6/4b3/2p3p1/P1P1P2p/4P1rP/1P3K2/R1B4R b - - 1 24,74,1,black_winning,0.0,625,-250,-885,1135,375,0,0,0,0,0,0
2q1N1k1/6p1/1nB1bp1p/1p6/1PnQ1B2/r1P3P1/7P/4R1K1 w - - 0 34,32,0,white_winning,1.0,-2466,192,-487,-1045,0,-232,-300,0,0,-100,-302
6kr/1p3ppp/4p3/1PB1n3/r2p2n1/PN1P2P1/4P2P/R3K2R b KQ - 1 20,64,0,near_equal,1.0,894,121,194,0,0,226,274,0,0,200,0
2k2r2/q2n4/1p1p1rp1/4p1Np/p1PnPP1P/B2Q2P1/P7/2R1RK2 w - - 0 31,21,0,near_equal,0.5,-145,83,-134,0,0,0,-211,0,0,200,0
r1q1kb1r/1p2p2p/p2p1np1/8/P2Q4/2N4P/1P2BPP1/2R2RK1 w kq - 1 20,21,0,white_winning,1.0,-47,256,98,0,0,75,-220,0,0,0,0
8/2q1p3/np1p1r1k/p1pP2R1/N1P4P/P2QP2P/1P1N1r2/6K1 w - - 9 40,37,0,white_winning,1.0,-6112,202,-2035,0,117,-642,-300,-2991,0,-200,-61
2r1kb1r/pp1bpppp/2np1n2/q5N1/P3P3/2NBB2P/1P3PP1/R2QR1K1 b k - 10 12,0,0,near_equal,1.0,185,16,510,0,0,75,-400,0,0,0,0
r3k2r/p1q2pp1/2p1pn1p/3p1b2/3Q1P2/2P5/PP1NPPBP/R3K2R w KQkq - 0 13,21,0,near_equal,0.0,896,-64,546,0,0,0,350,0,0,0,0
6k1/ppB2p1p/5n2/5bp1/PP6/5P2/3r1PKP/8 w - - 0 32,101,1,black_winning,0.0,14328,-672,10714,0,0,0,0,0,0,0,2874
8/8/2p4R/3kn3/r1p5/P1R4P/4r1PK/8 w - - 6 64,80,1,black_winning,0.0,4740,-426,3290,0,-560,0,0,0,0,0,825
r1b1k3/1p1p1pb1/1Q1P2n1/p1p3qp/2P1B3/5P2/PP2N1P1/3RK2R b Kq - 0 26,26,0,white_winning,1.0,-2989,308,-2296,0,0,-289,-350,0,0,300,-354
8/5k2/2p1r3/5P2/8/5K2/4N3/2R5 b - - 0 46,101,1,white_winning,1.0,-6281,350,-4482,0,825,0,0,0,0,0,-1529
r2qkbnr/1b1p1ppp/ppn1p3/8/3NP3/PPN5/2P2PPP/R1BQKB1R w KQkq - 1 8,0,0,near_equal,0.0,-126,4,274,0,0,0,-400,0,0,0,0
3Q1b1k/6pp/8/8/Pqp2P2/6P1/6PK/8 b - - 3 41,80,1,black_winning,0.5,7511,-294,3349,1472,135,0,0,0,0,0,1378
3k1r2/p5p1/1p1bQ3/7p/P4P2/1P2P3/6P1/2r2B1K w - - 0 30,74,1,white_winning,1.0,-1490,169,-1490,0,0,0,0,0,0,0,0
r3kr2/2pq2bp/ppn1p1p1/3pPnP1/3P1B2/N1P2N2/PPQ4P/2R2RK1 b q - 5 17,10,0,near_equal,1.0,-240,-33,85,0,0,75,-400,0,0,0,0
1k1rr3/1pnnbppp/p2q4/P1pPp2b/4P2P/1BNQ1N2/1P1B1PP1/R5KR w - - 9 19,0,0,near_equal,1.0,-745,126,-912,0,600,-33,-400,0,0,0,0
r3k1nr/1p1q1pp1/p1nb4/3p3p/3P2b1/1QNB1NP1/PP3P1P/R1B1K2R w KQkq - 4 13,0,0,near_equal,0.0,-1378,-88,67,-1045,0,0,-400,0,0,0,0
1b2k1r1/1P3p1p/p2pp3/5p2/2P5/2R5/P4PPP/1R4K1 w - - 1 26,90,1,white_winning,1.0,-4074,430,-3626,0,600,0,0,0,0,0,-553
r4rk1/1q2pp1p/pP2bnpb/1P1p4/3Q4/B1P1PN2/P2N1PPP/1R2K2R b K - 3 15,10,0,near_equal,0.5,-2087,48,-1977,0,625,-75,-400,0,0,100,-360
8/6kp/p2R2b1/P3R3/2r1p3/8/4PPK1/8 w - - 0 44,90,1,white_winning,1.0,-4979,487,-1893,-1090,0,0,0,0,0,0,-1056
4kr2/p1rp2p1/1p2q3/4pp1p/1P5P/P3P3/1B1Q1PP1/R4K1R w - - 4 27,37,0,white_winning,1.0,-3054,392,-2900,0,0,176,261,0,0,0,-591
r4rk1/pp1n1pbp/5qp1/1Np3N1/2P4P/1P2P1P1/1nQ2P2/1R3K1R b - - 4 21,16,0,black_winning,0.0,4006,-297,3119,0,0,0,168,0,0,0,719
3r3k/6pp/p1p5/3qp3/3r2R1/7P/1PQN1P2/4KB2 w - - 0 31,42,0,near_equal,0.5,506,-48,1179,-1042,0,69,300,0,0,0,0
8/3k4/5p1p/3rp3/6PP/PPR5/5P2/6K1 w - - 1 40,106,1,white_winning,1.0,-4379,404,-2820,0,0,0,0,0,0,0,-909
8/3kP3/1P6/2BK4/6P1/8/4rP2/8 b - - 0 62,112,1,white_winning,1.0,-8863,342,-5796,0,300,0,0,0,0,0,-1259
R5nr/2k1ppb1/3p2p1/1bpP3p/p4B1P/5BP1/P3PP2/5K1R w - - 3 27,69,1,white_winning,1.0,-306,196,-411,0,105,0,0,0,0,0,0
5rk1/p4p1p/4p1pP/1p2P3/2p1PQP1/2Pr4/1P3RBK/3q4 b - - 0 33,48,0,black_winning,1.0,3990,-258,3998,0,0,-1704,-275,0,714,0,1257
rn1qk2r/1p3ppp/2ppbn2/p3p3/N3P3/P2PQ1P1/1PP2PBP/R3K1NR w KQkq - 1 11,10,0,near_equal,0.5,610,5,342,0,0,0,268,0,0,0,0
rn3rk1/1p1b1p1p/3p1Bp1/p2P4/7P/P6P/1p2PPB1/1R2K2R w K - 2 21,64,0,near_equal,1.0,-1461,138,1727,-2287,-300,-105,-196,0,0,-300,0
8/2k5/1N6/2B2P2/8/Pbb3P1/6KP/8 w - - 0 54,106,1,white_winning,1.0,-8327,330,-6022,0,160,0,0,0,0,300,-1674
1r3rk1/3pbp2/b1n1q2p/p1p1PBp1/1pP5/3Q4/PP1NNP1B/3RR1K1 b - - 1 24,5,0,white_winning,1.0,-10327,469,-1651,-6505,0,0,-400,0,0,-200,-1571
2r2rk1/4b1pp/pn2q3/R1p5/1n1ppB2/1P1P2PP/3QPPB1/4K1R1 w - - 0 27,16,0,black_winning,0.0,5237,-535,3905,30,0,346,400,0,0,-100,656
3k4/3p1p2/1rbPp2p/pNp1b1rP/P1P1P1p1/6P1/3R1PB1/2R3K1 w - - 7 37,64,0,near_equal,0.0,1560,-134,118,1156,0,66,-80,0,0,300,0
r1b5/pp5p/2k1p3/2b1Q3/2Nq4/1PNr4/P5PP/R4R1K w - - 6 23,21,0,white_winning,1.0,-4876,262,-2301,0,0,0,-350,-2325,0,100,0
8/5rk1/3Q1p1p/5r2/1p1P4/1P4P1/q7/4R1K1 w - - 1 43,53,0,black_winning,0.0,5168,-172,4420,-56,-8,258,-162,-972,0,0,1688
4r1k1/1p3pp1/5n1p/pq1p1Q2/2rR2P1/P4N1P/1P3P2/1R4K1 w - - 0 27,32,0,near_equal,0.0,2340,-95,2289,0,-297,-114,220,0,0,0,242
8/4kp1p/b2b1p2/2p2P2/1n1PB1P1/2N2K1P/4N3/8 b - - 1 42,96,1,near_equal,0.5,-717,-7,-817,0,0,0,0,0,0,100,0
3r2k1/6p1/4bp1p/r1q1p3/p1p1P2P/N1Pp1P2/PPNR2P1/K2Q4 w - - 3 40,37,0,black_winning,0.0,3435,-278,3219,0,-500,157,300,0,0,-200,459
8/8/7p/3kp1p1/3p2P1/r6P/3R2K1/8 w - - 0 73,106,1,black_winning,0.0,6468,-538,4253,0,-455,0,0,0,0,0,952
2R5/8/8/1k1r3p/6p1/3NK1P1/6PP/8 b - - 3 58,101,1,white_winning,1.0,-8273,473,-5196,0,0,0,0,0,0,0,-1827
2rq1rk1/p2bbppp/1p2pn2/nPp1N3/2P1N3/P3P1P1/1B1P2BP/RQ2KR2 b Q - 4 17,0,0,near_equal,1.0,-633,35,-158,0,0,-75,-400,0,0,0,0
r1bq2k1/1p4b1/n2p3p/p2r2p1/QPPp4/3P2P1/P2B1P2/R2K3R w - - 0 20,21,0,black_winning,0.0,2752,-208,6406,-4800,0,56,350,0,0,300,440
4n2R/5k2/1p6/4K1P1/r3N2P/8/8/8 w - - 0 69,96,1,white_winning,1.0,-4818,197,-3108,0,402,0,0,0,0,0,-449
r2q1rk1/1p1P1p2/4p2p/p5pb/P2P4/3BPN1P/1B3KP1/R2Q4 b - - 0 25,32,0,white_winning,1.0,1364,308,-669,2097,300,141,-300,0,0,-300,95
2kr1b1r/pppq1pp1/1n2p3/1b1nP3/3PB3/5N2/PPQB1PPP/RN2R1K1 w - - 5 15,0,0,near_equal,1.0,-1720,125,-1130,0,0,0,-400,0,0,0,-190
r3k2r/pbnppp2/1q3bp1/2pP3p/1pP5/1Q1BPPP1/PP5P/R1B1K1NR w kq - 0 14,10,0,near_equal,0.5,464,-28,864,0,0,0,-400,0,0,0,0
2rr2k1/1p3ppp/4p3/p3P3/6P1/5Q2/q2p1P1P/1N1R2K1 w - - 0 39,48,0,black_winning,0.0,6734,-558,6551,-1100,-292,-154,-12,0,0,0,1741
4rrk1/p1bn1ppb/2N4p/2PB4/PP5P/3PB3/3K4/R6R b - - 0 25,53,0,white_winning,1.0,-2290,219,-1009,-1028,450,-75,-156,0,0,0,-472
r2qkb1r/pbpn1p2/1p1p1npp/6B1/2BPp3/2P1P2P/PPQN1PP1/RN2K2R w KQkq - 0 11,0,0,near_equal,0.5,-97,22,-458,0,0,0,361,0,0,0,0
rn1qk1nr/pp2bppp/2p1p3/7b/3Pp3/3B1N1P/PPPN1PP1/R1BQR1K1 w kq - 0 9,0,0,near_equal,1.0,-1131,51,173,-1069,0,75,-310,0,0,0,0
