fen,phase_score,is_endgame,status,result_white,our_total,sf_static_cp,pieces,capture_gains,passed_pawn_support,latent_threat,central,imbalance_white,imbalance_black,pair_bonus,piece_value_boost
3k4/pp1b3P/2pR4/8/r7/5BK1/8/8 w - - 0 45,96,1,white_winning,1.0,2041,349,1777,0,0,0,0,0,0,0,852
7n/2B3R1/8/5pP1/6k1/8/8/K7 b - - 2 96,106,1,white_winning,1.0,-10233,405,-7222,0,125,0,0,0,0,0,-2424
4r1k1/4b3/2n1Pp2/pqp2P1p/1p1pQ1pP/3P1N2/BnP4B/6RK b - - 1 33,32,0,near_equal,1.0,4278,139,2082,2250,-145,-587,-143,0,0,-100,921
2r5/3k4/p6p/3n3P/8/P1b5/2RB2r1/3K3R b - - 3 34,69,1,black_winning,0.0,6868,-418,5412,0,0,0,0,0,0,0,761
2r1k3/pb6/8/1p2p2p/4P2P/5P2/PP2RK2/6R1 b - - 1 35,90,1,white_winning,1.0,-5153,485,-3514,0,0,0,0,0,0,0,-944
5k2/3r4/R5R1/7p/5P2/4PK2/8/8 w - - 4 71,96,1,white_winning,1.0,-11689,626,-8369,0,120,0,0,0,0,0,-2500
4k3/Bp2bp1r/2p3n1/7p/1n3PbP/4P1P1/3N4/4KBNR b K - 0 23,64,0,near_equal,0.5,236,-116,312,0,0,-49,-27,0,0,0,0
8/8/8/2k5/2P2R2/K1P5/8/1r6 w - - 39 108,106,1,near_equal,0.5,-4649,4,-2417,0,225,0,0,0,0,0,-1052
8/p6r/2bkpp2/2p2p2/Pp5P/1P1PP3/3NBP2/4K3 b - - 2 35,101,1,black_winning,0.0,6609,-412,2790,1435,285,0,0,0,0,0,1204
1k6/8/p1p1Q3/5P2/p1Bq4/2N5/K7/8 w - - 12 64,74,1,white_winning,1.0,-15580,458,-5922,-4395,-1080,0,0,0,0,0,-3062
8/p7/k1pB3p/6p1/P7/3b2P1/1R4K1/4r3 w - - 0 37,96,1,near_equal,0.5,4497,-139,2940,0,0,0,0,0,0,0,817
r3k2r/pp1b1pbp/n2ppnp1/q1pP4/2P1P3/P1NB1N1P/1PQB1PP1/2KR3R b kq - 10 12,0,0,near_equal,0.0,-677,138,-352,0,0,75,-400,0,0,0,0
r1b1kb1r/q2n1p2/ppp1p1p1/P2n3p/1PBP4/1QN1PN2/5PPP/R1B1K2R w KQkq - 2 14,0,0,white_winning,0.0,-120,151,-765,1045,0,0,-400,0,0,0,0
r1b1k1nr/1pqp1pp1/p1n1p2p/8/1b1NP2P/2N1BQ2/PPP2PP1/R3KB1R w KQkq - 3 9,0,0,near_equal,1.0,-333,43,67,0,0,0,-400,0,0,0,0
2n2rk1/1pr3pp/2b1pp2/p7/2PP2P1/1P1BRN1P/P7/R6K b - - 0 25,64,0,near_equal,0.0,-2185,-19,-537,-1079,0,-148,-249,0,0,0,-172
r1b2rk1/1p1pb1pp/pqn1pP2/2pP3n/2P5/4BN1P/PP1N1PP1/R2QKB1R b KQ - 0 11,0,0,white_winning,1.0,-143,240,-648,1000,0,-95,-400,0,0,0,0
r1b1kB1r/pppp1pp1/2n1qn2/1B2p2p/8/1P2P3/P1PP1PPP/RNQ1K1NR b KQkq - 0 7,5,0,near_equal,0.0,38,-16,-3512,3450,0,0,400,0,0,-300,0
r2r3k/1ppb1Bpp/p4n2/4q2P/Pn5R/1QN3P1/1P3P2/R1B2K2 w - - 0 19,10,0,near_equal,0.0,-3768,123,22,-3250,0,-109,400,0,0,-100,-731
8/5r2/pkp4R/2p5/P1P5/3P1p2/5K2/8 b - - 7 54,106,1,near_equal,0.5,1105,-43,1855,0,-750,0,0,0,0,0,0
q6r/pbQ2ppk/1p5p/2n5/8/P5P1/1P2PPBP/3R1RK1 w - - 2 26,37,0,white_winning,1.0,-5138,489,-4404,0,0,0,-71,0,0,0,-663
1rbqk1n1/1p3p1r/p1n1p1pp/3Np3/Q1PpP3/3B2PP/PP1B1P2/2R1K2R w K - 0 15,10,0,near_equal,0.0,2635,-26,121,2250,-646,0,400,0,0,-100,610
8/p2r4/8/P1p1p3/1p1k1p2/1P1P1P2/3K4/5B2 b - - 2 61,112,1,black_winning,0.0,6720,-415,4111,0,0,0,0,0,0,0,1159
1r2k1nr/pp1qppbp/n2p2p1/2pP4/2P1P1bP/P1NB1N2/1P3PP1/R1BQK2R b KQk - 0 10,0,0,near_equal,1.0,-838,76,-297,0,0,-141,-400,0,0,0,0
6k1/5p2/p1p3pp/8/P2b1P2/6P1/R3K2P/1r6 w - - 0 36,101,1,black_winning,0.0,9354,-461,6956,0,0,0,0,0,0,0,1748
4r3/6k1/2pr1p2/R5p1/P1PP4/1P2PR2/3K2P1/8 b - - 0 40,85,1,white_winning,1.0,-6130,503,-4036,0,-83,0,0,0,0,0,-1071
r1bqk1nr/1pp2ppp/p1nbp3/8/P1BP4/4PNP1/1P3P1P/RNBQK2R b KQkq - 0 7,0,0,near_equal,0.0,-516,2,-116,0,0,0,-400,0,0,0,0
r1n1k1r1/3b3p/2p1ppp1/8/pQBN4/4P2P/1P3PP1/R5K1 b - - 7 31,53,0,white_winning,1.0,-6256,550,-3928,-2173,0,-46,-81,0,0,0,-28
q5kr/pb3pp1/1p1Q3p/2n5/8/P5P1/1P2PPBP/3R1RK1 w - - 0 25,37,0,white_winning,1.0,-4241,540,-3389,0,0,-23,-166,0,0,0,-663
r1b1kb1r/5p2/p2pp3/1qp1n1pp/2P1PN2/3PN1P1/RP3PBP/3QK2R b Kkq - 0 15,10,0,near_equal,0.0,12,-56,312,0,0,0,-400,0,0,100,0
6kr/1p3ppp/2n1p3/1pB1P3/r1Pp2n1/P2P2P1/3NP2P/R3K2R w KQ - 0 19,64,0,near_equal,1.0,101,55,-303,156,0,25,23,0,0,200,0
8/2Qqk2p/2Rp2p1/1p1P3r/p7/P3P3/1P2KP2/8 w - - 12 46,64,0,near_equal,0.5,-590,65,-167,1156,0,-331,-135,-2172,1059,0,0
r4k1r/1p3pp1/p1n1b2p/4bn1P/6R1/R7/2N1PPB1/1NB1K3 b - - 4 26,42,0,black_winning,1.0,4101,-252,3154,0,0,54,300,0,0,0,593
8/8/8/2p4R/2P2p2/5Pkn/3K1b2/8 w - - 0 53,106,1,black_winning,0.0,4136,-283,2065,0,0,0,0,0,0,0,821
8/4Pr1p/pk6/n1p5/5B1R/2P4P/P1P2K2/8 b - - 0 36,96,1,white_winning,0.5,-2160,271,-4112,2372,0,0,0,0,0,0,0
rnb2rk1/1pp4p/3p1n2/p7/2PNp3/5P2/PP4PP/R1B1KB1R w KQ - 1 13,53,0,near_equal,1.0,-76,63,-33,0,0,-75,132,0,0,-100,0
r1bqk1nr/pp1p3p/2n2bp1/2p2p2/2P1p3/N3P1P1/PP1PBPNP/R1BQ1RK1 b kq - 3 9,0,0,near_equal,1.0,458,-4,-17,0,0,75,400,0,0,0,0
r1b1k2r/1pq1npb1/p2ppnp1/2pP3p/P1P1P3/2NQ1N2/1P2BPPP/R1B1K2R b KQkq - 0 12,0,0,near_equal,0.5,-86,60,314,0,0,0,-400,0,0,0,0
r2q1k1r/npp1bpp1/4bn2/p2p4/3P3p/PP2PN1P/1BQN1PP1/R3KB1R b KQ - 3 15,0,0,near_equal,0.0,-260,18,215,0,0,-75,-400,0,0,0,0
r1bqk2r/pp3p2/2np1npb/2p1p1B1/Q1P1P3/2NP1N1P/PP3PB1/R3K2R b KQkq - 1 14,0,0,near_equal,0.0,-688,-113,-423,0,0,0,-265,0,0,0,0
2r1k1r1/pQ2ppbn/2npb1p1/q1p3Pp/2P5/P1NP1N1P/1P1BPPB1/1R2K2R w K - 0 16,0,0,white_winning,1.0,-844,266,-913,0,0,0,69,0,0,0,0
r1b1k1nr/1p5p/p2p1p2/2b1p3/1q1n3R/P1NQ2B1/1PP1PPP1/2KR1BN1 b kq - 0 16,0,0,white_winning,1.0,215,216,-335,0,0,150,400,0,0,0,0
1rnqkb1r/ppp3p1/2n1ppp1/3p4/3P2PP/3BPQ2/PPPN1P2/R1B1K2R b KQk - 3 11,10,0,near_equal,1.0,-2011,94,-393,-1030,0,0,-243,0,0,-100,-245
r3k2r/1p1n1pbp/2pp1np1/p3Pb2/P1P5/2N1qNPP/RP2PPB1/2B1K2R w Kkq - 0 14,21,0,black_winning,0.0,912,-294,9509,-9000,0,280,123,0,0,0,0
N3k2r/1q3pbp/3p2p1/p1p4n/Pp1nP3/1P1BQ1P1/1P3P1P/R1BR2K1 b k - 2 22,21,0,white_winning,0.0,-2396,153,-5547,3250,0,75,350,0,0,-100,-424
6k1/6pp/8/1rppP3/2n1N3/2N1q1P1/PPP4P/3K3R w - - 0 24,69,1,black_winning,0.0,6403,-349,4932,112,0,0,0,0,0,-200,1178
5k2/3r4/R2R4/7p/5P2/4PK2/8/8 b - - 5 71,96,1,white_winning,1.0,-11718,501,-8488,0,210,0,0,0,0,0,-2500
2rk4/p2p1n2/1pn1rN2/2p5/3bPBP1/3R2P1/P4P2/3R2KB w - - 4 35,53,0,near_equal,1.0,-2380,115,-1649,0,-240,75,-124,0,0,-100,-342
rn1qk2r/pp2pp2/2p3pb/3p1b1p/3PnP1N/2P1Q1P1/PP2P2P/RNB1KB1R b KQkq - 0 9,0,0,near_equal,1.0,1171,-105,1152,0,0,0,19,0,0,0,0
r4rk1/6p1/p2qpn1p/1p1nN3/3P3P/3p3R/PP1QN3/1K1R4 w - - 0 25,21,0,near_equal,0.5,869,-118,2839,-1852,-500,32,350,0,0,0,0
r2r2k1/pp3p1p/4p1p1/2b1P3/2p1PQ2/1qPb2P1/1P3NBP/R4R1K b - - 9 26,21,0,black_winning,1.0,4715,-203,1686,2565,0,-306,-350,0,0,300,820
r3r1k1/pp3ppp/4qP2/6Q1/Pb1Pp3/1P6/R1P1N1PP/6KR b - - 1 28,32,0,near_equal,1.0,939,-36,-141,1000,46,0,34,0,0,0,0
2r2k1r/4np2/1q1Bpbpp/2P5/P1QPB3/5P2/6PP/R2R2K1 w - - 1 40,21,0,white_winning,1.0,-16580,474,-3758,-10000,545,0,-350,0,0,-300,-2717
1r4k1/p4ppp/Prp4b/R3P3/1nqP4/1p3QP1/1P2N1NP/R6K w - - 14 39,21,0,near_equal,1.0,1046,-52,709,1075,0,-188,-350,0,0,-200,0
r2q1rk1/1pp2p2/p1nb1n1p/3pB1p1/3P4/2N3Q1/PPP1BPPP/2KR3R b - - 6 14,10,0,near_equal,1.0,-911,112,-974,200,0,0,-37,0,0,-100,0
r1b2rk1/4qppp/p1pb1n2/8/Np1pP3/1B1Q1N2/PPP3PP/R4RK1 w - - 0 15,10,0,near_equal,0.5,1336,59,1252,-15,0,0,-1,0,0,100,0
8/p2p1k2/1p2p3/4P3/1PP1P3/2p4r/P3R2P/2K5 b - - 0 28,106,1,near_equal,0.5,-862,1,138,0,-1000,0,0,0,0,0,0
r4rk1/1pqn1ppp/2p1pn2/8/p2P4/1Q2PB1P/PP1N1PP1/R2R2K1 w - - 0 17,21,0,near_equal,1.0,-401,50,-251,0,0,0,-350,0,0,200,0
8/pb1kr3/8/1p2p1Rp/1P2P2P/5P2/P1R2K2/8 w - - 5 39,90,1,white_winning,1.0,-6673,540,-3324,-1135,0,0,0,0,0,0,-1364
rnb1k2r/1pqpnpbp/p3p1p1/2pP4/P1P5/4PB2/1P3PPP/RNBQK1NR w KQkq - 2 8,0,0,near_equal,0.5,-425,90,-116,0,0,0,-309,0,0,0,0
r1b1k2r/p3pp1p/2P3p1/3P4/1n6/2b1PBP1/P2N1P1P/1R2K1NR b Kkq - 0 17,53,0,near_equal,0.0,-2558,136,-3065,1028,250,-199,-258,0,0,100,-414
k7/1p2n1q1/2p1B1p1/7p/p3PQ1P/2P3P1/PPK5/8 b - - 0 32,74,1,white_winning,1.0,-4764,258,-3800,0,247,0,0,0,0,0,-381
2r1kb1r/pp1n1ppp/3pb3/q2n4/3BN2P/P1N3Q1/1P2PPP1/2KR1B1R b k - 0 17,0,0,near_equal,1.0,-358,-102,-237,0,0,75,-196,0,0,0,0
r7/1np1r1k1/5p1p/p5p1/3P3P/1R2P3/PPP3P1/2K4R w - - 0 27,80,1,near_equal,1.0,-2447,-115,1492,-3250,0,0,0,0,0,0,-689
8/k4b1r/7P/pRp3R1/P7/2K2PN1/2P3r1/8 b - - 5 70,74,1,white_winning,1.0,-4183,267,-2806,-205,750,0,0,0,0,0,-737
1n4kr/1p1b1ppp/4pn2/1pB1b3/r1Pp1P2/P2P2P1/4P1BP/RN2K2R w KQ - 1 16,48,0,near_equal,1.0,242,-51,3422,-3404,0,-75,99,0,0,200,0
r3kb1r/pp1b1ppp/n2p4/q2n4/3Bp3/P1N5/1P1NPPPP/1QKR1B1R b kq - 1 13,0,0,near_equal,1.0,274,-33,859,-1060,0,75,400,0,0,0,0
2r3k1/p5pp/4pp2/P2r4/2PQ3P/R3PqP1/5P2/2R3K1 w - - 3 36,42,0,near_equal,1.0,-6734,88,-1201,-5017,216,338,-7,0,0,0,-1063
2r1kbnr/pp4pp/q3p3/3pPp2/P2P4/4BQ1P/1Pn1NPP1/RNR3K1 b k - 3 15,10,0,near_equal,1.0,4796,46,-900,5000,0,75,-400,0,0,0,1021
r1b1k2r/pp3pbp/n2ppnp1/q1pP4/2P1P3/P1NB3P/1PQB1PP1/2KR2NR b kq - 8 11,0,0,near_equal,0.0,-437,124,-112,0,0,75,-400,0,0,0,0
r2qk2r/2p1bppp/p3p3/1p1bn2n/3P4/2PB1N2/PP2QPPP/R1B1K2R w KQkq - 0 14,5,0,near_equal,0.5,466,-46,3718,-3250,0,0,-202,0,0,200,0
1nbq1k1r/rp3ppp/2pbpn2/p2p4/2PP4/PP1BPN2/2QN1PPP/R1B1K2R w KQ - 1 10,0,0,near_equal,1.0,-116,135,359,0,0,-75,-400,0,0,0,0
r1bqkbnr/pp3p1p/2N3p1/3pp3/8/1P2P3/P1P1BPPP/RNBQK2R b KQkq - 0 7,5,0,near_equal,0.0,-383,145,-3833,3250,0,0,400,0,0,-200,0
8/4r1rp/pk3P2/n1p5/5B1R/2P4P/P1P2K2/8 b - - 0 35,85,1,near_equal,0.5,4336,70,2240,0,500,0,0,0,0,0,991
8/8/R2p1k2/2p1p3/2P1PbK1/1r3B2/1P3P2/5b2 b - - 3 45,90,1,black_winning,0.0,8166,-398,3955,1090,0,0,0,0,0,300,1371
r2r2k1/1p1np1bp/p1n1p1p1/3q4/3pN3/P2BP1QP/1PPB1PP1/R2K3R w - - 2 17,10,0,near_equal,0.0,266,-48,-87,0,0,53,400,0,0,-100,0
1r3k2/R5pp/5p2/8/4r2P/6P1/1n3PK1/3b1R2 b - - 1 37,74,1,black_winning,0.0,11123,-553,8270,0,0,0,0,0,0,0,2113
1rb1k1nr/pp1p1p2/2nbp1p1/q1p4p/2P1P3/2NP1NP1/PP1BQPBP/R3K2R b KQk - 7 9,0,0,near_equal,1.0,-197,137,203,0,0,0,-400,0,0,0,0
1R6/6RP/7r/3k4/5PK1/1p4P1/4r3/8 b - - 2 54,85,1,white_winning,1.0,-5316,329,-3129,0,-255,0,0,0,0,0,-800
qr4k1/6b1/P2rn1pp/3n1p2/2BP4/P1B1PR2/2QN2PP/4R1K1 b - - 2 28,10,0,white_winning,0.5,-3595,276,-3494,200,700,0,-276,0,0,-100,-625
r4rk1/p1qbb1p1/1ppp1n1p/P2P4/QnP1p2P/2N1P2N/1P2BP2/R1B1K2R b KQ - 5 21,0,0,black_winning,0.0,2014,-176,499,1000,0,-75,400,0,0,0,190
r3r1kb/pp2pp2/nqp1b1pB/4P3/2PP4/5NP1/P2Q1PBP/R3R1K1 w - - 1 18,10,0,white_winning,1.0,-1226,336,-1655,1045,0,-216,-400,0,0,0,0
8/4k3/2pr1pp1/prN5/2RpP1pP/1P4P1/2K2P2/8 w - - 0 43,90,1,black_winning,0.0,4966,-335,3835,0,-800,0,0,0,0,0,982
r4rk1/2q1p1bp/1npppnp1/p7/3PP3/2NQ1B1P/1PP2PP1/R1B1R1K1 w - - 0 16,10,0,white_winning,1.0,-1396,160,-896,0,0,0,-400,0,0,-100,0
4kb1r/Qpqnp2p/p4pp1/8/8/8/PP1NNPPP/6KR b k - 7 27,42,0,black_winning,0.0,706,-261,707,0,0,75,124,0,0,-200,0
4rr1k/p5p1/3p3p/p1pP3q/2P1NPn1/R2B2b1/1P1B4/2Q3K1 w - - 18 46,26,0,black_winning,0.0,704,-381,4646,-4504,0,1212,-350,0,0,-300,0
rnb1k1nr/1p2ppbp/pq1p2p1/8/3NP3/2N5/PPP1BPPP/R1BQ1RK1 w kq - 4 8,0,0,near_equal,1.0,-760,104,-302,0,0,-58,-400,0,0,0,0
r1b1kbnr/3p1pp1/p1p1pq1p/8/4P3/2N1B3/PPPQ1PPP/R3KB1R w KQkq - 0 9,10,0,white_winning,1.0,-235,170,165,0,0,0,-400,0,0,0,0
1r4k1/6pp/Qn1Rp3/2pnPq2/4N3/2N3P1/PPP2r1P/2K4R w - - 3 19,21,0,near_equal,0.0,-3448,149,-2068,-690,0,-121,50,0,0,0,-619
2kr3r/ppp2pp1/8/q3p2p/PB1n4/2N5/2PP1PPP/R2QR1K1 b - - 0 16,26,0,white_winning,1.0,1747,243,-2475,3450,0,186,350,0,0,0,236
8/5k2/2NR1bp1/2P4p/rP2KP1P/6P1/8/8 b - - 0 44,96,1,white_winning,1.0,-7889,583,-5048,0,210,0,0,0,0,0,-1108
2r1kb1r/1bqp1ppp/pp2p3/4n3/1PPQPB1P/P1N5/5PP1/R3KB1R b KQk - 3 14,10,0,near_equal,1.0,891,31,246,1045,0,0,-400,0,0,0,0
5rk1/p4p1p/4p1pP/1p2P3/2p1PQP1/2Pr4/1P3RBK/3q4 b - - 0 33,48,0,black_winning,1.0,3990,-258,3998,0,0,-1704,-275,0,714,0,1257
8/8/1p2kp2/1Pb1p1p1/P1RrP1P1/2K5/6P1/8 b - - 8 52,101,1,black_winning,0.0,6538,-380,4286,0,0,0,0,0,0,0,1002
8/5k2/6pp/8/pp1B1P2/N7/PP1p1P1P/3Kb3 w - - 0 34,112,1,white_winning,1.0,-5025,437,-2359,0,-600,0,0,0,0,0,-1371
1r2r3/4b2k/3p2p1/2pPpb1n/8/pq2B2p/1PR4Q/1K1NNBR1 b - - 3 44,5,0,black_winning,0.0,2149,-304,1129,758,-716,453,400,0,0,-200,325
rnb1k1nr/p3p2p/1qp2ppb/p1Np4/3P4/4PNBP/1PP2PP1/R2QKB1R w KQkq - 7 13,0,0,white_winning,1.0,-1024,221,-624,0,0,0,-400,0,0,0,0
2r5/1pr2pk1/p2bp2p/P2p1p2/5P1P/2P1P1P1/1PR1BK2/3R4 w - - 6 35,74,1,near_equal,0.5,-589,3,-589,0,0,0,0,0,0,0,0
1R6/2n1kp2/1p5p/p7/P4P1P/2r1PK2/8/1R6 w - - 5 47,90,1,white_winning,1.0,-5513,457,-2281,-1090,0,0,0,0,0,0,-1092
1nbqk2r/rp3ppp/2pbpn2/p2p4/2PP4/P2BPN2/1PQN1PPP/R1B1K2R w KQk - 4 9,0,0,near_equal,1.0,-235,64,165,0,0,0,-400,0,0,0,0
8/1Bk5/2P3p1/2r1pp1p/p1b1P2P/5PP1/3K4/1N6 b - - 3 46,101,1,black_winning,0.0,5557,-510,3271,0,490,0,0,0,0,0,687
rnbqk2r/1p3ppp/2pbpn2/p2p4/2PP4/P2BPN2/1PQN1PPP/R1B1K2R b KQkq - 3 8,0,0,near_equal,1.0,-230,34,170,0,0,0,-400,0,0,0,0
3qkb1r/1p2pp1p/p4np1/3nQ3/2r2B2/2N2N2/PP3PPP/R3K2R w KQk - 0 17,10,0,near_equal,0.0,1030,-69,1135,0,0,0,-105,0,0,0,0
1qb1rrk1/p3n1bp/2p2pp1/8/n1PNN3/2B3P1/PP2QPBP/1K1RR3 w - - 8 19,0,0,white_winning,0.5,-2466,171,-1872,0,0,0,-400,0,0,0,-194
r3k2r/p1q1p1bp/1npppnp1/8/3PP3/2NQ3P/1PP1BPP1/R1B2RK1 w kq - 2 14,10,0,white_winning,1.0,-930,230,-817,0,0,75,-88,0,0,-100,0
1r1qkb2/ppp3p1/1nn1pppr/3p4/3P2PP/1N1BPQ2/PPP2P2/R1B1K2R w KQ - 6 13,10,0,white_winning,1.0,-662,164,-572,0,0,0,10,0,0,-100,0
2kr3r/pppn1pp1/4pQ1p/2P5/3P4/P2Bb3/1P3PPP/R4RK1 b - - 0 15,48,0,white_winning,0.0,-441,184,-6926,6550,0,0,-65,0,0,0,0
8/6R1/1p4p1/p1p1pk2/P1Pn4/6P1/1B3K1P/8 b - - 0 40,106,1,white_winning,1.0,-6775,382,-3808,0,-45,0,0,0,0,0,-1717
3k4/pR6/R1np3r/2r5/1p3N1P/1P4P1/P4PK1/8 w - - 7 42,74,1,white_winning,1.0,-4907,482,-3821,0,270,0,0,0,0,0,-661
r4q2/p2pkB1r/1p2pnQ1/4b1B1/2PpPP2/1PN3P1/P6P/R3K2b w Q - 1 19,21,0,near_equal,0.5,1124,-76,1800,0,-400,-13,-263,0,0,0,0
8/p1k5/1rpr2p1/2N1Rp1p/PR1N4/4P3/3K1PPP/8 w - - 1 31,74,1,white_winning,1.0,-10894,589,-7859,0,0,0,0,0,0,-200,-1940
q2r2k1/p2P1pb1/Pp2p1pp/2p5/bPP1NP2/2P1Q3/3R2PP/3R2K1 w - - 3 30,37,0,white_winning,1.0,-4659,310,-3185,-1000,300,0,-300,0,0,300,-774
1r4k1/7p/3N2p1/1PK1Rp2/2P4P/7r/8/8 w - - 3 38,90,1,near_equal,1.0,254,72,761,0,417,0,0,0,0,0,0
2R5/5bP1/1k1N1K2/r7/8/8/2P5/8 b - - 8 81,96,1,white_winning,1.0,-6366,385,-3479,0,-60,0,0,0,0,0,-808
r1b1kb1r/pp1n1ppp/1q1pp3/2p5/Q1PPP3/1PNBPN2/P5PP/R3K2R b KQkq - 0 11,10,0,near_equal,0.0,-970,-34,-530,0,0,-140,-400,0,0,100,0
2b1k2B/rp1nn2p/1q2N1p1/p7/Q1BN4/4b3/PP4PP/R4K1R w - - 3 19,10,0,white_winning,1.0,-7903,366,-6311,0,0,-180,-400,0,0,0,-1012
8/7p/4kp2/6p1/2R1p1P1/3p3P/4r3/5K2 b - - 4 45,106,1,black_winning,0.0,9541,-562,6160,0,280,0,0,0,0,0,1363
3brrk1/p2b2p1/1q1p3p/p1pP4/2P1BN1P/2NnP3/1PQ2R1n/R1BK4 b - - 2 33,0,0,black_winning,0.0,3646,-352,980,2795,0,-467,-400,0,0,0,738
3rkbr1/1P3pp1/3np2p/p1N5/8/PP1BPP2/1B2K2P/2R4R w - - 0 26,58,0,white_winning,1.0,-6934,670,-5492,0,150,-247,-222,0,0,-300,-823
2r1k1nr/pp1qppb1/n2p2p1/2pP3p/2P1P1bP/P1NB1N2/1PQ2PP1/R1B1K2R w KQk - 0 12,0,0,near_equal,1.0,-320,141,80,0,0,0,-400,0,0,0,0
8/3k3p/1R1p4/1p1P2p1/p3P2r/P4K2/1P3P2/8 b - - 3 49,106,1,near_equal,0.5,-264,9,-264,0,0,0,0,0,0,0,0
8/q3p2k/6p1/1p2Q3/4PP1P/2P5/2K5/8 b - - 4 62,85,1,near_equal,0.5,-1924,40,-1540,0,0,0,0,0,0,0,-384
6k1/6P1/8/4pK2/1p2N2P/8/5R2/2q5 w - - 0 39,90,1,near_equal,0.0,6507,-82,1946,900,1060,0,0,0,0,0,1174
3r2kb/pP1P1p2/P3p1pp/8/2P1NP2/1qP1Q3/6PP/3RK3 w - - 5 39,53,0,white_winning,1.0,-5304,618,-4799,355,345,-75,-250,0,0,0,-880
2kr1b1r/pp2np2/1qnpb1pp/1Qp1p3/2P4P/1PNP1NP1/PB2PPB1/R3K2R b KQ - 1 12,0,0,near_equal,0.5,-583,3,-610,0,0,-75,102,0,0,0,0
r1bqk2r/1p1p1pp1/2n1pn1p/p1b5/2P4P/P1N1PNP1/1P3P2/R1BQKB1R w KQkq - 1 10,0,0,near_equal,0.5,-96,28,304,0,0,0,-400,0,0,0,0
r2qkb1r/pp3ppp/1nb1pn2/4B3/3P4/3B1N2/PPQ2PPP/RN2K2R b KQkq - 4 11,0,0,near_equal,0.0,-362,-47,38,0,0,0,-400,0,0,0,0
rn2r1k1/1pp4p/3p1n1B/p7/b1PNp3/5P2/PP4PP/2KR1B1R w - - 7 16,53,0,near_equal,1.0,-384,98,-326,0,0,0,42,0,0,-100,0
8/8/5p2/pk2p1p1/3bP1P1/3K4/2R3P1/1r6 b - - 11 65,101,1,black_winning,0.0,10998,-487,7578,0,195,0,0,0,0,0,1820
4k3/B4p1r/2pb2n1/1p5p/1n2NPbP/4P1P1/5K2/5BNR b - - 3 25,64,0,near_equal,0.5,736,96,929,0,-112,-120,39,0,0,0,0
8/2k3r1/p1p5/P1P1p3/2K4R/4r1P1/8/1R6 b - - 1 52,85,1,near_equal,0.5,2040,-4,233,1285,8,0,0,0,0,0,514
rnb5/1pq1k2p/p2rp3/2p2p2/4Bp2/P5P1/QPP2P1P/RN1R2K1 w - - 0 19,21,0,near_equal,0.5,-2156,0,-1672,-1000,0,166,350,0,0,0,0
4k2r/5ppp/4pn2/r1b5/2N5/4PN1P/P1P2PP1/2B1K2R b Kk - 1 22,69,1,near_equal,0.5,851,-133,-114,1165,0,0,0,0,0,-200,0
7r/3R1p2/4pk2/8/7P/6P1/2Bp4/3K4 b - - 6 52,101,1,white_winning,1.0,-7977,234,-2346,-2335,-315,0,0,0,0,0,-2131
r1bqkb1r/1ppp1p2/p1n3np/4p1p1/1PP1P3/P1NP1NP1/5P2/R1BQKB1R w KQkq - 0 11,0,0,near_equal,0.5,190,0,590,0,0,0,-400,0,0,0,0
7r/3R2p1/3r1k1p/8/3p1P1P/7B/2K1P3/7n b - - 2 32,85,1,black_winning,0.0,8218,-474,5424,0,0,0,0,0,0,0,1699
r2bk2r/1p1n4/p2Bp1p1/5pN1/3P1P2/4n2P/PP1KN3/2R4R b kq - 1 26,53,0,near_equal,0.5,325,-10,802,0,0,-407,-70,0,0,0,0
8/p2p1k1r/1p2p3/4P3/2P1P1rB/1Pp3P1/P6P/2K4R w - - 3 25,90,1,near_equal,0.5,335,-86,-50,1135,-750,0,0,0,0,0,0
rn1qk2r/pp3pbp/8/4pb2/2P5/2B5/PP3P1P/R2QKBNR w KQkq - 2 11,10,0,near_equal,0.0,654,15,254,0,0,0,400,0,0,0,0
r3q1k1/6pp/n2p4/pp2pbPn/7P/P1NPBN2/1P3K2/R4B1R w - - 2 19,37,0,black_winning,0.0,3990,-381,3599,0,0,0,98,0,0,-300,593
2k4r/ppp3p1/8/1P2Rp1p/5q2/6P1/2Pr1P1P/R3Q1K1 b - - 0 21,42,0,white_winning,1.0,1400,158,1112,0,0,206,82,0,0,0,0
8/3k4/3q4/3p4/3P1N1Q/b5Pp/4BP1K/8 b - - 0 58,69,1,white_winning,1.0,-10550,476,-5440,-2065,-750,0,0,0,0,0,-1445
rn3rk1/pp2ppb1/2p2npp/q2p1b2/2PP1B2/1PN2NP1/P3PPBP/R2Q1RK1 w - - 4 10,0,0,near_equal,1.0,3333,36,-125,3250,0,0,-400,0,0,0,608
r2k3r/1pq1p3/1npp2p1/5pPp/p2P4/2P2QP1/PP2RPNP/4R1K1 b - - 3 24,32,0,white_winning,1.0,-902,218,338,-1015,0,75,-300,0,0,0,0
r4rk1/2qbn2p/3p2p1/1p1P1p2/p1pQ2P1/P3PNRP/1P3P2/RB2K3 w Q - 4 25,21,0,near_equal,0.5,-208,-10,322,0,0,-180,-350,0,0,0,0
3r1k1r/pp4p1/2p2p2/P3p2p/R1bPP2P/1P3BP1/4QP1n/3NK3 b - - 0 30,53,0,near_equal,0.0,3002,112,-4391,6466,0,-75,-14,0,0,0,1016
